MatchNumber,Date,HomeTeam,AwayTeam,HomeLineup,AwayLineup
158,2023-12-10,Barcelona,Girona,"iñaki peña, joao cancelo, andreas christensen, ronald araujo, jules kounde, ilkay gundogan, freankie de jong, pedri, joao felix, robert lewandowski, raphinha","paulo gazzaniga, eric garcia, david lopez, daley blind, yan couto, ivan martin, aleix garcia, miguel gutierrez, viktor tsygankov, savinho, artem dovbyk"
159,2023-12-11,Granada,Athletic,"andre ferreira, carlos neva, raul torrente, ignasi miquel, ricard sanchez, sergio ruiz, gerard gumbau, bryan zaragoza, gonzalo villar, myrto uzuni, lucas boye","unai simon, oscar de marcos, dani vivian, aitor paredes, iñigo lekue, iñigo ruiz de galarreta, beñat prados, iñaki williams, oihan sancet, nico williams, gorka guruzeta"
160,2023-12-11,Rayo Vallecano,Celta,"stole dimitrievski, josep chavarria, florian lejeune, abdul mumin, ivan balliu, oscar valentin, unai lopez, alvaro garcia, oscar trejo, isi palazon, raul de tomas","vicente guaita, kevin vazquez, carl starfelt, unai nuñez, manu sanchez, oscar mingueza, renato tapia, luca de la torre, jonathan bamba, jorgen strand larsen, anastasios douvikas"
161,2023-12-15,Osasuna,Rayo Vallecano,"sergio herrera, ruben peña, juan cruz, david garcia, jesus areso, moi gomez, iker muñoz, aimar oroz, ruben garcia, ante budimir, chimy avila","stole dimitrievski, ivan balliu, abdul mumin, florian lejeune, alfonso espino, isi palazon, pathe ciss, oscar valentin, alvaro garcia, raul de tomas, kike perez"
162,2023-12-16,Celta,Granada,"vicente guaita, mihailo ristic, carlos dominguez, unai nuñez, kevin vazquez, franco cervi, carlos dotor, renato tapia, jonathan bamba, jorgen strand larsen, iago aspas","andre ferreira, ricard sanchez, ignasi miquel, raul torrente, carlos neva, gerard gumbau, sergio ruiz, myrto uzuni, gonzalo villar, bryan zaragoza, lucas boye"
163,2023-12-16,Athletic,Atlético,"unai simon, yuri berchiche, aitor paredes, dani vivian, iñigo lekue, beñat prados, ander herrera, nico williams, oihan sancet, iñaki williams, gorka guruzeta","jan oblak, caglar soyuncu, axel witsel, mario hermoso, nahuel molina, marcos llorente, koke, saul ñiguez, samuel lino, antoine griezmann, alvaro morata"
164,2023-12-16,Sevilla,Getafe,"marko dmitrovic, adria pedrosa, kike salas, sergio ramos, nemanja gudelj, juanlu sanchez, ivan rakitic, boubakary soumare, djibril sow, youssef en-nesyri, lucas ocampos","david soria, juan iglesias, djene, gaston alvarez, diego rico, mason greenwood, nemanja maksimovic, luis milla, jaime mata, borja mayoral, juanmi latasa"
165,2023-12-16,Valencia,Barcelona,"giorgi mamardashvili, jesus vazquez, cristhian mosquera, mouctar diakhaby, thierry correia, diego lopez, pepelu, hugo guillamon, fran perez, hugo duro, roman yaremchuk","iñaki peña, joao cancelo, ronald araujo, jules kounde, alejandro balde, ilkay gundogan, frenkie de jong, pedri, raphinha, robert lewandowski, joao felix"
166,2023-12-17,Almería,Mallorca,"luis maximiano, edgar gonzalez, cesar montes, chumi, sergio akieme, dion lopy, lucas robertone, alejandro pozo, adrian embarba, leo baptistao, sergio arribas","predrag rajkovic, omar mascarell, antonio raillo, matija nastasic, pablo maffeo, sergi darder, samu costa, jaume costa, antonio sanchez, cyle larin, dani rodriguez"
167,2023-12-17,R. Sociedad,Real Betis,"alex remiro, kieran tierney, robin le normand, igor zubeldia, hamari traore, arsen zakharyan, martin zubimendi, mikel merino, mikel oyarzabal, andre silva, takefusa kubo","rui silva, aitor ruibal, german pezzella, chadi riad, abner, sergi altimira, marc roca, ayoze perez, isco, abde ezzalzouli, willian jose"
168,2023-12-17,Las Palmas,Cádiz,"alvaro valles, daley sinkgraven, mika marmol, saul coco, julian araujo, alberto moleiro, kirian rodriguez, maximo perrone, javi muñoz, pejiño, munir el haddadi","conan ledesma, iza carcelen, fali, victor chust, lucas pires, ivan alejo, ruben alcaraz, alex fernandez, ruben sobrino, chris ramos, roger marti"
169,2023-12-17,Real Madrid,Villarreal,"andriy lunin, ferland mendy, david alaba, antonio rudiger, lucas vazquez, jude bellingham, toni kroos, federico valverde, luka modric, rodrygo, brahim diaz","filip jorgensen, adria altimira, raul albiol, aissa mandi, alfonso pedraza, ilias akhomach, etienne capoue, dani parejo, alex baena, gerard moreno, jose luis morales"
170,2023-12-18,Girona,Alavés,"paulo gazzaniga, daley blind, david lopez, eric garcia, miguel gutierrez, aleix garcia, ivan martin, yan couto, savinho, portu, artem dovbyk","antonio sivera, nahuel tenaglia, rafa marin, ruben duarte, andoni gorosabel, antonio blanco, ander guevara, javi lopez, jon guridi, samu aghehowa, luis rioja"
171,2023-12-19,Rayo Vallecano,Valencia,"stole dimitrievski, josep chavarria, florian lejeune, abdul mumin, andrei ratiu, jorge de frutos, pathe ciss, unai lopez, isi palazon, sergio camello, raul de tomas","giorgi mamardashvili, thierry correia, mouctar diakhaby, cristhian mosquera, jesus vazquez, diego lopez, hugo guillamon, pepelu, sergi canos, hugo duro, selim amallah"
172,2023-12-19,Atlético,Getafe,"jan oblak, mario hermoso, axel witsel, stefan savic, rodrigo riquelme, samuel lino, koke, rodrigo de paul, marcos llorente, antoine griezmann, memphis depay","david soria, juan iglesias, domingos duarte, gaston alvarez, diego rico, mason greenwood, luis milla, nemanja maksimovic, jaime mata, borja mayoral, juanmi latasa"
173,2023-12-19,Granada,Sevilla,"andre ferreira, carlos neva, raul torrente, ignasi miquel, ricard sanchez, gerard gumbau, bryan zaragoza, sergio ruiz, gonzalo villar, antonio puertas, lucas boye","marko dmitrovic, nemanja gudelj, sergio ramos, kike salas, juanlu sanchez, suso, boubakary soumare, oliver torres, adria pedrosa, lucas ocampos, youssef en-nesyri"
174,2023-12-20,Barcelona,Almería,"iñaki peña, alejandro balde, andreas christensen, ronald araujo, joao cancelo, sergi roberto, ilkay gundogan, fermin lopez, joao felix, robert lewandowski, raphinha","luis maximiano, alejandro pozo, chumi, cesar montes, edgar gonzalez, sergio akieme, iddrisu baba, dion lopy, largie ramazani, sergio arribas, leo baptistao"
175,2023-12-20,Athletic,Las Palmas,"unai simon, yuri berchiche, aitor paredes, dani vivian, iñigo lekue, beñat prados, ander herrera, nico williams, oihan sancet, iñaki williams, gorka guruzeta","alvaro valles, julian araujo, saul coco, mika marmol, sergi cardona, marvin park, javi muñoz, maximo perrone, enzo loiodice, munir el haddadi, sory kaba"
176,2023-12-20,Villarreal,Celta,"filip jorgensen, alfonso pedraza, aissa mandi, raul albiol, adria altimira, alberto moreno, dani parejo, santi comesaña, ilias akhomach, alexander sorloth, alex baena","vicente guaita, kevin vazquez, carl starfelt, unai nuñez, mihailo ristic, luca de la torre, carlos dotor, renato tapia, franco cervi, anastasios douvikas, jorgen strand larsen"
177,2023-12-21,Cádiz,R. Sociedad,"david gil, lucas pires, victor chust, fali, iza carcelen, robert navarro, alex fernandez, ruben alcaraz, ivan alejo, maxi gomez, chris ramos","alex remiro, alvaro odriozola, igor zubeldia, robin le normand, kieran tierney, martin zubimendi, takefusa kubo, brais mendez, mikel merino, mikel oyarzabal, umar sadiq"
178,2023-12-21,Real Betis,Girona,"rui silva, juan miranda, chadi riad, german pezzella, hector bellerin, marc roca, andres guardado, ayoze perez, rodri sanchez, assane diao, willian jose","paulo gazzaniga, eric garcia, david lopez, daley blind, miguel gutierrez, ivan martin, aleix garcia, yan couto, pablo torre, savinho, artem dovbyk"
179,2023-12-21,Alavés,Real Madrid,"antonio sivera, ruben duarte, rafa marin, abdel abqar, andoni gorosabel, ander guevara, antonio blanco, abde rebbach, jon guridi, luis rioja, samu aghehowa","kepa arrizabalaga, lucas vazquez, antonio rudiger, nacho fernandez, fran garcia, federico valverde, toni kroos, luka modric, jude bellingham, brahim diaz, rodrygo"
180,2023-12-21,Mallorca,Osasuna,"predrag rajkovic, matija nastasic, antonio raillo, giovanni gonzalez, jaume costa, manu morlanes, samu costa, pablo maffeo, dani rodriguez, antonio sanchez, cyle larin","sergio herrera, jesus areso, david garcia, juan cruz, ruben peña, pablo ibañez, lucas torro, moi gomez, jon moncayola, ante budimir, jose manuel arnaiz"
181,2024-01-02,Getafe,Rayo Vallecano,"david soria, diego rico, gaston alvarez, djene, damian suarez, jaime mata, luis milla, nemanja maksimovic, mason greenwood, juanmi latasa, borja mayoral","stole dimitrievski, ivan balliu, aridane hernandez, florian lejeune, alfonso espino, isi palazon, unai lopez, oscar valentin, jorge de frutos, sergio camello, kike perez"
182,2023-01-02,R. Sociedad,Alavés,"alex remiro, kieran tierney, robin le normand, igor zubeldia, hamari traore, mikel merino, martin zubimendi, brais mendez, mikel oyarzabal, andre silva, takefusa kubo","antonio sivera, andoni gorosabel, nahuel tenaglia, rafa marin, javi lopez, antonio blanco, ander guevara, luis rioja, jon guridi, abde rebbach, samu aghehowa"
183,2024-01-02,Valencia,Villarreal,"giorgi mamardashvili, jose luis gaya, gabriel paulista, cristhian mosquera, dimitri foulquier, sergi canos, pepelu, hugo guillamon, fran perez, roman yaremchuk, hugo duro","filip jorgensen, adria altimira, raul albiol, jorge cuenca, alberto moreno, dani parejo, etienne capoue, ramon terrats, ilias akhomach, gerard moreno, jose luis morales"
184,2023-01-03,Granada,Cádiz,"augusto batalla, carlos neva, ignasi miquel, bruno mendez, ricard sanchez, alvaro carreras, gonzalo villar, sergio ruiz, bryan zaragoza, lucas boye, myrto uzuni","conan ledesma, iza carcelen, luis hernandez, fali, lucas pires, darwin machis, alex fernandez, ruben alcaraz, ruben sobrino, chris ramos, maxi gomez"
185,2024-01-03,Celta,Real Betis,"vicente guaita, manu sanchez, carlos dominguez, unai nuñez, oscar mingueza, franco cervi, fran beltran, renato tapia, carles perez, jorgen strand larsen, iago aspas","rui silva, aitor ruibal, german pezzella, sokratis, abner, william carvalho, marc roca, assane diao, isco, ayoze perez, borja iglesias"
186,2024-01-03,Real Madrid,Mallorca,"andriy lunin, fran garcia, antonio rudiger, aurelien tchouameni, daniel carvajal, toni kroos, luka modric, jude bellingham, federico valverde, vinicius junior, rodrygo","predrag rajkovic, pablo maffeo, giovanni gonzalez, antonio raillo, matija nastasic, siebe van der heyden, antonio sanchez, manu morlanes, samu costa, dani rodriguez, cyle larin"
187,2024-01-03,Girona,Atlético,"paulo gazzaniga, miguel gutierrez, daley blind, eric garcia, yan couto, valery fernandez, aleix garcia, ivan martin, savinho, pablo torre, artem dovbyk","jan oblak, axel witsel, jose maria gimenez, mario hermoso, koke, rodrigo riquelme, marcos llorente, rodrigo de paul, samuel lino, antoine griezmann, alvaro morata"
188,2024-01-04,Osasuna,Almería,"sergio herrera, ruben peña, david garcia, alejandro catena, jesus areso, aimar oroz, iker muñoz, jon moncayola, moi gomez, ante budimir, chimy avila","luis maximiano, marc pubill, cesar montes, edgar gonzalez, sergio akieme, dion lopy, lucas robertone, leo baptistao, sergio arribas, adrian embarba, largie ramazani"
189,2024-01-04,Sevilla,Athletic,"marko dmitrovic, adria pedrosa, kike salas, sergio ramos, loic bade, juanlu sanchez, suso, nemanja gudelj, djibril sow, rafa mir, lucas ocampos","unai simon, iñigo lekue, dani vivian, aitor paredes, yuri berchiche, iñigo ruiz de galarreta, mikel vesga, alex berenguer, oihan sancet, nico williams, gorka guruzeta"
190,2024-01-04,Las Palmas,Barcelona,"alvaro valles, sergi cardona, mika marmol, saul coco, alex suarez, kirian rodriguez, maximo perrone, javi muñoz, alberto moleiro, sandro ramirez, munir el haddadi","iñaki peña, joao cancelo, ronald araujo, jules kounde, alejandro balde, frenkie de jong, ilkay gundogan, sergi roberto, raphinha, robert lewandowski, ferran torres"
191,2024-01-12,Sevilla,Alavés,"marko dmitrovic, kike salas, marcao, sergio ramos, jesus navas, oliver torres, ivan rakitic, boubakary soumare, suso, isaac romero, lucas ocampos","antonio sivera, andoni gorosabel, nahuel tenaglia, rafa marin, javi lopez, carlos protesoni, ander guevara, carlos vicente, jon guridi, luis rioja, kike garcia"
192,2024-01-13,Las Palmas,Villarreal,"alvaro valles, sergi cardona, mika marmol, juanma herzog, alex suarez, kirian rodriguez, maximo perrone, javi muñoz, alberto moleiro, sandro ramirez, munir el haddadi","filip jorgensen, adria altimira, eric bailly, jorge cuenca, alfonso pedraza, ilias akhomach, santi comesaña, dani parejo, alex baena, gerard moreno, jose luis morales"
193,2024-01-13,Mallorca,Celta,"predrag rajkovic, toni lato, jose copete, antonio raillo, giovanni gonzalez, pablo maffeo, dani rodriguez, samu costa, manu morlanes, antonio sanchez, cyle larin","vicente guaita, oscar mingueza, jailson, unai nuñez, carlos dominguez, manu sanchez, carles perez, renato tapia, carlos dotor, iago aspas, jorgen strand larsen"
194,2024-01-13,Athletic,R. Sociedad,"unai simon, yuri berchiche, aitor paredes, dani vivian, iñigo lekue, mikel vesga, iñigo ruiz de galarreta, nico williams, oihan sancet, alex berenguer, gorka guruzeta","unai marrero, alvaro odriozola, igor zubeldia, robin le normand, kieran tierney, martin zubimendi, arsen zakharyan, brais mendez, mikel merino, ander barrenetxea, mikel oyarzabal"
195,2024-01-13,Real Betis,Granada,"rui silva, abner, sokratis, german pezzella, aitor ruibal, andres guardado, marc roca, ayoze perez, isco, luiz henrique, willian jose","augusto batalla, bruno mendez, kamil piatkowski, ignasi miquel, carlos neva, bryan zaragoza, sergio ruiz, gonzalo villar, jose callejon, myrto uzuni, lucas boye"
196,2024-01-14,Almería,Girona,"luis maximiano, sergio akieme, chumi, cesar montes, marc pubill, edgar gonzalez, adrian embarba, dion lopy, lucas robertone, sergio arribas, leo baptistao","paulo gazzaniga, arnau martinez, juanpe, daley blind, miguel gutierrez, yan couto, ivan martin, aleix garcia, valery fernandez, pablo torre, artem dovbyk"
197,2024-01-14,Cádiz,Valencia,"conan ledesma, javier hernandez, fali, luis hernandez, iza carcelen, robert navarro, ruben alcaraz, fede san emeterio, rominigue kouame, ivan alejo, chris ramos","giorgi mamardashvili, dimitri foulquier, cristhian mosquera, gabriel paulista, jose luis gaya, fran perez, hugo guillamon, pepelu, sergi canos, hugo duro, diego lopez"
198,2024-01-31,Barcelona,Osasuna,"iñaki peña, joao cancelo, pau cubarsi, ronald araujo, jules kounde, frenkie de jong, pedri, ilkay gundogan, ferran torres, robert lewandowski, lamine yamal","aitor fernandez, jesus areso, unai garcia, david garcia, jorge herrando, johan mojica, jon moncayola, lucas torro, aimar oroz, ante budimir, jose manuel arnaiz"
199,2024-01-31,Atlético,Rayo Vallecano,"jan oblak, reinildo mandava, mario hermoso, axel witsel, rodrigo riquelme, saul ñiguez, pablo barrios, arthur vermeeren, marcos llorente, angel correa, memphis depay","stole dimitrievski, aridane hernandez, florian lejeune, alfonso espino, andrei ratiu, kike perez, oscar valentin, josep chavarria, isi palazon, alvaro garcia, sergio camello"
200,2024-02-01,Getafe,Real Madrid,"david soria, gaston alvarez, omar alderete, domingos duarte, damian suarez, nemanja maksimovic, luis milla, djene, jose angel carmona, borja mayoral, mason greenwood","andriy lunin, lucas vazquez, antonio rudiger, nacho fernandez, ferland mendy, federico valverde, aurelien tchouameni, jude bellingham, luka modric, joselu, vinicius junior"
201,2024-01-19,Alavés,Cádiz,"antonio sivera, javi lopez, ruben duarte, rafa marin, andoni gorosabel, ander guevara, antonio blanco, luis rioja, jon guridi, carlos vicente, kike garcia","conan ledesma, joseba zaldua, fali, victor chust, lucas pires, ivan alejo, gonzalo escalante, ruben alcaraz, robert navarro, chris ramos, sergi guardiola"
202,2024-01-20,Rayo Vallecano,Las Palmas,"stole dimitrievski, alfonso espino, florian lejeune, aridane hernandez, ivan balliu, alvaro garcia, oscar valentin, unai lopez, isi palazon, oscar trejo, sergio camello","alvaro valles, alex suarez, juanma herzog, mika marmol, sergi cardona,munir el haddadi, javi muñoz, maximo perrone, kirian rodriguez, alberto moleiro, sandro ramirez"
203,2024-01-20,Villarreal,Mallorca,"filip jorgensen, alberto moreno, jorge cuenca, eric bailly, kiko femenia, alex baena, francis coquelin, santi comesaña, ilias akhomach, alexander sorloth, gerard moreno","predrag rajkovic, antonio sanchez, martin valjent, antonio raillo, matija nastasic, toni lato, sergi darder, manu morlanes, samu costa, dani rodriguez, cyle larin"
204,2024-01-20,Valencia,Athletic,"giorgi mamardashvili, jose luis gaya, gabriel paulista, cristhian mosquera, dimitri foulquier, sergi canos, pepelu, hugo guillamon, fran perez, diego lopez, hugo duro","unai simon, iñigo lekue, dani vivian, aitor paredes, yuri berchiche, ander herrera, beñat prados, alex berenguer, oihan sancet, nico williams, gorka guruzeta"
205,2024-01-20,Celta,R. Sociedad,"vicente guaita, manu sanchez, carlos dominguez, unai nuñez, oscar mingueza, luca de la torre, carlos dotor, renato tapia, miguel rodriguez, jorgen strand larsen, iago aspas","alex remiro, jon aramburu, igor zubeldia, robin le normand, jon pacheco, aihen muñoz, brais mendez, jon ander olasagasti, beñat turrientes, jon magunazelaia, umar sadiq"
206,2024-01-21,Osasuna,Getafe,"sergio herrera, juan cruz, alejandro catena, david garcia, johan mojica, moi gomez, iker muñoz, pablo ibañez, ruben peña, ante budimir, raul garcia","david soria, djene, gaston alvarez, omar alderete, diego rico, carlos aleña, luis milla, nemanja maksimovic, mason greenwood, borja mayoral, enes unal"
207,2024-01-21,Real Madrid,Almería,"kepa arrizabalaga, ferland mendy, nacho fernandez, antonio rudiger, daniel carvajal, toni kroos, aurelien tchouameni, federico valverde, jude bellingham, vinicius junior, rodrygo","luis maximiano, marc pubill, kaiky, edgar gonzalez, chumi, sergio akieme, sergio arribas, dion lopy, lucas robertone, largie ramazani, marko milovanovic"
208,2024-01-21,Real Betis,Barcelona,"rui silva, abner, sokratis, german pezzella, hector bellerin, marc roca, johnny cardoso, assane diao, isco, luiz henrique, willian jose","iñaki peña, jules kounde, ronald araujo, pau cubarsi, alejandro balde, frenkie de jong, ilkay gundogan, pedri, lamine yamal, robert lewandowski, ferran torres"
209,2024-01-21,Girona,Sevilla,"paulo gazzaniga, miguel gutierrez, daley blind, juanpe, yan couto, savinho, yangel herrera, ivan martin, viktor tsygankov, artem dovbyk, portu","marko dmitrovic, jesus navas, tanguy nianzou, sergio ramos, loic bade, adria pedrosa, djibril sow, joan jordan, suso, lucas ocampos, isaac romero"
210,2024-01-22,Granada,Atlético,"augusto batalla, carlos neva, ignasi miquel, bruno mendez, ricard sanchez, gonzalo villar, sergio ruiz, gerard gumbau, myrto uzuni, lucas boye, bryan zaragoza","jan oblak, stefan savic, axel witsel, mario hermoso, nahuel molina, marcos llorente, pablo barrios, saul ñiguez, rodrigo riquelme, alvaro morata, antoine griezmann"
211,2024-01-26,Almería,Alavés,"luis maximiano, sergio akieme, chumi, cesar montes, marc pubill, edgar gonzalez, dion lopy, adrian embarba, lucas robertone, sergio arribas, leo baptistao","antonio sivera, andoni gorosabel, rafa marin, ruben duarte, javi lopez, antonio blanco, ander guevara, carlos vicente, jon guridi, luis rioja, samu aghehowa"
212,2024-01-27,R. Sociedad,Rayo Vallecano,"alex remiro, javi galan, jon pacheco, robin le normand, igor zubeldia, jon aramburu, beñat turrientes, martin zubimendi, arsen zakharyan, andre silva, umar sadiq","stole dimitrievski, ivan balliu, aridane hernandez, florian lejeune, alfonso espino, isi palazon, unai lopez, oscar valentin, josep chavarria, oscar trejo, sergio camello"
213,2024-01-27,Las Palmas,Real Madrid,"alvaro valles, sergi cardona, mika marmol, alex suarez, marvin park, alberto moleiro, kirian rodriguez, maximo perrone, javi muñoz, munir el haddadi, sandro ramirez","andriy lunin, daniel carvajal, antonio rudiger, nacho fernandez, fran garcia, dani ceballos, eduardo camavinga, toni kroos, brahim diaz, rodrygo, vinicius junior"
214,2024-01-27,Barcelona,Villarreal,"iñaki peña, hector fort, andreas christensen, ronald araujo, jules kounde, frenkie de jong, oriol romeu, ilkay gundogan, joao felix, robert lewandowski, lamine yamal","filip jorgensen, kiko femenia, eric bailly, jorge cuenca, alberto moreno, ilias akhomach, santi comesaña, francis coquelin, alex baena, gerard moreno, alexander sorloth"
215,2024-01-27,Mallorca,Real Betis,"predrag rajkovic, toni lato, matija nastasic, antonio raillo, martin valjent, giovanni gonzalez, sergi darder, samu costa, manu morlanes, cyle larin, abdon prats","rui silva, hector bellerin, german pezzella, sokratis, abner, sergi altimira, johnny cardoso, luiz henrique, isco, assane diao, nabil fekir"
216,2024-01-28,Celta,Girona,"vicente guaita, carlos dominguez, carl starfelt, unai nuñez, manu sanchez, luca de la torre, renato tapia, oscar mingueza, jorgen strand larsen, iago aspas, anastasios douvikas","paulo gazzaniga, yan couto, arnau martinez, daley blind, miguel gutierrez, yangel herrera, aleix garcia, viktor tsygankov, portu, savinho, artem dovbyk"
217,2024-01-28,Cádiz,Athletic,"conan ledesma, lucas pires, victor chust, fali, iza carcelen, robert navarro, gonzalo escalante, ruben alcaraz, ivan alejo, chris ramos, ruben sobrino","unai simon, oscar de marcos, dani vivian, yeray alvarez, iñigo lekue, mikel vesga, ander herrera, iñaki williams, unai gomez, adu ares, asier villalibre"
218,2024-01-28,Sevilla,Osasuna,"orjan nyland, marcao, sergio ramos, loic bade, marcos acuña, boubakary soumare, lucien agoume, suso, jesus navas, lucas ocampos, isaac romero","sergio herrera, david garcia, alejandro catena, juan cruz, ruben peña, pablo ibañez, iker muñoz, moi gomez, johan mojica, raul garcia, ante budimir"
219,2024-01-28,Atlético,Valencia,"jan oblak, reinildo mandava, jose maria gimenez, stefan savic, samuel lino, pablo barrios, koke, rodrigo de paul, nahuel molina, memphis depay, antoine griezmann","giorgi mamardashvili, dimitri foulquier, cristhian mosquera, gabriel paulista, jose luis gaya, hugo guillamon, pepelu, fran perez, javi guerra, diego lopez, hugo duro"
220,2024-01-29,Getafe,Granada,"david soria, diego rico, omar alderete, djene, juan iglesias, jordi martin, yellu santiago, nemanja maksimovic, mason greenwood, borja mayoral, jaime mata","augusto batalla, ricard sanchez, bruno mendez, ignasi miquel, carlos neva, gerard gumbau, sergio ruiz, gonzalo villar, myrto uzuni, matias arezo, bryan zaragoza"
221,2024-02-02,Athletic,Mallorca,"unai simon, yuri berchiche, aitor paredes, yeray alvarez, oscar de marcos, beñat prados, iñigo ruiz de galarreta, nico williams, oihan sancet, iñaki williams, gorka guruzeta","predrag rajkovic, giovanni gonzalez, martin valjent, antonio raillo, jose copete, jaume costa, antonio sanchez, omar mascarell, manu morlanes, dani rodriguez, cyle larin"
222,2024-02-03,Valencia,Almería,"giorgi mamardashvili, jose luis gaya, cenk ozkacar, cristhian mosquera, dimitri foulquier, javi guerra, hugo guillamon, pepelu, diego lopez, hugo duro, roman yaremchuk","luis maximiano, marc pubill, cesar montes, chumi, alex centelles, dion lopy, edgar gonzalez, sergio arribas, gonzalo melero, largie ramazani, leo baptistao"
223,2024-02-03,Granada,Las Palmas,"augusto batalla, carlos neva, kamil piatkowski, bruno mendez, ricard sanchez, martin hongla, gonzalo villar, sergio ruiz, oscar melendo, facundo pellistri, matias arezo","alvaro valles, marvin park, alex suarez, mika marmol, sergi cardona, munir el haddadi, enzo loiodice, maximo perrone, kirian rodriguez, alberto moleiro, sandro ramirez"
224,2024-02-03,Alavés,Barcelona,"antonio sivera, javi lopez, ruben duarte, rafa marin, nahuel tenaglia, ander guevara, antonio blanco, luis rioja, jon guridi, alex sola, samu aghehowa","iñaki peña, jules kounde, ronald araujo, pau cubarsi, joao cancelo, frenkie de jong, andreas christensen, ilkay gundogan, lamine yamal, robert lewandowski, pedri"
225,2024-02-03,Girona,R. Sociedad,"pauli gazzaniga, miguel gutierrez, daley blind, eric garcia, yan couto, aleix garcia, yangel herrera, savinho, ivan martin, viktor tsygankov, portu","alex remiro, alvaro odriozola, igor zubeldia, jon pacheco, javi galan, sheraldo becker, beñat turrientes, martin zubimendi, mikel oyarzabal, brais mendez, andre silva"
226,2024-02-04,Villarreal,Cádiz,"filip jorgensen, alberto moreno, jorge cuenca, raul albiol, kiko femenia, alex baena, francis coquelin, santi comesaña, ilias akhomach, alexander sorloth, gerard moreno","conan ledesma, iza carcelen, jorge mere, victor chust, lucas pires, ivan alejo, gonzalo escalante, alex fernandez, robert navarro, ruben sobrino, chris ramos"
227,2024-02-04,Osasuna,Celta,"sergio herrera, ruben peña, juan cruz, alejandro catena, david garcia, jesus areso, moi gomez, iker muñoz, pablo ibañez, ante budimir, raul garcia","vicente guaita, renato tapia, unai nuñez, carlos dominguez, javier manquillo, jailson, fran beltran, mihailo ristic, oscar mingueza, jorgen strand larsen, luca de la torre"
228,2024-02-04,Real Betis,Getafe,"rui silva, abner, sokratis, german pezzella, hector bellerin, sergi altimira, johnny cardoso, assane diao, isco, rodri sanchez, nabil fekir","david soria, djene, gaston alvarez, omar alderete, diego rico, mason greenwood, luis milla, yellu santiago, jordi martin, juanmi latasa, jaime mata"
229,2024-02-04,Real Madrid,Atlético,"andriy lunin, ferland mendy, nacho fernandez, daniel carvajal, lucas vazquez, eduardo camavinga, toni kroos, federico valverde, jude bellingham, rodrygo, brahim diaz","jan oblak, stefan savic, axel witsel, mario hermoso, marcos llorente, rodrigo de paul, koke, saul ñiguez, rodrigo riquelme, antoine griezmann, alvaro morata"
230,2024-02-05,Rayo Vallecano,Sevilla,"stole dimitrievski, alfonso espino, florian lejeune, aridane hernandez, ivan balliu, josep chavarria, oscar valentin, unai lopez, isi palazon, alvaro garcia, sergio camello","orjan nyland, jesus navas, loic bade, marcao, marcos acuña, djibril sow, lucien agoume, boubakary soumare, lucas ocampos, youssef en-nesyri, isaac romero"
231,2024-02-09,Cádiz,Real Betis,"conan ledesma, lucas pires, victor chust, fali, iza carcelen, robert navarro, ruben alcaraz, gonzalo escalante, ivan alejo, chris ramos, ruben sobrino","rui silva, hector bellerin, german pezzella, sokratis, juan miranda, johnny cardoso, marc roca, pablo fornals, nabil fekir, abde ezzalzouli, willian jose"
232,2024-02-10,Alavés,Villarreal,"antonio sivera, javi lopez, rafa marin, abdel abqar, andoni gorosabel, antonio blanco, ander guevara, luis rioja, jon guridi, alex sola, samu aghehowa","filip jorgensen, kiko femenia, raul albiol, yerson mosquera, jorge cuenca, ilias akhomach, santi comesaña, francis coquelin, alex baena, gerard moreno, alexander sorloth"
233,2024-02-10,R. Sociedad,Osasuna,"alex remiro, javi galan, jon pacheco, igor zubeldia, jon aramburu, mikel merino, martin zubimendi, beñat turrientes, arsen zakharyan, andre silva, takefusa kubo","sergio herrera, jesus areso, unai garcia, david garcia, jorge herrando, johan mojica, jon moncayola, lucas torro, aimar oroz, ruben peña, ante budimir"
234,2024-02-10,Real Madrid,Girona,"andriy lunin, ferland mendy, daniel carvajal, aurelien tchouameni, lucas vazquez, eduardo camavinga, toni kroos, federico valverde, jude bellingham, vinicius junior, rodrygo","paulo gazzaniga, yan couto, eric garcia, juanpe, miguel gutierrez, ivan martin, aleix garcia, viktor tsygankov, portu, savinho, artem dovbyk"
235,2024-02-10,Las Palmas,Valencia,"alvaro valles, sergi cardona, mika marmol, saul coco, alex suarez, munir el haddadi, kirian rodriguez, maximo perrone, javi muñoz, marvin park, sandro ramirez","giorgi mamardashvili, dimitri foulquier, cristhian mosquera, cenk ozkacar, jose luis gaya, fran perez, hugo guillamon, pepelu, javi guerra, hugo duro, selim amallah"
236,2024-02-11,Getafe,Celta,"david soria, diego rico, omar alderete, djene, juan iglesias, jordi martin, luis milla, nemanja maksimovic, mason greenwood, jaime mata, borja mayoral","vicente guaita, renato tapia, unai nuñez, carlos dominguez, javier manquillo, jailson, fran beltran, mihailo ristic, oscar mingueza, jorgen strand larsen, luca de la torre"
237,2024-02-11,Mallorca,Rayo Vallecano,"predrag rajkovic, jaume costa, matija nastasic, antonio raillo, giovanni gonzalez, nacho vidal, dani rodriguez, sergi darder, omar mascarell, antonio sanchez, vedat muriqi","stole dimitrievski, ivan balliu, abdul mumin, florian lejeune, alfonso espino, oscar valentin, pathe ciss, isi palazon, kike perez, alvaro garcia, sergio camello"
