MatchNumber,Date,HomeTeam,AwayTeam,HomeLineup,AwayLineup
159,2024-12-08,Atlético,Sevilla,"jan oblak, javi galan, clement lenglet, jose maria gimenez, marcos llorente, conor gallagher, pablo barrios, rodrigo de paul, giuliano simeone, julian alvarez, antoine griezmann","alvaro fernandez, jose angel carmona, loic bade, nemanja gudelj, kike salas, juanlu sanchez, lucien agoume, djibril sow, dodi lukebakio, isaac romero, peque fernandez"
160,2024-12-09,Getafe,Espanyol,"david soria, diego rico, omar alderete, djene, juan iglesias, coba da costa, luis milla, mauro arambarri, allan nyom, alvaro rodriguez, christantus uche","joan garcia, omar el hilali, sergi gomez, leandro cabrera, brian olivan, pol lozano, jofre carreras, alex kral, justin smith, javi puado, irvin cardona"
161,2024-12-13,Real Valladolid,Valencia,"karl hein, lucas rosa, javi sanchez, juma bah, luis perez, kike perez, stanko juric, raul moro, ivan sanchez, anuar, marcos andre","stole dimitrievski, dimitri foulquier, cesar tarrega, cristhian mosquera, jesus vazquez, fran perez, pepelu, javi guerra, luis rioja, diego lopez, hugo duro"
162,2024-12-14,Espanyol,Osasuna,"joan garcia, brian olivan, leandro cabrera, marash kumbulla, alvaro tejero, carlos romero, pol lozano, alex kral, antoniu roca, javi puado, irvin cardona","sergio herrera, jesus areso, alejandro catena, enzo boyomo, abel bretones, ruben garcia, pablo ibañez, lucas torro, aimar oroz, ante budimir, raul garcia"
163,2024-12-14,Mallorca,Girona,"domink greif, johan mojica, jose copete, martin valjent, pablo maffeo, sergi darder, omar mascarell, manu morlanes, antonio sanchez, vedat muriqi, cyle larin","paulo gazzaniga, juanpe, david lopez, daley blind, bryan gil, arnau martinez, oriol romeu, donny van de beek, miguel gutierrez, yaser asprilla, arnaut danjuma"
164,2024-12-14,Sevilla,Celta,"alvaro fernandez, kike salas, nemanja gudelj, loic bade, gabriel montiel, saul ñiguez, lucien agoume, manu bueno, dodi lukebakio, kelechi iheanacho, jesus navas","vicente guaita, javi rodriguez, carl starfelt, marcos alonso, oscar mingueza, fran beltran, ilaix moriba, hugo alvarez, iago aspas, pablo duran, williot swedberg"
165,2024-12-14,Rayo Vallecano,Real Madrid,"augusto batalla, josep chavarria, abdul mumin, florian lejeune, andrei ratiu, adrian embarba, unai lopez, pathe ciss, jorge de frutos, isi palazon, randy nteka","thibaut courtois, lucas vazquez, aurelien tchouameni, antonio rudiger, fran garcia, federico valverde, luka modric, arda guler, jude bellingham, brahim diaz, rodrygo"
166,2024-12-15,Atlético,Getafe,"jan oblak, javi galan, clement lenglet, jose maria gimenez, marcos llorente, samuel lino, pablo barrios, rodrigo de paul, giuliano simeone, julian alvarez, antoine griezmann","david soria, allan nyom, domingos duarte, omar alderete, juan iglesias, abdoulaye keita, djene, yellu santiago, luis milla, coba da costa, alvaro rodriguez"
167,2024-12-15,Alavés,Athletic,"antonio sivera, moussa diarra, santiago mouriño, abdel abqar, nahuel tenaglia, joan jordan, antonio blanco, carlos martin, jon guridi, carlos vicente, kike garcia","unai simon, oscar de marcos, dani vivian, aitor paredes, adama boiro, iñigo ruiz de galarreta, mikel jauregizar, iñaki williams, unai gomez, nico williams, alex berenguer"
168,2024-12-15,R. Sociedad,Las Palmas,"alex remiro, javi lopez, nayef aguerd, igor zubeldia, jon aramburu, martin zubimendi, sergio gomez, luka sucic, brais mendez, takefusa kubo, mikel oyarzabal","jasper cillessen, javi muñoz, juanma herzog, scott mckenna, mika marmol, dario essugo, kirian rodriguez, sandro ramirez, jose campaña, alberto moleiro, jaime mata"
169,2024-12-15,Villarreal,Real Betis,"luiz junior, sergi cardona, eric bailly, raul albiol, kiko femenia, alex baena, dani parejo, pape gueye, yeremy pino, ayoze perez, gerard moreno","francisco vieites, youssouf sabaly, marc bartra, diego llorente, romain perraud, johnny cardoso, sergi altimira, chimy avila, giovanni lo celso, abde ezzalzouli, vitor roque"
170,2024-12-15,Barcelona,Leganés,"iñaki peña, alejandro balde, iñigo martinez, eric garcia, jules kounde, pedri, marc casado, raphinha, dani olmo, lamine yamal, robert lewandowski","marko dmitrovic, adria altimira, sergio gonzalez, jorge saenz, renato tapia, javier hernandez, munir el haddadi, yvan neyou, seydouba cisse, oscar rodriguez, miguel de la fuente"
171,2024-12-20,Girona,Real Valladolid,"paulo gazzaniga, daley blind, ladislav krejci, david lopez, miguel gutierrez, ivarn martin, donny van de beek, arnau martinez,bryan gil, abel ruiz, yaser asprilla","karl hein, lucas rosa, juma bah, javi sanchez, eray comert, david torres, ivan sanchez, stanko juric, mario martin, marcos andre, anuar"
172,2024-12-21,Getafe,Mallorca,"david soria, diego rico, omar alderete, djene, juan iglesias, luis milla, mauro arambarri, coba da costa, christantus uche, allan nyom, bertug yildirim","dominik greif, pablo maffeo, martin valjent, antonio raillo, johan mojica, takuma asano, antonio sanchez, omar mascarell, sergi darder, cyle larin, dani rodriguez"
173,2024-12-21,Celta,R. Sociedad,"vicente guaita, marcos alonso, carl starfelt, javi rodriguez, oscar mingueza, ilaix moriba, fran beltran, sergio carreira, pablo duran, borja iglesias, alfon gonzalez","alex remiro, jon aramburu, igor zubeldia, jon pacheco, aihen muñoz, beñat turrientes, sergio gomez, brais mendez, luka sucic, ander barrenetxea, mikel oyarzabal"
174,2024-12-21,Osasuna,Athletic,"sergio herrera, juan cruz, jorge herrando, enzo boyomo, jesus areso, aimar oroz, lucas torro, jon moncayola, kike barja, ante budimir, ruben garcia","unai simon, andoni gorosabel, dani vivian, aitor paredes, yuri berchiche, mikel jauregizar, iñigo ruiz de galarreta, iñaki williams, oihan sancet, nico williams, gorka guruzeta"
175,2024-12-21,Barcelona,Atlético,"iñaki peña, alejandro balde, iñigo martinez, pau cubarsi, jules kounde, pedri, marc casado, fermin lopez, gavi, raphinha, robert lewandowski","jan oblak, marcos llorente, jose maria gimenez, clement lenglet, javi galan, giuliano simeone, rodrigo de paul, pablo barrios, conor gallagher, antoine griezmann, julian alvarez"
176,2024-12-22,Valencia,Alavés,"stole dimitrievski, luis rioja, yarek gasiorowski, cristhian mosquera, dimitri foulquier, javi guerra, enzo barrenechea, diego lopez, andre almeida, fran perez, hugo duro","antonio sivera, carlos vicente, adrian pica, abdel abqar, moussa diarra, manu sanchez, jon guridi, joan jordan, antonio blanco, carlos martin, kike garcia"
177,2024-12-22,Real Madrid,Sevilla,"thibaut courtois, eduardo camavinga, antonio rudiger, aurelien tchouameni, lucas vazquez, federico valverde, dani ceballos, rodrygo, jude bellingham, brahim diaz, kylian mbappe","alvaro fernandez, jose angel carmona, loic bade, nemanja gudelj, kike salas, dodi lukebakio, lucien agoume, albert sambi lokonga, stanis idumbo, juanlu sanchez, isaac romero"
178,2024-12-22,Las Palmas,Espanyol,"jasper cillessen, mika marmol, scott mckenna, alex suarez, javi muñoz, kirian rodriguez, jose campaña, dario essugo, sandro ramirez, fabio silva, marvin park","joan garcia, omar el hilali, marash kumbulla, leandro cabrera, brian olivan, pol lozano, antoniu roca, alvaro tejero, alex kral, javi puado, walid cheddira"
179,2024-12-22,Leganés,Villarreal,"marko dmitrovic, javier hernandez, matija nastasic, jorge saenz, sergio gonzalez, adria altimira, oscar rodriguez, seydouba cisse, yvan neyou, dani raba, miguel de la fuente","luiz junior, kiko femenia, raul albiol, logan costa, sergi cardona, yeremy pino, santi comesaña, pape gueye, denis suarez, alex baena, thierno barry"
180,2024-12-22,Real Betis,Rayo Vallecano,"francisco vieites, romain perraud, diego llorente, marc bartra, youssouf sabaly, sergi altimira, johnny cardoso, abde ezzalzouli, isco, giovanni lo celso, vitor roque","augusto batalla, andrei ratiu, aridane hernandez, florian lejeune, josep chavarria, pathe ciss, unai lopez, adrian embarba, isi palazon, alvaro garcia, randy nteka"
181,2024-12-03,Mallorca,Barcelona,"leo roman, johan mojica, antonio raillo, martin valjent, pablo maffeo, sergi darder, samu costa, manu morlanes, valery fernandez, antonio sanchez, vedat muriqi","iñaki peña, jules kounde, pau cubarsi, iñigo martinez, alejandro balde, pedri, marc casado, lamine yamal, dani olmo, raphinha, ferran torres"
182,2024-12-04,Athletic,Real Madrid,"julen agirrezabala, adama boiro, yeray alvarez, dani vivian, andoni gorosabel, beñat prados, mikel jauregizar, nico williams, oihan sancet, iñaki williams, alex berenguer","thibaut courtois, lucas vazquez, raul asencio, antonio rudiger, fran garcia, federico valverde, aurelien tchouameni, dani ceballos, jude bellingham, rodrygo, kylian mbappe"
183,2025-01-10,Rayo Vallecano,Celta,"dani cardenas, josep cahvarria, abdul mumin, florian lejeune, andrei ratiu, adrian embarba, pathe ciss, unai lopez, jorge de frutos, isi palazon, sergio camello","vicente guaita, oscar mingueza, carl starfelt, carlos dominguez, marcos alonso, ilaix moriba, fran beltran, alfon gonzalez, jonathan bamba, franco cervi, borja iglesias"
184,2025-01-11,Alavés,Girona,"jesus owono, manu sanchez, moussa diarra, abdel abqar, nahuel tenaglia, carlos martin, antonio blanco, joan jordan, carlos vicente, kike garcia, jon guridi","paulo gazzaniga, arnau martinez, david lopez, ladislav krejci, daley blind, bryan gil, ivan martin, yangel herrera, miguel gutierrez, donny van de beek, abel ruiz"
185,2025-01-11,Real Valladolid,Real Betis,"karl hein, lucas rosa, javi sanchez, juma bah, luis perez, mario martin, stanko juric, kike perez, raul moro, marcos andre, anuar","francisco vieites, youssouf sabaly, diego llorente, natan, ricardo rodriguez, sergi altimira, johnny cardoso, giovanni lo celso, isco, abde ezzalzouli, cedric bakambu"
186,2025-01-11,Espanyol,Leganés,"joan garcia, brian olivan, leandro cabrera, marash kumbulla, omar el hilali, pol lozano, jofre carreras, alex kral, alvaro tejero, antoniu roca, javi puado","marko dmitrovic, valentin rosier, renato tapia, sergio gonzalez, matija nastasic, juan cruz, dani raba, seydouba cisse, yvan neyou, darko brasanac, miguel de la fuente"
187,2025-01-11,Sevilla,Valencia,"orjan nyland, kike salas, nemanja gudelj, loic bade, jose angel carmona, albert sambi lokonga, lucien agoume, saul ñiguez, djibril sow, dodi lukebakio, isaac romero","giorgi mamardashvili, dimitri foulquier, cesar tarrega, cristhian mosquera, jose luis gaya, javi guerra, enzo barrenechea, luis rioja, andre almeida, diego lopez, hugo duro"
188,2025-01-12,Las Palmas,Getafe,"jasper cillessen, mika marmol, scott mckenna, alex suarez, juanma herzog, kirian rodriguez, dario essugo, alberto moleiro, javi muñoz, sandro ramirez, fabio silva","david soria, djene, domingos duarte, omar alderete, juan iglesias, carles aleña, luis milla, mauro arambarii, coba da costa, christantus uche, bertug yildirim"
189,2025-01-12,Atlético,Osasuna,"jan oblak, javi galan, clement lenglet, robin le normand, nahuel molina, conor gallagher, pablo barrios, rodrigo de paul, giuliano simeone, julian alvarez, antoine griezmann","sergio herrera, ruben peña, enzo boyomo, alejandro catena, jorge herrando, abel bretones, pablo ibañez, lucas torro, moi gomez, ruben garcia, raul garcia"
190,2025-01-13,R. Sociedad,Villarreal,"alex remiro, aihen muñoz, nayef aguerd, aritz elustondo, jon aramburu, martin zubimendi, sergio gomez, luka sucic, brais mendez, takefusa kubo, mikel oyarzabal","luiz junior, kiko femenia, juan foyth, willy kambwala, sergi cardona, denis suarez, santi comesaña, dani parejo, alex baena, pape gueye, thierno barry"
191,2025-01-17,Espanyol,Real Valladolid,"joan garcia, brian olivan, leandro cabrera, marash kumbulla, omer el hilali, javi puado, alex kral, pol lozano, antoniu roca, alejandro veliz, alvaro tejero","karl hein, luis perez, juma bah, javi sanchez, lucas rosa, kike perez, stanko juric, mario martin, anuar, marcos andre, raul moro"
192,2025-01-18,Girona,Sevilla,"paulo gazzaniga, daley blind, ladislav krejci, david lopez, arnau martinez, ivan martin, oriol romeu, bryan gil, yaser asprilla, viktor tsygankov, abel ruiz","orjan nyland, jose angel carmona, loic bade, nemanja gudelj, adria pedrosa, albert sambi lokonga, djibril sow, dodi lukebakio, saul ñiguez, ruben vargas, isaac romero"
193,2025-01-18,Leganés,Atlético,"marko dmitrovic, javier hernandez, renato tapia, matija nastasic, sergio gonzalez, valentin rosier, juan cruz, seydouba cisse, yvan neyou, dani raba, miguel de la fuente","jan oblak, nahuel molina, robin le normand, clement lenglet, javi galan, giuliano simeone, rodrigo de paul, pablo barrios, conor gallagher, antoine griezmann, julian alvarez"
194,2025-01-18,Real Betis,Alavés,"adrian, ricardo rodriguez, diego llorente, marc bartra, youssouf sabaly, johnny cardoso, pablo fornals, abde ezzalzouli, isco, jesus rodriguez, vitor roque","jesus owono, nahuel tenaglia, abdel abqar, moussa diarra, manu sanchez, antonio blanco, ander guevara, carlos vicente, jon guridi, tomas conechny, kike garcia"
195,2025-01-18,Getafe,Barcelona,"david soria, diego rico, omar alderete, domingos duarte, juan iglesias, djene, coba da costa, luis milla, mauro arambarri, carles aleña, christantus uche","iñaki peña, jules kounde, ronald araujo, pau cubarsi, alejandro balde, marc casado, pedri, lamine yamal, gavi, raphinha, robert lewandowski"
196,2025-01-19,Celta,Athletic,"vicente guaita, carlos dominguez, yoel lago, javi rodriguez, franco cervi, hugo sotelo, fran beltran, sergio carreira, williot swedberg, pablo duran, borja iglesias","unai simon, andoni gorosabel, dani vivian, yeray alvarez, adama boiro, iñaki williams, beñat prados, iñigo ruiz de galarreta, nico williams, unai gomez, alex berenguer"
197,2025-01-19,Real Madrid,Las Palmas,"thibaut courtois, fran garcia, antonio rudiger, raul asencio, lucas vazquez, federico valverde, dani ceballos, rodrygo, jude bellingham, brahim diaz, kylian mbappe","jasper cillessen, alex suarez, juanma herzog, scott mckenna, alex muñoz, sandro ramirez, javi muñoz, mika marmol, kirian rodriguez, alberto moleiro, fabio silva"
198,2025-01-19,Osasuna,Rayo Vallecano,"sergio herrera, juan cruz, alejandro catena, enzo boyomo, jesus areso, lucas torro, pablo ibañez, ruben garcia, aimar oroz, jon moncayola, ante budimir","augusto batalla, andrei ratiu, florian lejeune, abdul mumin, josep chavarria, jorge de frutos, oscar valentin, unai lopez, adrian embarba, isi palazon, sergio camello"
199,2025-01-19,Valencia,R. Sociedad,"giorgi mamardashvili, jose luis gaya, cristhian mosquera, cesar tarrega, dimitri foulquier, enzo barrenechea, javi guerra, luis rioja, andre almeida, diego lopez, hugo duro","alex remiro, igor zubeldia, nayef aguerd, jon pacheco, aritz elustondo, brais mendez, martin zubimendi, sergio gomez, javi lopez, sheraldo becker, orri stein oskarsson"
200,2025-01-20,Villarreal,Mallorca,"luiz junior, sergi cardona, logan costa, juan foyth, kiko femenia, alex baena, dani parejo, pape gueye, yeremy pino, thierno barry, gerard moreno","dominik greif, pablo maffeo, martin valjent, antonio raillo, johan mojica, dani rodriguez, omar mascarell, samu costa, sergi darder, cyle larin, vedat muriqi"
201,2025-01-24,Las Palmas,Osasuna,"jasper cillessen, mika marmol, scott mckenna, alex suarez, javi muñoz, kirian rodriguez, dario essugo, alberto moleiro, manu fuster, sandro ramirez, fabio silva","sergio herrera, jesus areso, enzo boyomo, alejandro catena, juan cruz, iker muñoz, ruben garcia, jon moncayola, aimar oroz, kike barja, ante budimir"
202,2025-01-25,Mallorca,Real Betis,"dominik greif, johan mojica, jose copete, antonio raillo, pablo maffeo, samu costa, omar mascarell, sergi darder, dani rodriguez, robert navarro, cyle larin","adrian, angel ortiz, diego llorente, natan, sergio arribas, johnny cardoso, marc roca, jesus rodriguez, isco, abde ezzalzouli, vitor roque"
203,2025-01-25,Atlético,Villarreal,"jan oblak, reinildo mandava, robin le normand, axel witsel, nahuel molina, conor gallagher, koke, pablo barrios, giuliano simeone, julian alvarez, angel correa","luiz junior, kiko femenia, willy kambwala, logan costa, sergi cardona, yeremy pino, santi comesaña, pape gueye, alex baena, gerard moreno, thierno barry"
204,2025-01-25,Sevilla,Espanyol,"orjan nyland, jose angel carmona, nemanja gudelj, loic bade, juanlu sanchez, saul ñiguez, albert sambi lokonga, djibril sow, ruben vargas, peque fernandez, dodi lukebakio","joan garcia, omar el hilali, marash kumbulla, leandro cabrera, brian olivan, jofre carreras, alex kral, pol lozano, alvaro tejero, roberto fernandez, javi puado"
205,2025-01-25,Real Valladolid,Real Madrid,"karl hein, lucas rosa, david torres, javi sanchez, luis perez, selim amallah, mario martin, anuar, mamadou sylla, marcos andre, ivan sanchez","thibaut courtois, raul asencio, aurelien tchouameni, antonio rudiger, fran garcia, dani ceballos, federico valverde, brahim diaz, jude bellingham, rodrygo, kylian mbappe"
206,2025-01-26,Rayo Vallecano,Girona,"augusto batalla, josep chavarria, abdul mumin, florian lejeune, andrei ratiu, unai lopez, pathe ciss, adrian embarba, isi palazon, jorge de frutos, sergio camello","paulo gazzaniga, arnau martinez, juanpe, david lopez, daley blind, yangel herrera, ivan martin, yaser asprilla, donny van de beek, bryan gil, arnaut danjuma"
207,2025-01-26,R. Sociedad,Getafe,"alex remiro, aihen muñoz, jon pacheco, igor zubeldia, jon aramburu, martin zubimendi, sergio gomez, jon ander olasagasti, beñat turrientes, takefusa kubo, mikel oyarzabal","david soria, juan iglesias, domingos duarte, omar alderete, diego rico, alex sola, luis milla, djene, coba da costa, christantus uche, bertug yilidrim"
208,2025-01-26,Athletic,Leganés,"unai simon, adama boiro, yeray alvarez, dani vivian, andoni gorosabel, mikel vesga, mikel jauregizar, nico williams, alex berenguer, iñaki williams, gorka guruzeta","marko dimitrovic, adria altimira, valentin rosier, sergio gonzalez, matija nastasic, juan cruz, moguel de la fuente, seydouba cisse, yvan neyou, darko brasanac, dani raba"
209,2025-01-26,Barcelona,Valencia,"wojciech szczesny, alejandro balde, pau cubarsi, eric garcia, jules kounde, frenkie de jong, marc casado, raphinha, dermin lopez, lamine yamal, ferran torres","giorgi mamardashvili, dimitri foulquier, cesar tarrega, yarek gasiorowski, jose luis gaya, diego lopez, pepelu, javi guerra, luis rioja, andre almeida, hugo duro"
210,2025-01-27,Alavés,Celta,"jesus owono, manu sanchez, moussa diarra, abdel abqar, nahuel tenaglia, carlos benavidez, ander guevara, tomas conechny, jon guridi, carlos vicente, kike garcia","vicente guaita, yoel lago, carl starfelt, marcos alonso, sergio carreira, fran beltran, ilaix moriba, mihailo ristic, franco cervi, borja iglesias, pablo duran"
211,2025-01-31,Leganés,Rayo Vallecano,"marko dmitrovic, juan cruz, matija nastasic, sergio gonzalez, valentin rosier, adria altimira, oscar doriguez, yvan neyou, seydouba cisse, dani raba, munir el haddadi","augusto batalla, andrei ratiu, florian lejeune, abdul mumin, josep chavarria, pathe ciss, unai lopez, jorge de frutos, isi palazon, alvaro garcia, randy nteka"
212,2025-02-01,Getafe,Sevilla,"david soria, diego rico, juan berrocal, domingos duarte, juan iglesias, coba da costa, mauro arambarri, djene, carles perez, christantus uche, juanmi","orjan nyland, jose angel carmona, loic bade, nemanja gudelj, adria pedrosa, saul ñiguez, albert sambi lokonga, djibril sow, dodi lukebakio, isaac romero, ruben vargas"
213,2025-02-01,Villarreal,Real Valladolid,"diego conde, sergi cardona, willy kambwala, juan foyth, kiko femenia, alex baena, santi comesaña, pape gueye, yeremy pino, ayoze perez, gerard moreno","karl hein, luis perez, javi sanchez, david torres, lucas rosa, stanko juric, anuar, chuky, selim amallah, mamadou sylla, marcos andre"
214,2025-02-01,Atlético,Mallorca,"jan oblak, reinildo mandava, clement lenglet, robin le normand, marcos llorente, samuel lino, koke, pablo barrios, giuliano simeone, julian alvarez, alexander sorloth","dominik greif, mateu morey, martin valjent, antonio raillo, jose copete, johan mojica, dani rodriguez, samu costa, sergi darder, cyle larin, vedat muriqi"
215,2025-02-01,Espanyol,Real Madrid,"joan garcia, carlos romero, leandro cabrera, marash kumbulla, omar el hilali, urko gonzalez, pol lozano, javi puado, alex kral, jofre carreras, roberto fernandez","thibaut courtois, lucas vazquez, aurelien tchouameni, antonio rudiger, fran garcia, dani ceballos, federico valverde, rodrygo, jude bellingham, vinicius junior, kylian mbappe"
216,2025-02-02,Barcelona,Alavés,"wojciech szczesny, alejandro balde, pau cubarsi, ronald araujo, jules kounde, pedri, marc casado, gavi, raphinha, robert lewandowski, lamine yamal","jesus owono, nahuel tenaglia, santiago mouriño, moussa diarra, manu sanchez, antonio blanco, ander guevara, carlos vicente, jon guridi, tomas conechny, kike garcia"
217,2025-02-02,Valencia,Celta,"giorgi mamardashvili, jose luis gaya, cristhian mosquera, cesar tarrega, dimitri foulquier, enzo barrenechea, javi guerra, luis rioja, andre almeida, diego lopez, hugo duro","vicente guaita, javi rodriguez, carl starfelt, carlos dominguez, sergio carreira, fran beltran, ilaix moriba, franco cervi, pablo duran, borja iglesias, williot swedberg"
218,2025-02-02,Osasuna,R. Sociedad,"sergio herrera, juan cruz, alejandro catena, enzo boyomo, jesus areso, aimar oroz, lucas torro, jon moncayola, kike barja, ante budimir, ruben garcia","alex remiro, jon aramburu, igor zubeldia, nayef aguerd, javi lopez, martin zubimendi, takefusa kubo, luka sucic, jon ander olasagasti, ander barrentexea, mikel oyarzabal"
219,2025-02-02,Real Betis,Athletic,"adrian, romain perraud, natan, diego llorente, angel ortiz, sergi altimira, johnny cardoso, jesus rodriguez, isco, antony, cedric bakambu","unai simon, andoni gorosabel, dani vivian, aitor paredes, iñigo lekue, iñaki williams, mikel jauregizar, mikel vesga, alex berenguer, oihan sancet, unai gomez"
220,2025-02-03,Girona,Las Palmas,"paulo gazzaniga, miguel gutierrez, ladislav krejci, juanpe, arnau martinez, ivan martin, yangel herrera, bryan gil, donny van de beek, viktor tsygankov, abel ruiz","jasper cillessen, andy pelmard, alex suarez, scott mckenna, mika marmol, enzo loiodice, javi muñoz, manu fuster, kirian rodriguez, alberto moleiro, fabio silva"
221,2025-02-07,Rayo Vallecano,Real Valladolid,"augusto batalla, josep chavarria, abdul mumin, florian lejeune, andrei ratiu, pathe ciss, unai lopez, alvaro garcia, isis palazon, jorge de frutos, sergio camello","karl hein, antonio candela, joseph aidoo, javi sanchez, david torres, tamas nikitscher, luis perez, chuky, mario martin, anuar, marcos andre"
222,2025-02-08,Celta,Real Betis,"vicente guaita, marcos alonso, carlos domingueza, javi rodriguez, hugo alvares, hugo sotelo, fran beltran, oscar mingueza, iker losada, pablo duran, alfon gonzalez","adrian, angel ortiz, diego llorente, natan, romain perraud, johnny cardoso, marc roca, antony, isco, jesus rodriguez, cedric bakambu"
223,2025-02-08,Athletic,Girona,"unai simon, adama boiro, yeray alvarez, dani vivian, oscar de marcos, beñat prados, mikel jauregizar, alex berenguer, oihan sancet, iñaki williams, gorka guruzeta","paulo gazzaniga, alejandro frances, juanpe, ladislav krejci, miguel gutierrez, yangel herrera, ivan martin, viktor tsygankov, donny van de beek, bryan gil, abel ruiz"
224,2025-02-08,Las Palmas,Villarreal,"jasper cillessen, mika marmol, scott mckenna, alex suarez, andy pelmard, stefan bajcetic, enzo loiodice, alberto moleiro, javi muñoz, sandro ramirez, oliver mcburnie","diego conde, kiko femenia, juan foyth, willy kambwala, sergi cardona, yeremy pino, santi comesaña, pape gueye, alex baena, ayoze perez, thierno barry"
225,2025-02-08,Real Madrid,Atlético,"thibaut courtois, fran garcia, raul asencio, aurelien tchouameni, lucas vazquez, dani ceballos, federico valverde, vinicius junior, jude bellingham, rodrygo, kylian mbappe","jan oblak, marcos llorente, jose maria gimenez, clement lenglet, javi galan, giuliano simeone, rodrigo de paul, pablo barrios, samuel lino, antoine griezmann, julian alvarez"
226,2025-02-09,Alavés,Getafe,"antonio sivera, manu sanchez, moussa diarra, abdel abqar, nahuel tenaglia, ander guevara, antonio blanco, carlos martin, carlos vicente, kike garcia, toni martinez","david soria, juan iglesias, domingos duarte, omar laderete, dieg rico, ramon terrats, djene, mauro arambarri, juan bernat, juanmi, christantus uche"
227,2025-02-09,Valencia,Leganés,"giorgi mamardashvili, jose luis gaya, mouctar diakhaby, cesar tarrega, cristhian mosquera, enzo barrenechea, javi guerra, andre almeida, diego lopez, luis rioja, hugo duro","marko dmitrovic, juan cruz, valentin rosier, jorge saenz, matija nastasic, borna barisic, yvan neyou, darko brasanac, renato tapia, dani raba, miguel de la fuente"
228,2025-02-09,R. Sociedad,Espanyol,"alex remiro, javi lopez, nayef aguerd, aritz elustondo, jon aramburu, pablo marin, martin zubimendi, luka sucic, sergio gomez, orri stein oskarsson, sheraldo becker","joan garcia, omar el hilali, marash kumbulla, fernando calero, leandro cabrera, javi puado, alvaro aguado, alex kral, antoniu roca, edu exposito, roberto fernandez"
229,2025-02-09,Sevilla,Barcelona,"orjan nyland, adria pedrosa, kike salas, loic bade, juanlu sanchez, djibril sow, nemanja gudelj, ruben vargas, saul ñiguez, dodi lukebakio, isaac romero","wojciech szczesny, jules kounde, ronald araujo, iñigo martinez, alejandro balde, frenkie de jong, pedri, lamine yamal, gavi, raphinha, robert lewandowski"
230,2025-02-10,Mallorca,Osasuna,"dominik greif, johan mojica, antonio raillo, martin valjent, pablo maffeo, samu costa, omar mascarell, sergi darder, dani rodriguez, robert navarro, vedat muriqi","sergio herrera, jesus areso, enzo boyomo, alejandro catena, juan cruz, lucas torro, ruben garcia, jon moncayola, aimar oroz, bryan zaragoza, ante budimir"
231,2025-02-14,Girona,Getafe,"paulo gazzaniga, daley blind, ladislav krejci, david lopez, miguel gutierrez, oriol romeu, arnau martinez, yangel herrera, bryan gil, cristhian stuani, viktor tsygankov","david soria, djene, domingos duarte, omar alderete, diego rico, juan iglesias, ramon terrats, mauro arambarri, juan bernat, christantus uche, juanmi"
232,2025-02-15,Leganés,Alavés,"marko dmitrovic, javier hernandez, matija nastasic, sergio gonzalez, valentin rosier, seydouba cisse, renato tapia, juan cruz, darko brasanac, dani raba, diego garcia","antonio sivera, nahuel tenaglia, abdel abqar, moussa diarra, manu sanchez, antonio blanco,ander guevara, carlos vicente, jon guridi, carles aleña, kike garcia"
233,2025-02-15,Osasuna,Real Madrid,"sergio herrera, juan cruz, jorge herrando, alejandro catena, jesus areso, lucas torro, bryan zaragoza, aimar oroz, jon moncayola, ruben garcia, ante budimir","thibaut courtois, federico valverde, aurelien tchouameni, raul aencio, fran garcia, brahim diaz, luka modric, eduardo camavinga, jude bellingham, kylian mbappe, vinicius junior"
234,2025-02-15,Atlético,Celta,"jan oblak, javi galan, robin le normand, jose maria gimenez, marcos llorente, samuel lino, pablo barrios, rodrigo de paul, giuliano simeone, julian alvarez, antoine griezmann","vicente guaita, javi rodriguez, carl starfelt, carlos dominguez, sergio carreira, fran beltran, hugo sotelo, marcos alonso, fer lopez, pablo duran, williot swedberg"
235,2025-02-15,Villarreal,Valencia,"diego conde, sergi cardona, logan costa, juan foyth, pau navarro, alex baena, dani parejo, pape gueye, yeremy pino, ayoze perez, nicolas pepe","giorgi mamardashvili, luis rioja, dimitri foulquier, cesar tarrega, cristhian mosquera, jose luis gaya, diego lopez, javi guerra, pepelu, andre almeida, hugo duro"
236,2025-02-16,Espanyol,Athletic,"joan garcia, carlos romero, leandro cabrera, marash kumbulla, omar el hilali, urko gonzalez, pol lozano, javi puado, alex kral, jofre carreras, roberto fernandez","unai simon, andoni gorosabel, dani vivian, yeray alvarez, yuri berchiche, mikel jauregizar, beñat prados, iñaki williams, oihan sancet, alex berenguer, maroan sannadi"
237,2025-02-16,Real Valladolid,Sevilla,"karl hein, antonio candela, david torres, joseph aidoo, luis perez, tamas nikitscher, adam aznou, mario martin, florian grillitsch, anuar, juanmi latasa","orjan nyland, jose angel carmona, nemanja gudelj, kike salas, adria pedrosa, juanlu sanchez, lucien agoume, djibril sow, dodi lukebakio, isaac romero, ruben vargas"
238,2025-02-16,Mallorca,Las Palmas,"domink greif, johan mojica, antonio raillo, martin valjent, pablo maffeo, sergi darder, omar mascarell, robert navarro, dani rodriguez, takuma asano, vedat muriqi","jasper cillessen, viti rozada, alex suarez, scott mckenna, mika marmol, enzo loiodice, stefan bajctetic, manu fuster, javi muñoz, alberto moleiro, oliver mcburnie"
