MatchNumber,Date,HomeTeam,AwayTeam,HomeLineup,AwayLineup
158,2023-01-08,Rayo Vallecano,Real Betis,"stole dimitrievski, fran garcia, alejandro catena, florian lejeune, ivan balliu, alvaro garcia, unai lopez, oscar valentin, isi palazon, oscar trejo, sergio camello","rui silva, aitor ruibal, german pezzella, edgar gonzalez, alex moreno, william carvalho, andres guardado, luiz henrique, nabil fekir, sergio canales, borja iglesias"
159,2023-01-08,Sevilla,Getafe,"yassine bounou, nemanja gudelj, fernando, tanguy nianzou, joan jordan, marcos acuña, ivan rakitic, oliver torres, jesus navas, youssef en-nesyri, erik lamela","david soria, damian suarez, djene, domingos duarte, omar alderete, juan iglesias, carles aleña, angel algobia, luis milla, enes unal, borja mayoral"
160,2023-01-08,Atlético,Barcelona,"jan oblak, reinildo mandava, jose maria gimenez, stefan savic, nahuel molina, yannick carrasco, pablo barrios, koke, marcos llorente, joao felix, antoine griezmann","marc-andre ter stegen, jules kounde, ronald araujo, andreas christensen, alejandro balde, gavi, sergio busquets, frenkie de jong, ousmane dembele, ansu fati, pedri"
161,2023-01-09,Athletic,Osasuna,"unai simon, yuri berchiche, yeray alvarez, dani vivian, oscar de marcos, oier zarraga, mikel vesga, nico williams, oihan sancet, iñaki williams, gorka guruzeta","aitor fernandez, diego moreno, aridane hernandez, david garcia, juan cruz, darko brasanac, lucas torro, moi gomez, jon moncayola, ante budimir, abde ezzalzouli"
162,2023-01-13,Celta,Villarreal,"agustin marchesin, unai nuñez, joseph aidoo, oscar mingueza, javi galan, oscar rodriguez, fran beltran, hugo mallo, franco cervi, gabri veiga, iago aspas","pepe reina, juan foyth, aissa mandi, pau torres, johan mojica, dani parejo, samu chukwueze, manu trigueros, francis coquelin, jose luis morales, gerard moreno"
163,2023-01-14,Real Valladolid,Rayo Vallecano,"jordi masip, lucas rosa, javi sanchez, joaquin fernandez, ivan fresneda, kike perez, monchu, ivan sanchez, kenedy, sergi guardiola, gonzalo plata","stole dimitrievski, ivan balliu, florian lejeune, alejandro catena, fran garcia, santi comesaña, oscar valentin, isi palazon, unai lopez, alvaro garcia, sergio camello"
164,2023-01-14,Girona,Sevilla,"paulo gazzaniga, miguel gutierrez, david lopez, santiago bueno, arnau martinez, rodrigo riquelme, aleix garcia, oriol romeu, toni villa, christian stuani, ivan martin","yassine bounou, jesus navas, tanguy nianzou, fernando, loic bade, marcos acuña, joan jordan, nemanja gudelj, ivan rakitic, oliver torres, rafa mir"
165,2023-01-14,Osasuna,Mallorca,"aitor fernandez, manu sanchez, david garcia, aridane hernandez, diego moreno, moi gomez, lucas torro, aimar oroz, abde ezzalzouli, ante budimir, chimy avila","predrag rajkovic, pablo maffeo, martin valjent, antonio raillo, jose copete, jaume costa, dani rodriguez, iddrisu baba, clement grenier, kang-in lee, vedat muriqi"
166,2023-01-14,R. Sociedad,Athletic,"alex remiro, diego rico, robin le normand, igor zubeldia, aritz elustondo, martin zubimendi, mikel merino, david silva, brais mendez, alexander sorloth, takefusa kubo","unai simon, oscar de marcos, dani vivian, yeray alvarez, yuri berchiche, dani garcia, mikel vesga, iñaki williams, oihan sancet, nico williams, gorka guruzeta"
167,2023-01-15,Getafe,Espanyol,"david soria, portu, omar alderete, domingos duarte, djene, damian suarez, angel algobia, luis milla, carles aleña, enes unal, borja mayoral","alvaro fernandez, fernando calero, cesar montes, leandro cabrera, aleix vidal, vini souza, sergi darder, oscar gil, martin braithwaite, javi puado, joselu"
168,2023-01-15,Almería,Atlético,"fernando martinez, sergio akieme, chumi, rodrigo ely, alejandro pozo, gonzalo melero, samu costa, lucas robertone, adrian embarba, el bilal toure, leo baptistao","jan oblak, nahuel molina, axel witsel, mario hermoso, reinildo mandava, geoffrey kondogbia, marcos llorente, koke, antoine griezmann, thomas lemar, angel correa"
169,2023-01-16,Cádiz,Elche,"conan ledesma, alfonso espino, fali, luis hernandez, iza carcelen, brian ocampo, fede san emeterio, ruben alcaraz, ruben sobrino, alex fernandez, choco lozano","edgar badia, helibelton palacios, enzo roco, diego gonzalez, jose angel carmona, omar mascarell, gerard gumbau, carlos clerc, pere milla, lucas boye, roger marti"
170,2023-02-01,Real Betis,Barcelona,"rui silva, abner, luiz felipe, german pezzella, aitor ruibal, william carvalho, guido rodriguez, sergio canales, nabil fekir, luiz henrique, borja iglesias","marc-andre ter stegen, jules kounde, ronald araujo, andreas christensen, alejandro balde, frenkie de jong, sergio busquets, pedri, raphinha, robert lewandowski, gavi"
171,2023-02-02,Real Madrid,Valencia,"thibaut courtois, eduardo camavinga, antonio rudiger, eder militao, nacho fernandez, dani ceballos, toni kroos, luka modric, vinicius junior, karim benzema, marco asensio","giorgi mamardashvili, dimitri foulquier, gabriel paulista, mouctar diakhaby, jose luis gaya, yunus musah, hugo guillamon, andre almeida, samu castillejo, edinson cavani, samuel lino"
172,2023-01-20,Mallorca,Celta,"predrag rajkovic, jaume costa, matija nastasic, antonio raillo, martin valjent, pablo maffeo, amath ndiaye, iñigo ruiz de galarreta, iddrisu baba, dani rodriguez, vedat muriqi","agustin marchesin, hugo mallo, oscar mingueza, joseph aidoo, unai nuñez, franco cervi, gabri veiga, fran beltran, luca de la torrea, jorgen strand larsen, iago aspas"
173,2023-01-21,Rayo Vallecano,R. Sociedad,"stole dimitrievski, fran garcia, alejandro catena, florian lejeune, ivan balliu, pathe ciss, unai lopez, alvaro garcia, oscar trejo, isi palazon, sergio camello","alex remiro, aritz elustondo, igor zubeldia, robin le normand, diego rico, brais mendez, illarramendi, pablo marin, david silva, alexander sorloth, ander barrenetxea"
174,2023-01-21,Espanyol,Real Betis,"alvaro fernandez, brian olivan, leandro cabrera, cesar montes, oscar gil, javi puado, sergi darder, vini souza, aleix vidal, martin braithwaite, joselu","claudio bravo, aitor ruibal, german pezzella, edgar gonzalez, abner, guido rodriguez, william carvalho, luiz henrique, sergio canales, andres guardado, borja iglesias"
175,2023-01-21,Atlético,Real Valladolid,"jan oblak, reinildo mandava, mario hermoso, axel witsel, nahuel molina, koke, antoine griezmann, thomas lemar, marcos llorente, angel correa, alvaro morata","jordi masip, luis perez, javi sanchez, jawad el yamiq, david torres, lucas olaza, kike perez, alvaro aguado, oscar plano, shon weissman, sergio leon"
176,2023-01-21,Sevilla,Cádiz,"yassine bounou, karim rekik, nemanja gudelj, loic bade, erik lamela, joan jordan, fernando, jesus navas, ivan rakitic, oliver torres, youssef en-nesyri","conan ledesma, iza carcelen, luis hernandez, momo mbaye, alfonso espino, theo bongonda, ruben alcaraz, alex fernandez, brian ocampo, ruben sobrino, choco lozano"
177,2023-01-22,Villarreal,Girona,"pepe reina, johan mojica, pau torres, jorge cuenca, aissa mandi, alex baena, dani parejo, etienne capoue, yeremy pino, gerard moreno, samu chukwueze","paulo gazzaniga, arnau martinez, santiago bueno, bernardo espinosa, miguel gutierrez, oriol romeu, aleix garcia, toni villa, ivan martin, rodrigo riquelme, christian stuani"
178,2023-01-22,Elche,Osasuna,"edgar badia, pedro bigas, enzo roco, helibelton palacios, lautaro blanco, gerard gumbau, omar mascarell, jose angel carmona, fidel, lucas boye, pere milla","aitor fernandez, diego moreno, aridane hernandez, david garcia, manu sanchez, moi gomez, pablo ibañez, darko brasanac, chimy avila, ante budimir, kike barja"
179,2023-01-22,Barcelona,Getafe,"marc-andre ter stegen, alejandro balde, andreas christensen, jules kounde, sergi roberto, gavi, sergio busquets, pedri, raphinha, ansu fati, ousmane dembele","david soria, damian suarez, djene, domingos duarte, omar alderete, juan iglesias, borja mayoral, angel algobia, luis milla, carles aleña, enes unal"
180,2023-01-22,Athletic,Real Madrid,"unai simon, yuri berchiche, aitor paredes, dani vivian, oscar de marcos, mikel vesga, oier zarraga, alex berenguer, oihan sancet, nico williams, iñaki williams","thibaut courtois, nacho fernandez, eder militao, antonio rudiger, ferland mendy, federico valverde, eduardo camavinga, dani ceballos, marco asensio, karim benzema, vinicius junior"
181,2023-01-23,Valencia,Almería,"giorgi mamardashvili, jose luis gaya, cenk ozkaçar, gabriel paulista, dimitri foulquier, justin kluivert, andre almeida, yunus musah, toni lato, edinson cavani, samuel lino","fernando martinez, houboulang mendes, chumi, rodrigo ely, sergio akieme, lucas robertone, samu costa, gonzalo melero, leo baptistao, el bilal toure, largie ramazani"
182,2023-01-27,Almería,Espanyol,"fernando martinez, sergio akieme, stefan babic, rodrigo ely, alejandro pozo, gonzalo melero, cesar de la hoz, lucas robertone, adrian embarba, luis suarez, leo baptistao","alvaro fernandez, oscar gil, cesar montes, leandro cabrera, brian olivan, vini souza, aleix vidal, sergi darder, javi puado, martin braithwaite, joselu"
183,2023-01-28,Cádiz,Mallorca,"conan ledesma, alfonso espino, momo mbaye, luis hernandez, iza carcelen, brian ocampo, alex fernandez, ruben alcaraz, theo bongonda, alvaro negredo, choco lozano","predrag rajkovic, pablo maffeo, martin valjent, antonio raillo, jose copete, jaume costa, dani rodriguez, iñigo ruiz de galarreta, clement grenier, kang-in lee, vedat muriqi"
184,2023-01-28,Girona,Barcelona,"paulo gazzaniga, miguel gutierrez, juanpe, bernardo espinosa, arnau martinez, rodrigo riquelme, aleix garcia, oriol romeu, yan couto, taty castellanos, yangel herrera","marc-andre ter stegen, jules kounde, ronald araujo, eric garcia, marcos alonso, gavi, sergio busquets, frenkie de jong, raphinha, ansu fati, ousmane dembele"
185,2023-01-28,Sevilla,Elche,"yassine bounou, marcos acuña, karim rekik, loic bade, jesus navas, ivan rakitic, fernando, oliver torres, lucas ocampos, youssef en-nesyri, suso","edgar badia, diego gonzalez, enzo roco, pedro bigas, helibelton palacios, omar mascarell, gerard gumbau, lautaro blanco, fidel, pere milla, lucas boye"
186,2023-01-28,Getafe,Real Betis,"david soria, juan iglesias, omar alderete, domingos duarte, djene, damian suarez, carles aleña, luis milla, angel algobia, borja mayoral, enes unal","rui silva, youssouf sabaly, german pezzella, luiz felipe, juan miranda, guido rodriguez, william carvalho, sergio canales, rodri sanchez, luiz henrique, borja iglesias"
187,2023-01-29,Real Valladolid,Valencia,"jordi masip, lucas olaza, javi sanchez, joaquin fernandez, lucas rosa, alvaro aguado, roque mesa, kike perez, darwin machis, sergio leon, oscar plano","giorgi mamardashvili, cristhian mosquera, eray comert, cenk ozkaçar, jose luis gaya, andre almeida, yunus musah, toni lato, samu castillejo, edinson cavani, samuel lino"
188,2023-01-29,Osasuna,Atlético,"aitor fernandez, manu sanchez, david garcia, aridane hernandez, diego moreno, moi gomez, lucas torro, pablo ibañez, abde ezzalzouli, chimy avila, ruben garcia","jan oblak, nahuel molina, jose maria gimenez, mario hermoso, reinildo mandava, rodrigo de paul, koke, pablo barrios, thomas lemar, antoine griezmann, angel correa"
189,2023-01-29,Celta,Athletic,"agustin marchesin, javi galan, unai nuñez, joseph aidoo, oscar mingueza, luca de la torre, oscar rodriguez, renato tapia, carles perez, iago aspas, gabri veiga","unai simon, iñigo lekue, yeray alvarez, dani vivian, yuri berchiche, ander herrera, dani garcia, nico williams, iker muniain, alex berenguer, gorka guruzeta"
190,2023-01-29,Real Madrid,R. Sociedad,"thibaut courtois, eduardo camavinga, antonio rudiger, eder militao, nacho fernandez, dani ceballos, toni kroos, federico valverde, vinicius junior, karim benzema, rodrygo","alex remiro, aritz elustondo, igor zubeldia, robin le normand, aihen muñoz, brais mendez, martin zubimendi, illarramendi, mikel oyarzabal, alexander sorloth, takefusa kubo"
191,2023-01-30,Villarreal,Rayo Vallecano,"filip jorgensen, alberto moreno, jorge cuenca, raul albiol, juan foyth, dani parejo, yeremy pino, alex baena, etienne capoue, samu chukwueze, gerard moreno","stole dimitrievski, ivan balliu, florian lejeune, alejandro catena, fran garcia, santi comesaña, pathe ciss, isi palazon, oscar trejo, andres martin, sergio camello"
192,2023-02-03,Athletic,Cádiz,"unai simon, yuri berchiche, yeray alvarez, dani vivian, oscar de marcos, mikel vesga, alex berenguer, iker muniain, oihan sancet, nico williams, raul garcia","conan ledesma, iza carcelen, luis hernandez, momo mbaye, alfonso espino, fali, theo bongonda, gonzalo escalante, alex fernandez, brian ocampo, roger marti"
193,2023-02-04,Espanyol,Osasuna,"alvaro fernandez, brian olivan, leandro cabrera, cesar montes, ronale pierre-gabriel, nicolas melamed, sergi darder, fernando calero, aleix vidal, javi puado, martin braithwaite","aitor fernandez, diego moreno, unai garcia, david garcia, juan cruz, lucas torro, chimy avila, jon moncayola, moi gomez, abde ezzalzouli, ante budimir"
194,2023-02-04,Elche,Villarreal,"edgar badia, lisandro magallan, enzo roco, helibelton palacios, carlos clerc, gerard gumbau, omar mascarell, jose angel carmona, pere milla, lucas boye, ezequiel ponce","pepe reina, juan foyth, raul albiol, jorge cuenca, johan mojica, etienne capoue, dani parejo, alex baena, samu chukwueze, gerard moreno, yeremy pino"
195,2023-02-04,Atlético,Getafe,"jan oblak, reinildo mandava, mario hermoso, stefan savic, nahuel molina, thomas lemar, koke, rodrigo de paul, angel correa, alvaro morata, antoine griezmann","david soria, portu, djene, domingos duarte, omar alderete, gaston alvarez, luis milla, mauro arambarri, carles aleña, borja mayoral, enes unal"
196,2023-02-04,Real Betis,Celta,"rui silva, juan miranda, luiz felipe, german pezzella, youssouf sabaly, andres guardado, guido rodriguez, juanmi, nabil fekir, sergio canales, borja iglesias","ivan villar, oscar mingueza, joseph aidoo, unai nuñez, javi galan, carles perez, gabri veiga, fran beltrán, luca de la torre, iago aspas, jorgen strand larsen"
197,2023-02-05,Mallorca,Real Madrid,"predrag rajkovic, jaume costa, matija nastasic, antonio raillo, giovanni gonzalez, pablo maffeo, kang-in lee, iñigo ruiz de galarreta, iddrisu baba, dani rodriguez, vedat muriqi","andriy lunin, daniel carvajal, antonio rudiger, nacho fernandez, eduardo camavinga, federico valverde, aurelien tchouameni, dani ceballos, marco asensio, rodrygo, vinicius junior"
198,2023-02-05,Girona,Valencia,"paulo gazzaniga, miguel gutierrez, bernardo espinosa, santiago bueno, valery fernandez, toni villa, oriol romeu, aleix garcia, ivan martin, taty castellanos, borja garcia","giorgi mamardashvili, dimitri foulquier, eray comert, cenz okzaçar, jose luis gaya, hugo guillamon, samuel lino, yunus musah, andre almeida, toni lato, edinson cavani"
199,2023-02-05,R. Sociedad,Real Valladolid,"alex remiro, diego rico, robin le normand, igor zubeldia, ander barrenetxea, illarramendi, martin zubimendi, pablo marin, robert navarro, takefusa kubo, alexander sorloth","jordi masip, luis perez, martin hongla, javi sanchez, lucas olaza, monchu, kike perez, gonzalo plata, oscar plano, darwin machis, sergio leon"
200,2023-02-05,Barcelona,Sevilla,"marc-andre ter stegen, jordi alba, andreas christensen, ronald araujo, jules kounde, frenkie de jong, sergio busquets, pedri, gavi, robert lewandowski, raphinha","yassine bounou, gonzalo montiel, loic bade, nemanja gudelj, karim rekik, marcos acuña, oliver torres, pape gueye, joan jordan, ivan rakitic, youssef en-nesyri"
201,2023-02-06,Rayo Vallecano,Almería,"stole dimitrievski, fran garcia, alejandro catena, florian lejeune, ivan balliu, santi comesaña, oscar valentin, andres martin, oscar trejo, isi palazon, sergio camello","fernando martinez, alejandro pozo, rodrigo ely, stefan babic, sergio akieme, lucas robertone, samu costa, gonzalo melero, leo baptistao, luis suarez, adrian embarba"
202,2023-02-10,Cádiz,Girona,"conan ledesma, alfonso espino, fali, luis hernandez, iza carcelen, brian ocampo, ruben alcaraz, gonzalo escalante, theo bongonda, roger marti, sergi guardiola","paulo gazzaniga, arnau martinez, santiago bueno, bernardo espinosa, miguel gutierrez, ivan martin, aleix garcia, oriol romeu, toni villa, borja garcia, taty castellanos"
203,2023-02-11,Almería,Real Betis,"fernando martinez, sergio akieme, stefan babic, rodrigo ely, alejandro pozo, samu costa, iñigo eguaras, francisco portillo, gonzalo melero, adrian embarba, luis suarez","rui silva, youssouf sabaly, german pezzella, edgar gonzalez, abner, guido rodriguez, andres guardado, sergio canales, rodri sanchez, juanmi, borja iglesias"
204,2023-02-11,Sevilla,Mallorca,"yassine bounou, nemanja gudelj, loic bade, tanguy nianzou, bryan gil, pape gueye, fernando, jesus navas, oliver torres, suso, youssef en-nesyri","predrag rajkovic, pablo maffeo, martin valjent, antonio raillo, matija nastasic, ludwig augustinsson, dani rodriguez, iñigo ruiz de galarreta, iddrisu baba, kang-in lee, vedat muriqi"
205,2023-02-11,Valencia,Athletic,"giorgi mamardashvili, jose luis gaya, mouctar diakhaby, eray comert, dimitri foulquier, ilaix moriba, andre almeida, yunus musah, samuel lino, edinson cavani, samu castillejo","unai simon, oscar de marcos, dani vivian, yeray alvarez, iñigo lekue, oihan sancet, mikel vesga, nico williams, iker muniain, alex berenguer, raul garcia"
206,2023-02-12,Getafe,Rayo Vallecano,"david soria, gaston alvarez, omar alderete, domingos duarte, portu, carles aleña, luis milla, mauro arambarri, gonzalo villar, borja mayoral, enes unal","stole dimitrievski, ivan balliu, florian lejeune, alejandro catena, fran garcia, oscar valentin, santi comesaña, isi palazon, oscar trejo, alvaro garcia, sergio camello"
207,2023-02-12,Celta,Atlético,"ivan villar, javi galan, renato tapia, joseph aidoo, oscar mingueza, luca de la torre, fran beltran, gabri veiga, carles perez, jorgen strand larsen, iago aspas","jan oblak, nahuel molina, stefan savic, mario hermoso, reinildo mandava, rodrigo de paul, koke, pablo barrios, marcos llorente, alvaro morata, antoine griezmann"
208,2023-02-12,Real Valladolid,Osasuna,"jordi masip, lucas olaza, javi sanchez, martin hongla, luis perez, kike perez, monchu, darwin machis, oscar plano, gonzalo plata, sergio leon","aitor fernandez, jon moncayola, aridane hernandez, juan cruz, manu sanchez, pablo ibañez, lucas torro, moi gomez, chimy avila, ante budimir, kike barja"
209,2023-02-12,Villarreal,Barcelona,"pepe reina, alberto moreno, pau torres, raul albiol, juan foyth, alex baena, dani parejo, etienne capoue, francis coquelin, yeremy pino, jose luis morales","marc-andre ter stegen, jules kounde, ronald araujo, andreas christensen, alejandro balde, pedri, frankie de jong, franck kessie, raphinha, robert lewandowski, gavi"
210,2023-02-13,Espanyol,R. Sociedad,"alvaro fernandez, brian olivan, leandro cabrera, fernando calero, oscar gil, nicolas melamed, vini souza, sergi darder, aleix vidal, martin braithwaite, javi puado","alex remiro, ander barrenetxea, igor zubeldia, robin le normand, diego rico, martin zubimendi, takefusa kubo, brais mendez, illarramendi, mikel oyarzabal, alexander sorloth"
211,2023-02-15,Real Madrid,Elche,"andriy lunin, david alaba, nacho fernandez, eder militao, daniel carvajal, dani ceballos, eduardo camavinga, federico valverde, rodrygo, karim benzema, marco asensio","edgar badia, diego gonzalez, enzo roco, lisando magallan, jose angel carmona, raul guti, gerard gumbau, fidel, carlos clerc, randy nteka, ezequiel ponce"
212,2023-02-17,Girona,Almería,"paulo gazzaniga, javier hernandez, juanpe, santiago bueno, arnau martinez, rodrigo riquelme, aleix garcia, oriol romeu, viktor tsygankov, taty castellanos, borja garcia","fernando martinez, houboulang mendes, rodrigo ely, stefan babic, sergio akieme, lucas robertone, cesar de la hoz, samu costa, leo baptistao, luis suarez, adrian embarba"
213,2023-02-18,R. Sociedad,Celta,"alex remiro, diego rico, robin le normand, igor zubeldia, ander barrenetxea, martin zubimendi, illarramendi, brais mendez, takefusa kubo, mikel oyarzabal, alexander sorloth","ivan villar, oscar mingueza, joseph aidoo, unai nuñez, javi galan, carles perez, gabri veiga, fran beltran, luca de la torre, iago aspas, jorgen strand larsen"
214,2023-02-18,Real Betis,Real Valladolid,"claudio bravo, abner, victor ruiz, luiz felipe, youssouf sabaly, william carvalho, guido rodriguez, juanmi, nabil fekir, sergio canales, ayoze perez","jordi masip, luis perez, martin hongla, javi sanchez, lucas olaza, monchu, kike perez, gonzalo plata, oscar plano, darwin machis, cyle larin"
215,2023-02-18,Mallorca,Villarreal,"predrag rajkovic, jaume costa, jose copete, antonio raillo, giovanni gonzalez, pablo maffeo, kang-in lee, iñigo ruiz de galarreta, dani rodriguez, tino kadewere, vedat muriqi","pepe reina, juan foyth, raul albiol, pau torres, johan mojica, dani parejo, samu chukwueze, etienne capoue, manu trigueros, yeremy pino, jose luis morales"
216,2023-02-18,Osasuna,Real Madrid,"sergio herrera, manu sanchez, david garcia, unai garcia, jon moncayola, lucas torro, moi gomez, abde ezzalzouli, darko brasanac, ruben garcia, ante budimir","thibaut courtois, nacho fernandez, eder militao, antonio rudiger, david alaba, luka modric, eduardo camavinga, dani ceballos, federico valverde, rodrygo, vinicius junior"
217,2023-02-19,Elche,Espanyol,"edgar badia, lisando magallan, enzo roco, helibelton palacios, carlos clerc, gerard gumbau, omar mascarell, jose angel carmona, fidel, lucas boye, ezequiel ponce","fernando pacheco, sergi gomez, jose gragera, brian olivan, ruben sanchez, sergi darder, vini souza, denis suarez, oscar gil, martin braithwaite, javi puado"
218,2023-02-19,Rayo Vallecano,Sevilla,"stole dimitrievski, fran garcia, alejandro catena, florian lejeune, ivan balliu, oscar valentin, alvaro garcia, oscar trejo, santi comesaña, isi palazon, sergio camello","yassine bounou, gonzalo montiel, tanguy nianzou, fernando, alex telles, marcos acuña, suso, pape gueye, oliver torres, lucas ocampos, rafa mir"
219,2023-02-19,Atlético,Athletic,"jan oblak, reinildo mandava, mario hermoso, jose maria gimenez, nahuel molina, yannick carrasco, koke, rodrigo de paul, marcos llorente, antoine griezmann, angel correa","julen agirrezabala, oscar de marcos, dani vivian, yeray alvarez, yuri berchiche, dani garcia, mikel vesga, nico williams, oihan sancet, iker muniain, iñaki williams"
220,2023-02-19,Barcelona,Cádiz,"marc-andre ter stegen, alejandro balde, eric garcia, andreas christensen, jules kounde, sergi roberto, frenkie de jong, gavi, ansu fati, robert lewandowski, ferran torres","conan ledesma, iza carcelen, luis hernandez, fali, santiago arzamendia, gonzalo escalante, ruben alcaraz, theo bongonda, alex fernandez, brian ocampo, roger marti"
221,2023-02-20,Getafe,Valencia,"david soria, gaston alvarez, omar alderete, domingos duarte, djene, munir el haddadi, mauro arambarri, gonzalo villar, portu, enes unal, borja mayoral","giorgi mamardashvili, dimitri foulquier, gabriel paulista, mouctar diakhaby, jose luis gaya, ilaix moriba, andre almeida, yunus musah, justin kluivert, hugo duro, samuel lino"
222,2023-02-24,Elche,Real Betis,"edgar badia, lisandro magallan, enzo roco, helibelton palacios, carlos clerc, gerard gumbau, omar mascarell, tete morente, fidel, ezequiel ponce, lucas boye","claudio bravo, aitor ruibal, german pezzella, luiz felipe, abner, william carvalho, andres guardado, luiz henrique, nabil fekir, juanmi, ayoze perez"
223,2023-02-25,Espanyol,Mallorca,"fernando pacheco, brian olivan, sergi gomez, cesar montes, oscar gil, denis suarez, vini souza, sergi darder, javi puado, martin braithwaite, aleix vidal","predrag rajkovic, pablo maffeo, martin valjent, antonio raillo, matija nastasic, jaume costa, dani rodriguez, iñigo ruiz de galarreta, kang-in lee, tino kadewere, vedat muriqi"
224,2023-02-25,Cádiz,Rayo Vallecano,"conan ledesma, alfonso espino, fali, luis hernandez, iza carcelen, ruben sobrino, ruben alcaraz, gonzalo escalante, theo bongonda, roger marti, sergi guardiola","stole dimitrievski, ivan balliu, florian lejeune, alejandro catena, fran garcia, isi palazon, oscar valentin, santi comesaña, alvaro garcia, sergio camello, raul de tomas"
225,2023-02-25,Real Madrid,Atlético,"thibaut courtois, nacho fernandez, antonio rudiger, eder militao, daniel carvajal, dani ceballos, toni kroos, federico valverde, vinicius junior, karim benzema, marco asensio","jan oblak, nahuel molina, stefan savic, mario hermoso, reinildo mandava, marcos llorente, pablo barrios, koke, saul ñiguez, antoine griezmann, yannick carrasco"
226,2023-02-25,Valencia,R. Sociedad,"giorgi mamardashvili, toni lato, mouctar diakhaby, gabriel paulista, dimitri foulquier, andre almeida, hugo guillamon, yunus musah, samuel lino, hugo duro, samu castillejo","alex remiro, ander barrenetxea, igor zubeldia, robin le normand, diego rico, martin zubimendi, takefusa kubo, brais mendez, mikel merino, mikel oyarzabal, alexander sorloth"
227,2023-02-26,Athletic,Girona,"unai simon, yuri berchiche, alex paredes, yeray alvarez, oscar de marcos, oihan sancet, mikel vesga, alex berenguer, iker muniain, iñaki williams, gorka guruzeta","paulo gazzaniga, arnau martinez, santiago bueno, juanpe, javier hernandez, oriol romeu, viktor tsygankov, aleix garcia, borja garcia, rodrigo riquelme, taty castellanos"
228,2023-02-26,Celta,Real Valladolid,"ivan villar, javi galan, unai nuñez, joseph aidoo, hugo mallo, luca de la torre, fran beltran, gabri veiga, carles perez, iago aspas, haris seferovic","sergio asenjo, luis perez, jawad el yamiq, javi sanchez, lucas olaza, monchu, kike perez, gonzalo plata, oscar plano, ivan sanchez, cyle larin"
229,2023-02-26,Almería,Barcelona,"fernando martinez, sergio akieme, stefan babic, rodrigo ely, chumi, lucas robertone, iñigo eguaras, cesar de la hoz, leo baptistao, el bilal toure, luis suarez","marc-andre ter stegen, sergi roberto, andreas christensen, eric garcia, jordi alba, franck kessie, sergio busquets, frenkie de jong, ferran torres, robert lewandowski, gavi"
230,2023-02-26,Sevilla,Osasuna,"yassine bounou, nemanja gudelj, fernando, tanguy nianzou, bryan gil, pape gueye, ivan rakitic, jesus navas, oliver torres, erik lamela, youssef en-nesyri","aitor fernandez, diego moreno, aridane hernandez, david garcia, juan cruz, aimar oroz, pablo ibañez, darko brasanac, jon moncayola, kike garcia, kike barja"
231,2023-02-27,Villarreal,Getafe,"pepe reina, alberto moreno, pau torres, raul albiol, juan foyth, dani parejo, yeremy pino, etienne capoue, ramon terrats, samu chukwueze, jose luis morales","david soria, djene, domingos duarte, omar alderete, gaston alvarez, luis milla, mauro arambarri, portu, nemanja maksimovic, borja mayoral, enes unal"
232,2023-03-03,R. Sociedad,Cádiz,"alex remiro, diego rico, robin le normand, igor zubeldia, andoni gorosabel, martin zubimendi, takefusa kubo, mikel merino, brais mendez, mikel oyarzabal, carlos fernandez","conan ledesma, iza carcelen, luis hernandez, fali, alfonso espino, fede san emeterio, gonzalo escalante, theo bongonda, alex fernandez, ruben sobrino, roger marti"
233,2023-03-04,Getafe,Girona,"david soria, portu, omar alderete, domingos duarte, djene, denis suarez, munir el haddadi, angel algobia, nemanja maksimovic, enes unal, borja mayoral","paulo gazzaniga, arnau martinez, santiago bueno, juanpe, javier hernandez, oriol romeu, viktor tsygankov, aleix garcia, borja garcia, rodrigo riquelme, taty castellanos"
234,2023-03-04,Almería,Villarreal,"fernando martinez, sergio akieme, stefan babic, rodrigo ely, chumi, adrian embarba, lucas robertone, cesar de la hoz, leo baptistao, el bilal toure, luis suarez","pepe reina, juan foyth, raul albiol, pau torres, alberto moreno, ramon terrats, dani parejo, alex baena, samu chukwueze, jose luis morales, yeremy pino"
235,2023-03-04,Mallorca,Elche,"predrag rajkovic, jaume costa, jose copete, antonio raillo, martin valjent, pablo maffeo, kang-in lee, iñigo ruiz de galarreta, dani rodriguez, vedat muriqi, tino kadewere","edgar badia, helibelton palacios, gonzalo verdu, pedro bigas, omar mascarell, jose angel carmona, fidel, gerard gumbau, carlos clerc, randy nteka, lucas boye"
236,2023-03-04,Atlético,Sevilla,"jan oblak, yannick carrasco, mario hermoso, jose maria gimenez, stefan savic, marcos llorente, thomas lemar, axel witsel, koke, memphis depay, antoine griezmann","yassine bounou, gonzalo montiel, tanguy nianzou, nemanja gudelj, marcos acuña, ivan rakitic, joan jordan, pape gueye, suso, youssef en-nesyri, lucas ocampos"
237,2023-03-05,Real Valladolid,Espanyol,"sergio asenjo, sergio escudero, jawad el yamiq, joaquin fernandez, ivan fresneda, roque mesa, martin hongla, ivan sanchez, oscar plano, cyle larin, gonzalo plata","fernando pacheco, oscar gil, cesar montes, sergi gomez, brian olivan, sergi darder, vini souza, javi puado, denis suarez, martin braithwaite, joselu"
