date_time,home_team,away_team,home_lineup,away_lineup
2011-01-24 20:00:00+00:00,Athletic,Hércules,"['/player/g-iraizoz-29952', '/player/c-gurpegui-29971', '/player/ekiza-30781', '/player/koikili-29959', '/player/a-iraola-29960', '/player/m-san-jose-30357', '/player/david-lopez-29967', '/player/j-martinez-29974', '/player/i-muniain-29928', '/player/f-llorente-29980', '/player/g-toquero-29979']","['/player/j-calatayud-29221', '/player/pamarot-214', '/player/a-paz-10847', '/player/pena-23991', '/player/cortes-23510', '/player/a-aguilar-29235', '/player/tiago-gomes-33711', '/player/m-fritzler-17262', '/player/rufete-11268', '/player/d-trezeguet-1298', '/player/n-valdez-2303']"
2011-01-29 17:00:00+00:00,Mallorca,Real Sporting,"['/player/aouate-7129', '/player/marti-crespi-34909', '/player/nunes-23387', '/player/kevin-29321', '/player/pau-cendros-29343', '/player/e-nsue-28110', '/player/j-de-guzman-1534', '/player/joao-victor-62602', '/player/m-pereira-76119', '/player/c-castro-27023', '/player/p-webo-23394']","['/player/cuellar-23488', '/player/ivan-hernandez-23501', '/player/gregory-6161', '/player/canella-23492', '/player/lora-34972', '/player/rivera-9911', '/player/s-eguren-23464', '/player/nacho-cases-38390', '/player/de-las-cuevas-29168', '/player/barral-23507', '/player/diego-castro-27053']"
2011-01-29 17:00:00+00:00,Málaga,Real Zaragoza,"['/player/s-asenjo-28107', '/player/k-stadsgaard-154690', '/player/helder-rosario-27058', '/player/p-mtiliga-28771', '/player/jesus-gamez-23532', '/player/e-maresca-7432', '/player/i-camacho-34609', '/player/eliseu-28269', '/player/duda-28112', '/player/s-rondon-30713', '/player/j-baptista-9415']","['/player/l-franco-28115', '/player/m-lanzaro-882', '/player/jarosik-3626', '/player/paredes-24025', '/player/c-diogo-7220', '/player/l-ponzio-16956', '/player/ander-herrera-27717', '/player/gabi-7393', '/player/n-bertolo-38330', '/player/braulio-24033', '/player/lafita-28268']"
2011-01-29 17:00:00+00:00,Levante,Getafe,"['/player/g-munua-28770', '/player/s-ballesteros-29356', '/player/asier-del-horno-cosgaya', '/player/juanfran-47715', '/player/javi-venta-27039', '/player/xisco-munoz-33505', '/player/pallardo-29352', '/player/xavi-torres-28228', '/player/f-caicedo-510', '/player/juanlu-29582', '/player/valdo-23365']","['/player/o-ustari-27650', '/player/rafa-27113', '/player/d-diaz-23511', '/player/mane-28104', '/player/m-torres-27011', '/player/d-boateng-29390', '/player/mosquera-33530', '/player/d-parejo-29364', '/player/pedro-rios-27272', '/player/miku-44206', '/player/manu-11072']"
2011-01-29 17:00:00+00:00,R. Sociedad,Almería,"['/player/c-bravo-23636', '/player/j-ansotegi-108286', '/player/labaka-27447', '/player/a-de-la-bella-30476', '/player/d-estrada-30479', '/player/diego-rivas-23649', '/player/g-elustondo-27449', '/player/x-prieto-23648', '/player/d-zurutuza-30480', '/player/tamudo-23367', '/player/a-griezmann-32465']","['/player/d-alves-23437', '/player/marcelo-silva-68870', '/player/m-jakobsen-66134', '/player/c-garcia-30521', '/player/modeste-m-bami-208153', '/player/h-bernardello-32131', '/player/a-crusat-23448', '/player/p-piatti-27030', '/player/michel-macedo-29881', '/player/l-ulloa-16666', '/player/k-uche-8916']"
2011-01-29 19:00:00+00:00,Hércules,Barcelona,"['/player/j-calatayud-29221', '/player/mohamed-sarr-29760', '/player/rodri-29230', '/player/pena-23991', '/player/cortes-23510', '/player/a-aguilar-29235', '/player/m-fritzler-17262', '/player/n-valdez-2303', '/player/tote-27395', '/player/d-trezeguet-1298', '/player/kiko-femenia-29229']","['/player/v-valdes-7171', '/player/g-pique-23560', '/player/e-abidal-8382', '/player/maxwell-21068', '/player/d-alves-23559', '/player/s-busquets-27059', '/player/xavi-23564', '/player/a-iniesta-22806', '/player/l-messi-23569', '/player/d-villa-23386', '/player/pedro-29477']"
2011-01-29 21:00:00+00:00,RC Deportivo,Sevilla,"['/player/aranzubia-23570', '/player/aythami-artiles-23865', '/player/ze-castro-23575', '/player/colotto-19580', '/player/ruben-perez-33662', '/player/michel-27207', '/player/antonio-tomas-23578', '/player/manuel-pablo-23572', '/player/laure-23576', '/player/l-nouioui-27226', '/player/adrian-28108']","['/player/a-palop-23480', '/player/alexis-23379', '/player/f-fazio-23481', '/player/j-escude-5804', '/player/m-caceres-29937', '/player/m-dabo-639', '/player/alfaro-7343', '/player/renato-248883', '/player/diego-capel-23483', '/player/luis-fabiano-23487', '/player/a-negredo-13324']"
2011-01-30 16:00:00+00:00,Atlético,Athletic,"['/player/d-de-gea-33648', '/player/d-godin-40586', '/player/l-perea-7295', '/player/filipe-luis-23573', '/player/t-ujfalusi-961', '/player/assuncao-6327', '/player/elias-228693', '/player/tiago-21162', '/player/j-reyes-21983', '/player/s-aguero-23530', '/player/diego-martin-forlan-corazo-39908']","['/player/g-iraizoz-29952', '/player/c-gurpegui-29971', '/player/ekiza-30781', '/player/koikili-29959', '/player/a-iraola-29960', '/player/m-san-jose-30357', '/player/david-lopez-29967', '/player/j-martinez-29974', '/player/i-muniain-29928', '/player/f-llorente-29980', '/player/g-toquero-29979']"
2011-01-30 18:00:00+00:00,Osasuna,Real Madrid,"['/player/ricardo-lopez-felipe', '/player/damia-23328', '/player/sergio-34906', '/player/miguel-flano-23452', '/player/nelson-23330', '/player/punal-27036', '/player/soriano-23447', '/player/camunas-23413', '/player/coro-23362', '/player/pandiani-23457', '/player/aranda-11497']","['/player/i-casillas-23340', '/player/sergio-ramos-23341', '/player/r-carvalho-96', '/player/r-albiol-7342', '/player/a-arbeloa-66', '/player/m-ozil-2133', '/player/l-diarra-317', '/player/s-khedira-2092', '/player/a-di-maria-63294', '/player/c-ronaldo-28185', '/player/k-benzema-3318']"
2011-01-30 20:00:00+00:00,Espanyol,Villarreal,"['/player/c-kameni-23349', '/player/j-amat-41064', '/player/j-forlin-16819', '/player/david-garcia-23353', '/player/j-chica-23352', '/player/j-verdu-28116', '/player/j-marquez-32851', '/player/aldo-pedro-duscher', '/player/l-garcia-23364', '/player/sergio-garcia-27009', '/player/j-callejon-23361']","['/player/diego-lopez-23458', '/player/marchena-23378', '/player/g-rodriguez-23463', '/player/capdevila-23462', '/player/mario-27594', '/player/bruno-27041', '/player/s-cazorla-27040', '/player/b-valero-13309', '/player/cani-23466', '/player/m-ruben-23419', '/player/g-rossi-11715']"
2011-01-31 20:00:00+00:00,Racing,Valencia,"['/player/tono-75107', '/player/m-torrejon-23356', '/player/henrique-29040', '/player/christian-28260', '/player/francis-27270', '/player/k-bakircioglu-214005', '/player/colsa-27043', '/player/m-lacen-10887', '/player/adrian-23520', '/player/a-nahuelpan-17548', '/player/m-rosenberg-2283']","['/player/v-guaita-27206', '/player/m-stankevi-ius-11988', '/player/ricardo-costa-21428', '/player/j-mathieu-3068', '/player/bruno-33021', '/player/e-banega-28179', '/player/a-costa-24908', '/player/h-maduro-1581', '/player/a-aduriz-27116', '/player/joaquin-23384', '/player/p-hernandez-27020']"
2011-02-05 17:00:00+00:00,Athletic,Real Sporting,"['/player/g-iraizoz-29952', '/player/c-gurpegui-29971', '/player/ekiza-30781', '/player/koikili-29959', '/player/a-iraola-29960', '/player/m-san-jose-30357', '/player/david-lopez-29967', '/player/p-orbaiz-29970', '/player/i-muniain-29928', '/player/f-llorente-29980', '/player/g-toquero-29979']","['/player/cuellar-23488', '/player/ivan-hernandez-23501', '/player/gregory-6161', '/player/canella-23492', '/player/lora-34972', '/player/rivera-9911', '/player/s-eguren-23464', '/player/nacho-cases-38390', '/player/de-las-cuevas-29168', '/player/barral-23507', '/player/diego-castro-27053']"
2011-02-05 17:00:00+00:00,Real Zaragoza,Racing,"['/player/l-franco-28115', '/player/jarosik-3626', '/player/m-contini-831', '/player/paredes-24025', '/player/c-diogo-7220', '/player/l-ponzio-16956', '/player/ander-herrera-27717', '/player/gabi-7393', '/player/n-bertolo-38330', '/player/braulio-24033', '/player/said-boutahar']","['/player/tono-75107', '/player/m-torrejon-23356', '/player/henrique-29040', '/player/christian-28260', '/player/pablo-pinillos-caro', '/player/adrian-23520', '/player/colsa-27043', '/player/m-lacen-10887', '/player/a-nahuelpan-17548', '/player/munitis-23477', '/player/k-bakircioglu-214005']"
2011-02-05 17:00:00+00:00,Getafe,RC Deportivo,"['/player/o-ustari-27650', '/player/i-marcano-28779', '/player/d-diaz-23511', '/player/mane-28104', '/player/m-torres-27011', '/player/casquero-23514', '/player/d-boateng-29390', '/player/gavilan-23515', '/player/pedro-rios-27272', '/player/miku-44206', '/player/a-colunga-23414']","['/player/aranzubia-23570', '/player/aythami-artiles-23865', '/player/ze-castro-23575', '/player/colotto-19580', '/player/ruben-perez-33662', '/player/juan-dominguez-40476', '/player/michel-27207', '/player/manuel-pablo-23572', '/player/laure-23576', '/player/l-nouioui-27226', '/player/adrian-28108']"
2011-02-05 17:00:00+00:00,Almería,Espanyol,"['/player/d-alves-23437', '/player/marcelo-silva-68870', '/player/m-jakobsen-66134', '/player/s-acasiete-23439', '/player/modeste-m-bami-208153', '/player/h-bernardello-32131', '/player/a-crusat-23448', '/player/p-piatti-27030', '/player/michel-macedo-29881', '/player/l-ulloa-16666', '/player/k-uche-8916']","['/player/c-kameni-23349', '/player/j-amat-41064', '/player/j-forlin-16819', '/player/galan-34163', '/player/j-chica-23352', '/player/david-garcia-23353', '/player/j-marquez-32851', '/player/l-garcia-23364', '/player/j-verdu-28116', '/player/sergio-garcia-27009', '/player/j-callejon-23361']"
2011-02-05 17:00:00+00:00,Osasuna,Mallorca,"['/player/ricardo-lopez-felipe', '/player/sergio-34906', '/player/miguel-flano-23452', '/player/i-monreal-27033', '/player/nelson-23330', '/player/punal-27036', '/player/camunas-23413', '/player/coro-23362', '/player/soriano-23447', '/player/pandiani-23457', '/player/aranda-11497']","['/player/aouate-7129', '/player/ruben-23679', '/player/i-ramis-23388', '/player/kevin-29321', '/player/pau-cendros-29343', '/player/tejera-28187', '/player/marti-23391', '/player/j-de-guzman-1534', '/player/m-pereira-76119', '/player/c-castro-27023', '/player/e-nsue-28110']"
2011-02-05 19:00:00+00:00,Villarreal,Levante,"['/player/diego-lopez-23458', '/player/marchena-23378', '/player/g-rodriguez-23463', '/player/capdevila-23462', '/player/mario-27594', '/player/bruno-27041', '/player/s-cazorla-27040', '/player/b-valero-13309', '/player/cani-23466', '/player/nilmar-horonato-da-silva', '/player/g-rossi-11715']","['/player/g-munua-28770', '/player/s-ballesteros-29356', '/player/victoriano-rivas-alvaro', '/player/juanfran-47715', '/player/javi-venta-27039', '/player/pallardo-29352', '/player/xavi-torres-28228', '/player/asier-del-horno-cosgaya', '/player/valdo-23365', '/player/c-stuani-21144', '/player/xisco-munoz-33505']"
2011-02-05 21:00:00+00:00,Barcelona,Atlético,"['/player/v-valdes-7171', '/player/g-pique-23560', '/player/e-abidal-8382', '/player/maxwell-21068', '/player/d-alves-23559', '/player/s-busquets-27059', '/player/xavi-23564', '/player/a-iniesta-22806', '/player/l-messi-23569', '/player/d-villa-23386', '/player/pedro-29477']","['/player/d-de-gea-33648', '/player/d-godin-40586', '/player/antonio-lopez-23522', '/player/filipe-luis-23573', '/player/t-ujfalusi-961', '/player/assuncao-6327', '/player/tiago-21162', '/player/fran-merida-27716', '/player/valera-28177', '/player/j-reyes-21983', '/player/s-aguero-23530']"
2011-02-06 16:00:00+00:00,Sevilla,Málaga,"['/player/a-palop-23480', '/player/sergio-sanchez-30567', '/player/alexis-23379', '/player/f-fazio-23481', '/player/c-romaric-3418', '/player/f-navarro-23482', '/player/i-rakitic-2139', '/player/d-zokora-29170', '/player/d-perotti-23910', '/player/j-navas-27050', '/player/luis-fabiano-23487']","['/player/s-asenjo-28107', '/player/m-demichelis-2048', '/player/weligton-27057', '/player/eliseu-28269', '/player/m-gaspar-23533', '/player/i-camacho-34609', '/player/j-recio-35394', '/player/e-maresca-7432', '/player/fernando-23537', '/player/s-rondon-30713', '/player/j-baptista-9415']"
2011-02-06 18:00:00+00:00,Real Madrid,R. Sociedad,"['/player/i-casillas-23340', '/player/e-garay-7228', '/player/r-carvalho-96', '/player/marcelo-23343', '/player/a-arbeloa-66', '/player/xabi-alonso-483', '/player/l-diarra-317', '/player/m-ozil-2133', '/player/c-ronaldo-28185', '/player/kaka-28026', '/player/e-adebayor-29098']","['/player/c-bravo-23636', '/player/j-ansotegi-108286', '/player/labaka-27447', '/player/m-gonzalez-7270', '/player/diego-rivas-23649', '/player/g-elustondo-27449', '/player/x-prieto-23648', '/player/d-zurutuza-30480', '/player/d-estrada-30479', '/player/tamudo-23367', '/player/a-griezmann-32465']"
2011-02-06 20:00:00+00:00,Valencia,Hércules,"['/player/v-guaita-27206', '/player/m-stankevi-ius-11988', '/player/d-navarro-7280', '/player/j-mathieu-3068', '/player/bruno-33021', '/player/a-dominguez-34502', '/player/e-banega-28179', '/player/a-costa-24908', '/player/m-topal-14380', '/player/a-aduriz-27116', '/player/r-soldado-23519']","['/player/j-calatayud-29221', '/player/rodri-29230', '/player/cortes-23510', '/player/pena-23991', '/player/juanra-28121', '/player/a-aguilar-29235', '/player/m-fritzler-17262', '/player/olivier-thomert', '/player/kiko-femenia-29229', '/player/tote-27395', '/player/n-valdez-2303']"
2011-02-12 17:00:00+00:00,Atlético,Valencia,"['/player/d-de-gea-33648', '/player/d-godin-40586', '/player/l-perea-7295', '/player/antonio-lopez-23522', '/player/valera-28177', '/player/j-reyes-21983', '/player/tiago-21162', '/player/fran-merida-27716', '/player/raul-garcia-23527', '/player/s-aguero-23530', '/player/diego-martin-forlan-corazo-39908']","['/player/v-guaita-27206', '/player/m-stankevi-ius-11988', '/player/ricardo-costa-21428', '/player/h-maduro-1581', '/player/bruno-33021', '/player/jordi-alba-28113', '/player/a-costa-24908', '/player/m-topal-14380', '/player/p-hernandez-27020', '/player/joaquin-23384', '/player/r-soldado-23519']"
2011-02-12 19:00:00+00:00,Real Sporting,Barcelona,"['/player/cuellar-23488', '/player/botia-27927', '/player/ivan-hernandez-23501', '/player/jose-angel-60258', '/player/rafael-sastre-23500', '/player/diego-castro-27053', '/player/a-castro-42560', '/player/nacho-cases-38390', '/player/barral-23507', '/player/de-las-cuevas-29168', '/player/nacho-novo-3750']","['/player/v-valdes-7171', '/player/g-pique-23560', '/player/g-milito-7271', '/player/maxwell-21068', '/player/d-alves-23559', '/player/j-mascherano-396', '/player/xavi-23564', '/player/i-afellay-1512', '/player/a-iniesta-22806', '/player/d-villa-23386', '/player/l-messi-23569']"
2011-02-12 21:00:00+00:00,Racing,Sevilla,"['/player/tono-75107', '/player/m-torrejon-23356', '/player/henrique-29040', '/player/christian-28260', '/player/pablo-pinillos-caro', '/player/colsa-27043', '/player/m-lacen-10887', '/player/adrian-23520', '/player/munitis-23477', '/player/k-bakircioglu-214005', '/player/a-nahuelpan-17548']","['/player/a-palop-23480', '/player/alexis-23379', '/player/f-fazio-23481', '/player/j-escude-5804', '/player/m-dabo-639', '/player/f-navarro-23482', '/player/i-rakitic-2139', '/player/g-medel-41112', '/player/d-perotti-23910', '/player/j-navas-27050', '/player/a-negredo-13324']"
2011-02-13 16:00:00+00:00,R. Sociedad,Osasuna,"['/player/c-bravo-23636', '/player/j-ansotegi-108286', '/player/v-demidov-14944', '/player/a-de-la-bella-30476', '/player/d-estrada-30479', '/player/diego-rivas-23649', '/player/j-sarpong-29681', '/player/mikel-aranburu-eizagirre-27451', '/player/d-zurutuza-30480', '/player/tamudo-23367', '/player/a-griezmann-32465']","['/player/ricardo-lopez-felipe', '/player/josetxo-27034', '/player/miguel-flano-23452', '/player/i-monreal-27033', '/player/damia-23328', '/player/punal-27036', '/player/j-nekounam-7453', '/player/m-shojaei-23453', '/player/camunas-23413', '/player/coro-23362', '/player/pandiani-23457']"
2011-02-13 16:00:00+00:00,Hércules,Real Zaragoza,"['/player/j-calatayud-29221', '/player/pamarot-214', '/player/rodri-29230', '/player/cristian-corneliu-pulhac', '/player/cortes-23510', '/player/tiago-gomes-33711', '/player/farinos-29231', '/player/olivier-thomert', '/player/kiko-femenia-29229', '/player/d-trezeguet-1298', '/player/tote-27395']","['/player/l-franco-28115', '/player/jarosik-3626', '/player/m-contini-831', '/player/i-obradovic-216790', '/player/c-diogo-7220', '/player/l-ponzio-16956', '/player/ander-herrera-27717', '/player/gabi-7393', '/player/said-boutahar', '/player/braulio-24033', '/player/lafita-28268']"
2011-02-13 16:00:00+00:00,Málaga,Getafe,"['/player/francesc-arnau-gravalosa', '/player/m-demichelis-2048', '/player/weligton-27057', '/player/eliseu-28269', '/player/m-gaspar-23533', '/player/i-camacho-34609', '/player/j-recio-35394', '/player/e-maresca-7432', '/player/fernando-23537', '/player/s-rondon-30713', '/player/j-baptista-9415']","['/player/o-ustari-27650', '/player/i-marcano-28779', '/player/d-diaz-23511', '/player/mane-28104', '/player/m-torres-27011', '/player/casquero-23514', '/player/d-boateng-29390', '/player/gavilan-23515', '/player/pedro-rios-27272', '/player/miku-44206', '/player/a-colunga-23414']"
2011-02-13 16:00:00+00:00,Levante,Almería,"['/player/g-munua-28770', '/player/s-ballesteros-29356', '/player/asier-del-horno-cosgaya', '/player/juanfran-47715', '/player/javi-venta-27039', '/player/xisco-munoz-33505', '/player/v-iborra-29348', '/player/xavi-torres-28228', '/player/f-caicedo-510', '/player/juanlu-29582', '/player/valdo-23365']","['/player/d-alves-23437', '/player/marcelo-silva-68870', '/player/m-jakobsen-66134', '/player/c-garcia-30521', '/player/modeste-m-bami-208153', '/player/h-bernardello-32131', '/player/a-crusat-23448', '/player/p-piatti-27030', '/player/michel-macedo-29881', '/player/l-ulloa-16666', '/player/k-uche-8916']"
2011-02-13 18:00:00+00:00,RC Deportivo,Villarreal,"['/player/aranzubia-23570', '/player/colotto-19580', '/player/lopo-23574', '/player/c-morel-rodriguez-16823', '/player/ruben-perez-33662', '/player/manuel-pablo-23572', '/player/juan-dominguez-40476', '/player/antonio-tomas-23578', '/player/juan-rodriguez-23582', '/player/adrian-28108', '/player/riki-23586']","['/player/diego-lopez-23458', '/player/marchena-23378', '/player/m-musacchio-16939', '/player/g-rodriguez-23463', '/player/mario-27594', '/player/capdevila-23462', '/player/j-matilla-28146', '/player/s-cazorla-27040', '/player/b-valero-13309', '/player/nilmar-horonato-da-silva', '/player/cani-23466']"
2011-02-13 20:00:00+00:00,Espanyol,Real Madrid,"['/player/c-kameni-23349', '/player/j-amat-41064', '/player/j-chica-23352', '/player/galan-34163', '/player/javi-lopez-41259', '/player/j-verdu-28116', '/player/raul-baena-29302', '/player/j-marquez-32851', '/player/l-garcia-23364', '/player/sergio-garcia-27009', '/player/j-callejon-23361']","['/player/i-casillas-23340', '/player/pepe-27010', '/player/r-carvalho-96', '/player/marcelo-23343', '/player/a-arbeloa-66', '/player/s-khedira-2092', '/player/xabi-alonso-483', '/player/m-ozil-2133', '/player/c-ronaldo-28185', '/player/a-di-maria-63294', '/player/e-adebayor-29098']"
2011-02-14 20:00:00+00:00,Mallorca,Athletic,"['/player/aouate-7129', '/player/i-ramis-23388', '/player/nunes-23387', '/player/kevin-29321', '/player/pau-cendros-29343', '/player/e-nsue-28110', '/player/marti-23391', '/player/j-de-guzman-1534', '/player/m-pereira-76119', '/player/c-castro-27023', '/player/p-webo-23394']","['/player/g-iraizoz-29952', '/player/ekiza-30781', '/player/i-muniain-29928', '/player/koikili-29959', '/player/a-iraola-29960', '/player/m-san-jose-30357', '/player/david-lopez-29967', '/player/j-martinez-29974', '/player/p-orbaiz-29970', '/player/f-llorente-29980', '/player/g-toquero-29979']"
2011-02-19 17:00:00+00:00,Valencia,Real Sporting,"['/player/v-guaita-27206', '/player/m-stankevi-ius-11988', '/player/ricardo-costa-21428', '/player/j-mathieu-3068', '/player/miguel-23376', '/player/a-dominguez-34502', '/player/a-costa-24908', '/player/m-topal-14380', '/player/a-aduriz-27116', '/player/joaquin-23384', '/player/j-mata-23385']","['/player/cuellar-23488', '/player/botia-27927', '/player/ivan-hernandez-23501', '/player/canella-23492', '/player/lora-34972', '/player/nacho-cases-38390', '/player/a-castro-42560', '/player/s-eguren-23464', '/player/de-las-cuevas-29168', '/player/sangoy-60013', '/player/diego-castro-27053']"
2011-02-19 19:00:00+00:00,Real Madrid,Levante,"['/player/a-adan-33514', '/player/r-albiol-7342', '/player/r-carvalho-96', '/player/marcelo-23343', '/player/sergio-ramos-23341', '/player/s-khedira-2092', '/player/l-diarra-317', '/player/kaka-28026', '/player/c-ronaldo-28185', '/player/a-di-maria-63294', '/player/k-benzema-3318']","['/player/g-munua-28770', '/player/s-ballesteros-29356', '/player/victoriano-rivas-alvaro', '/player/juanfran-47715', '/player/d-cerra-29288', '/player/xavi-torres-28228', '/player/v-iborra-29348', '/player/asier-del-horno-cosgaya', '/player/valdo-23365', '/player/f-caicedo-510', '/player/xisco-munoz-33505']"
2011-02-19 21:00:00+00:00,Real Zaragoza,Atlético,"['/player/l-franco-28115', '/player/jarosik-3626', '/player/m-contini-831', '/player/i-obradovic-216790', '/player/c-diogo-7220', '/player/l-ponzio-16956', '/player/gabi-7393', '/player/guirane-n-acute-daw', '/player/said-boutahar', '/player/braulio-24033', '/player/f-sinama-pongolle-45209']","['/player/d-de-gea-33648', '/player/a-dominguez-27055', '/player/l-perea-7295', '/player/antonio-lopez-23522', '/player/t-ujfalusi-961', '/player/raul-garcia-23527', '/player/tiago-21162', '/player/j-reyes-21983', '/player/koke-33661', '/player/s-aguero-23530', '/player/diego-martin-forlan-corazo-39908']"
2011-02-20 16:00:00+00:00,Getafe,Racing,"['/player/codina-13236', '/player/i-marcano-28779', '/player/d-diaz-23511', '/player/mane-28104', '/player/gavilan-23515', '/player/casquero-23514', '/player/victor-sanchez-30356', '/player/d-boateng-29390', '/player/pedro-rios-27272', '/player/miku-44206', '/player/a-colunga-23414']","['/player/tono-75107', '/player/m-torrejon-23356', '/player/henrique-29040', '/player/d-cisma-29920', '/player/pablo-pinillos-caro', '/player/adrian-23520', '/player/colsa-27043', '/player/m-lacen-10887', '/player/a-nahuelpan-17548', '/player/munitis-23477', '/player/k-bakircioglu-214005']"
2011-02-20 16:00:00+00:00,Villarreal,Málaga,"['/player/diego-lopez-23458', '/player/marchena-23378', '/player/g-rodriguez-23463', '/player/capdevila-23462', '/player/mario-27594', '/player/bruno-27041', '/player/b-valero-13309', '/player/cani-23466', '/player/g-rossi-11715', '/player/nilmar-horonato-da-silva', '/player/m-ruben-23419']","['/player/w-caballero-23771', '/player/m-demichelis-2048', '/player/weligton-27057', '/player/eliseu-28269', '/player/m-gaspar-23533', '/player/i-camacho-34609', '/player/j-recio-35394', '/player/apono-23535', '/player/f-portillo-29935', '/player/s-fernandez-54477', '/player/s-rondon-30713']"
2011-02-20 16:00:00+00:00,Almería,RC Deportivo,"['/player/d-alves-23437', '/player/h-pellerano-120896', '/player/marcelo-silva-68870', '/player/a-luna-52098', '/player/s-acasiete-23439', '/player/modeste-m-bami-208153', '/player/h-bernardello-32131', '/player/k-uche-8916', '/player/p-piatti-27030', '/player/l-ulloa-16666', '/player/s-feghouli-21325']","['/player/aranzubia-23570', '/player/colotto-19580', '/player/lopo-23574', '/player/c-morel-rodriguez-16823', '/player/ruben-perez-33662', '/player/manuel-pablo-23572', '/player/juan-dominguez-40476', '/player/antonio-tomas-23578', '/player/juan-rodriguez-23582', '/player/adrian-28108', '/player/riki-23586']"
2011-02-20 16:00:00+00:00,Osasuna,Espanyol,"['/player/ricardo-lopez-felipe', '/player/josetxo-27034', '/player/lolo-7253', '/player/i-monreal-27033', '/player/nelson-23330', '/player/javier-calleja-revilla', '/player/punal-27036', '/player/m-shojaei-23453', '/player/camunas-23413', '/player/j-nekounam-7453', '/player/pandiani-23457']","['/player/c-kameni-23349', '/player/j-amat-41064', '/player/galan-34163', '/player/david-garcia-23353', '/player/j-chica-23352', '/player/j-verdu-28116', '/player/j-marquez-32851', '/player/aldo-pedro-duscher', '/player/l-garcia-23364', '/player/sergio-garcia-27009', '/player/j-callejon-23361']"
2011-02-20 18:00:00+00:00,Sevilla,Hércules,"['/player/j-varas-27047', '/player/f-fazio-23481', '/player/j-escude-5804', '/player/f-navarro-23482', '/player/m-caceres-29937', '/player/i-rakitic-2139', '/player/g-medel-41112', '/player/diego-capel-23483', '/player/j-navas-27050', '/player/luis-fabiano-23487', '/player/a-negredo-13324']","['/player/j-calatayud-29221', '/player/rodri-29230', '/player/a-paz-10847', '/player/cristian-corneliu-pulhac', '/player/a-aguilar-29235', '/player/farinos-29231', '/player/cortes-23510', '/player/olivier-thomert', '/player/c-hidalgo-38442', '/player/tiago-gomes-33711', '/player/d-trezeguet-1298']"
2011-02-20 20:00:00+00:00,Barcelona,Athletic,"['/player/pinto-23558', '/player/g-pique-23560', '/player/j-mascherano-396', '/player/e-abidal-8382', '/player/d-alves-23559', '/player/s-busquets-27059', '/player/xavi-23564', '/player/a-iniesta-22806', '/player/l-messi-23569', '/player/d-villa-23386', '/player/pedro-29477']","['/player/g-iraizoz-29952', '/player/c-gurpegui-29971', '/player/ekiza-30781', '/player/f-amorebieta-29957', '/player/a-iturraspe-29975', '/player/gabilondo-29969', '/player/j-martinez-29974', '/player/koikili-29959', '/player/a-iraola-29960', '/player/f-llorente-29980', '/player/m-susaeta-29976']"
2011-02-21 20:00:00+00:00,R. Sociedad,Mallorca,"['/player/c-bravo-23636', '/player/j-ansotegi-108286', '/player/v-demidov-14944', '/player/a-de-la-bella-30476', '/player/d-estrada-30479', '/player/diego-rivas-23649', '/player/x-prieto-23648', '/player/mikel-aranburu-eizagirre-27451', '/player/d-zurutuza-30480', '/player/tamudo-23367', '/player/a-griezmann-32465']","['/player/aouate-7129', '/player/ruben-23679', '/player/nunes-23387', '/player/kevin-29321', '/player/pau-cendros-29343', '/player/joao-victor-62602', '/player/marti-23391', '/player/j-de-guzman-1534', '/player/m-pereira-76119', '/player/e-nsue-28110', '/player/p-webo-23394']"
2011-02-26 17:00:00+00:00,Real Sporting,Real Zaragoza,"['/player/cuellar-23488', '/player/botia-27927', '/player/ivan-hernandez-23501', '/player/jose-angel-60258', '/player/lora-34972', '/player/nacho-cases-38390', '/player/a-castro-42560', '/player/s-eguren-23464', '/player/de-las-cuevas-29168', '/player/barral-23507', '/player/diego-castro-27053']","['/player/doblas-27603', '/player/jarosik-3626', '/player/m-contini-831', '/player/paredes-24025', '/player/c-diogo-7220', '/player/l-ponzio-16956', '/player/ander-herrera-27717', '/player/gabi-7393', '/player/n-bertolo-38330', '/player/f-sinama-pongolle-45209', '/player/said-boutahar']"
2011-02-26 17:00:00+00:00,Espanyol,R. Sociedad,"['/player/c-kameni-23349', '/player/j-amat-41064', '/player/galan-34163', '/player/david-garcia-23353', '/player/javi-lopez-41259', '/player/j-marquez-32851', '/player/l-garcia-23364', '/player/j-verdu-28116', '/player/sergio-garcia-27009', '/player/j-callejon-23361', '/player/a-vazquez-73923']","['/player/c-bravo-23636', '/player/m-gonzalez-7270', '/player/v-demidov-14944', '/player/a-de-la-bella-30476', '/player/d-estrada-30479', '/player/a-illarramendi-100715', '/player/m-bergara-27450', '/player/x-prieto-23648', '/player/d-zurutuza-30480', '/player/tamudo-23367', '/player/a-griezmann-32465']"
