date_time,home_team,away_team,home_lineup,away_lineup
2015-05-23 16:30:00+00:00,Málaga,Sevilla,"['/player/c-kameni-23349', '/player/weligton-27057', '/player/m-angeleri-17071', '/player/a-boka-1858', '/player/r-rosales-107779', '/player/i-camacho-34609', '/player/j-recio-35394', '/player/n-amrabat-30100', '/player/juanmi-43629', '/player/samuel-67047', '/player/javi-guerra-27457']","['/player/sergio-rico-94474', '/player/arribas-37030', '/player/d-carrico-37468', '/player/b-tremoulinas-32135', '/player/coke-27398', '/player/g-krychowiak-98116', '/player/e-banega-28179', '/player/v-iborra-29348', '/player/j-reyes-21983', '/player/aleix-vidal-39947', '/player/k-gameiro-3354']"
2015-05-23 18:30:00+00:00,Real Madrid,Getafe,"['/player/i-casillas-23340', '/player/nacho-102322', '/player/pepe-27010', '/player/marcelo-23343', '/player/a-arbeloa-66', '/player/t-kroos-2100', '/player/j-rodriguez-54466', '/player/a-illarramendi-100715', '/player/c-ronaldo-28185', '/player/j-hernandez-61052', '/player/jese-78302']","['/player/codina-13236', '/player/alexis-23379', '/player/naldo-104170', '/player/s-escudero-51968', '/player/carlos-144261', '/player/m-lacen-10887', '/player/juan-rodriguez-23582', '/player/diego-castro-27053', '/player/p-sarabia-42921', '/player/pedro-leon-24020', '/player/f-hinestroza-192207']"
2015-08-21 18:30:00+00:00,Málaga,Sevilla,"['/player/c-kameni-23349', '/player/m-angeleri-17071', '/player/raul-albentosa-130301', '/player/a-boka-1858', '/player/r-rosales-107779', '/player/sergi-darder-139714', '/player/f-tissone-1165', '/player/d-op-26762', '/player/r-horta-185526', '/player/n-amrabat-30100', '/player/charles-33039']","['/player/beto-41636', '/player/g-krychowiak-98116', '/player/a-rami-3091', '/player/b-tremoulinas-32135', '/player/coke-27398', '/player/s-n-zonzi-147482', '/player/v-iborra-29348', '/player/e-banega-28179', '/player/vitolo-32019', '/player/j-reyes-21983', '/player/k-gameiro-3354']"
2015-08-22 16:30:00+00:00,Espanyol,Getafe,"['/player/pau-185802', '/player/raillo-71934', '/player/alvaro-34338', '/player/r-duarte-145407', '/player/arbilla-35660', '/player/javi-lopez-41259', '/player/victor-sanchez-30356', '/player/salva-sevilla-27182', '/player/victor-alvarez-96888', '/player/montanes-28147', '/player/f-caicedo-510']","['/player/v-guaita-27206', '/player/alexis-23379', '/player/s-vergini-112010', '/player/carlos-144261', '/player/damian-suarez-106246', '/player/pedro-leon-24020', '/player/m-lacen-10887', '/player/p-sarabia-42921', '/player/juan-rodriguez-23582', '/player/a-vazquez-73923', '/player/victor-rodriguez-35921']"
2015-08-22 16:30:00+00:00,RC Deportivo,R. Sociedad,"['/player/g-lux-13240', '/player/lopo-23574', '/player/sidnei-17665', '/player/laure-23576', '/player/f-navarro-23482', '/player/c-borges-211919', '/player/mosquera-33530', '/player/cani-23466', '/player/juanfran-28151', '/player/f-fajr-110082', '/player/lucas-100849']","['/player/g-rulli-128876', '/player/i-martinez-67815', '/player/d-reyes-114377', '/player/a-de-la-bella-30476', '/player/j-zaldua-108410', '/player/r-pardo-67829', '/player/m-bergara-27450', '/player/x-prieto-23648', '/player/bruma-162803', '/player/c-vela-13332', '/player/jonathas-22366']"
2015-08-22 18:30:00+00:00,Atlético,Las Palmas,"['/player/j-oblak-70593', '/player/d-godin-40586', '/player/j-gimenez-150773', '/player/filipe-luis-23573', '/player/juanfran-23454', '/player/gabi-7393', '/player/tiago-21162', '/player/o-torres-138599', '/player/koke-33661', '/player/a-griezmann-32465', '/player/j-martinez-87628']","['/player/raul-lizoain-107422', '/player/aythami-artiles-23865', '/player/bigas-60555', '/player/dani-castellano-27432', '/player/david-simon-39448', '/player/a-alcaraz-29812', '/player/javi-castellano-34596', '/player/hernan-92853', '/player/j-viera-32016', '/player/roque-40552', '/player/s-araujo-71726']"
2015-08-22 20:30:00+00:00,Rayo Vallecano,Valencia,"['/player/tono-75107', '/player/ze-castro-23575', '/player/llorente-115131', '/player/tito-23620', '/player/nacho-martinez-67953', '/player/r-trashorras-27299', '/player/raul-baena-29302', '/player/bebe-79021', '/player/p-ebert-2052', '/player/manucho-566', '/player/miku-44206']","['/player/m-ryan-66967', '/player/ruben-vezo-186438', '/player/s-mustafi-65710', '/player/l-orban-52003', '/player/j-cancelo-218414', '/player/javi-fuego-23408', '/player/r-de-paul-158753', '/player/danilo-197782', '/player/p-piatti-27030', '/player/a-negredo-13324', '/player/santi-mina-162563']"
2015-08-23 16:30:00+00:00,Athletic,Barcelona,"['/player/g-iraizoz-29952', '/player/a-laporte-124620', '/player/g-elustondo-27449', '/player/m-balenziaga-29964', '/player/o-de-marcos-29973', '/player/benat-40234', '/player/javier-eraso-goni', '/player/mikel-rico-29279', '/player/sabin-124628', '/player/a-aduriz-27116', '/player/m-susaeta-29976']","['/player/c-bravo-23636', '/player/t-vermaelen-1497', '/player/j-mascherano-396', '/player/jordi-alba-28113', '/player/d-alves-23559', '/player/s-busquets-27059', '/player/a-iniesta-22806', '/player/i-rakitic-2139', '/player/rafinha-81427', '/player/l-suarez-29685', '/player/l-messi-23569']"
2015-08-23 18:30:00+00:00,Real Sporting,Real Madrid,"['/player/cuellar-23488', '/player/bernardo-41322', '/player/luis-hernandez-33525', '/player/isma-lopez-30759', '/player/lora-34972', '/player/nacho-cases-38390', '/player/sergio-alvarez-62271', '/player/jony-88603', '/player/c-carmona-75105', '/player/a-sanabria-169666', '/player/guerrero-105327']","['/player/k-navas-67500', '/player/sergio-ramos-23341', '/player/r-varane-103053', '/player/marcelo-23343', '/player/danilo-82937', '/player/l-modric-26968', '/player/t-kroos-2100', '/player/g-bale-72', '/player/c-ronaldo-28185', '/player/isco-44027', '/player/jese-78302']"
2015-08-23 20:00:00+00:00,Levante,Celta,"['/player/ruben-29731', '/player/mate-junior-23303', '/player/juanfran-47715', '/player/trujillo-81656', '/player/tono-45899', '/player/ivan-lopez-79618', '/player/verza-27530', '/player/camarasa-159874', '/player/jose-mari-35480', '/player/deyverson-147808', '/player/n-ghilas-138983']","['/player/ruben-129605', '/player/a-fontas-33161', '/player/g-cabral-16935', '/player/jonny-125484', '/player/h-mallo-36191', '/player/d-wass-15030', '/player/a-fernandez-72150', '/player/p-hernandez-98590', '/player/nolito-52787', '/player/f-orellana-32947', '/player/i-aspas-7408']"
2015-08-23 20:30:00+00:00,Real Betis,Villarreal,"['/player/a-adan-33514', '/player/bruno-57814', '/player/g-pezzella-79913', '/player/j-vargas-965', '/player/c-piccini-83208', '/player/a-n-diaye-21284', '/player/xavi-torres-28228', '/player/jorge-molina-30563', '/player/f-portillo-29935', '/player/alvaro-cejudo-30706', '/player/ruben-castro-7564']","['/player/a-areola-72161', '/player/victor-ruiz-43642', '/player/eric-145409', '/player/jaume-costa-36293', '/player/mario-27594', '/player/bruno-27041', '/player/tomas-pina-48124', '/player/castillejo-118017', '/player/nahuel-172895', '/player/r-soldado-23519', '/player/l-baptistao-75845']"
2015-08-24 18:30:00+00:00,Granada,Eibar,"['/player/andres-28004', '/player/mainz-34297', '/player/j-babin-34742', '/player/salva-ruiz-122732', '/player/d-foulquier-125601', '/player/ruben-perez-33662', '/player/j-marquez-32851', '/player/piti-10899', '/player/r-ibanez-205917', '/player/r-rochina-29478', '/player/y-el-arabi-44193']","['/player/irureta-108392', '/player/m-dos-santos-54442', '/player/i-ramis-23388', '/player/a-luna-52098', '/player/capa-116019', '/player/dani-garcia-58188', '/player/g-escalante-169910', '/player/adrian-23520', '/player/saul-30716', '/player/sergi-enrich-36133', '/player/keko-33660']"
2015-08-28 18:30:00+00:00,Villarreal,Espanyol,"['/player/a-areola-72161', '/player/victor-ruiz-43642', '/player/eric-145409', '/player/jaume-costa-36293', '/player/mario-27594', '/player/trigueros-35477', '/player/tomas-pina-48124', '/player/castillejo-118017', '/player/nahuel-172895', '/player/r-soldado-23519', '/player/l-baptistao-75845']","['/player/pau-185802', '/player/raillo-71934', '/player/alvaro-34338', '/player/r-duarte-145407', '/player/arbilla-35660', '/player/javi-lopez-41259', '/player/victor-sanchez-30356', '/player/victor-alvarez-96888', '/player/montanes-28147', '/player/gerard-moreno-107189', '/player/f-caicedo-510']"
2015-08-29 16:30:00+00:00,R. Sociedad,Real Sporting,"['/player/g-rulli-128876', '/player/i-martinez-67815', '/player/d-reyes-114377', '/player/a-de-la-bella-30476', '/player/elustondo-142657', '/player/a-illarramendi-100715', '/player/r-pardo-67829', '/player/c-vela-13332', '/player/bruma-162803', '/player/x-prieto-23648', '/player/jonathas-22366']","['/player/cuellar-23488', '/player/bernardo-41322', '/player/luis-hernandez-33525', '/player/isma-lopez-30759', '/player/lora-34972', '/player/nacho-cases-38390', '/player/sergio-alvarez-62271', '/player/jony-88603', '/player/c-carmona-75105', '/player/a-sanabria-169666', '/player/guerrero-105327']"
2015-08-29 18:30:00+00:00,Barcelona,Málaga,"['/player/c-bravo-23636', '/player/t-vermaelen-1497', '/player/j-mascherano-396', '/player/jordi-alba-28113', '/player/sergi-roberto-81723', '/player/s-busquets-27059', '/player/a-iniesta-22806', '/player/i-rakitic-2139', '/player/neymar-64511', '/player/l-suarez-29685', '/player/l-messi-23569']","['/player/c-kameni-23349', '/player/m-angeleri-17071', '/player/weligton-27057', '/player/m-torres-27011', '/player/r-rosales-107779', '/player/j-recio-35394', '/player/f-tissone-1165', '/player/juan-carlos-33531', '/player/r-horta-185526', '/player/n-amrabat-30100', '/player/d-op-26762']"
2015-08-29 20:00:00+00:00,Celta,Rayo Vallecano,"['/player/s-alvarez-30878', '/player/a-fontas-33161', '/player/g-cabral-16935', '/player/jonny-125484', '/player/h-mallo-36191', '/player/a-fernandez-72150', '/player/p-hernandez-98590', '/player/d-wass-15030', '/player/nolito-52787', '/player/i-aspas-7408', '/player/f-orellana-32947']","['/player/tono-75107', '/player/ze-castro-23575', '/player/llorente-115131', '/player/nacho-martinez-67953', '/player/quini-91463', '/player/raul-baena-29302', '/player/r-trashorras-27299', '/player/p-ebert-2052', '/player/bebe-79021', '/player/lass-75849', '/player/manucho-566']"
2015-08-29 20:30:00+00:00,Real Madrid,Real Betis,"['/player/k-navas-67500', '/player/sergio-ramos-23341', '/player/r-varane-103053', '/player/marcelo-23343', '/player/danilo-82937', '/player/t-kroos-2100', '/player/l-modric-26968', '/player/g-bale-72', '/player/c-ronaldo-28185', '/player/j-rodriguez-54466', '/player/k-benzema-3318']","['/player/a-adan-33514', '/player/bruno-57814', '/player/g-pezzella-79913', '/player/molinero-29351', '/player/c-piccini-83208', '/player/a-n-diaye-21284', '/player/xavi-torres-28228', '/player/dani-ceballos-204716', '/player/j-vargas-965', '/player/alvaro-cejudo-30706', '/player/ruben-castro-7564']"
2015-08-30 16:30:00+00:00,Eibar,Athletic,"['/player/riesgo-30475', '/player/i-ramis-23388', '/player/m-dos-santos-54442', '/player/a-luna-52098', '/player/capa-116019', '/player/g-escalante-169910', '/player/dani-garcia-58188', '/player/adrian-23520', '/player/saul-30716', '/player/keko-33660', '/player/sergi-enrich-36133']","['/player/g-iraizoz-29952', '/player/a-laporte-124620', '/player/x-etxeita-29955', '/player/i-lekue-185428', '/player/eneko-boveda-29963', '/player/benat-40234', '/player/g-elustondo-27449', '/player/javier-eraso-goni', '/player/ibai-gomez-30960', '/player/o-de-marcos-29973', '/player/a-aduriz-27116']"
2015-08-30 18:30:00+00:00,Sevilla,Atlético,"['/player/beto-41636', '/player/a-rami-3091', '/player/d-carrico-37468', '/player/b-tremoulinas-32135', '/player/coke-27398', '/player/g-krychowiak-98116', '/player/v-iborra-29348', '/player/e-banega-28179', '/player/j-reyes-21983', '/player/vitolo-32019', '/player/f-llorente-29980']","['/player/j-oblak-70593', '/player/d-godin-40586', '/player/j-gimenez-150773', '/player/jesus-gamez-23532', '/player/juanfran-23454', '/player/tiago-21162', '/player/gabi-7393', '/player/koke-33661', '/player/o-torres-138599', '/player/a-griezmann-32465', '/player/f-torres-29366']"
2015-08-30 18:30:00+00:00,Valencia,RC Deportivo,"['/player/m-ryan-66967', '/player/ruben-vezo-186438', '/player/s-mustafi-65710', '/player/gaya-146766', '/player/a-barragan-28231', '/player/danilo-197782', '/player/r-de-paul-158753', '/player/javi-fuego-23408', '/player/rodrigo-37776', '/player/santi-mina-162563', '/player/a-negredo-13324']","['/player/g-lux-13240', '/player/sidnei-17665', '/player/arribas-37030', '/player/f-navarro-23482', '/player/laure-23576', '/player/c-borges-211919', '/player/mosquera-33530', '/player/lucas-100849', '/player/f-fajr-110082', '/player/juanfran-28151', '/player/luis-alberto-52115']"
2015-08-30 20:30:00+00:00,Las Palmas,Levante,"['/player/j-varas-27047', '/player/aythami-artiles-23865', '/player/a-alcaraz-29812', '/player/bigas-60555', '/player/david-simon-39448', '/player/j-viera-32016', '/player/dani-castellano-27432', '/player/roque-40552', '/player/culio-4072', '/player/hernan-92853', '/player/s-araujo-71726']","['/player/ruben-29731', '/player/z-feddal-78524', '/player/trujillo-81656', '/player/juanfran-47715', '/player/ivan-lopez-79618', '/player/jose-mari-35480', '/player/tono-45899', '/player/camarasa-159874', '/player/n-ghilas-138983', '/player/verza-27530', '/player/deyverson-147808']"
2015-08-30 20:30:00+00:00,Getafe,Granada,"['/player/v-guaita-27206', '/player/alexis-23379', '/player/e-velazquez-130461', '/player/carlos-144261', '/player/damian-suarez-106246', '/player/m-lacen-10887', '/player/medran-124284', '/player/emi-205566', '/player/victor-rodriguez-35921', '/player/pedro-leon-24020', '/player/a-vazquez-73923']","['/player/andres-28004', '/player/lomban-30669', '/player/j-babin-34742', '/player/c-biraghi-83555', '/player/m-lopes-74789', '/player/r-khrin-37964', '/player/ruben-perez-33662', '/player/j-marquez-32851', '/player/r-rochina-29478', '/player/s-isaac-207108', '/player/y-el-arabi-44193']"
2015-09-11 18:30:00+00:00,Levante,Sevilla,"['/player/ruben-29731', '/player/juanfran-47715', '/player/trujillo-81656', '/player/tono-45899', '/player/morales-36180', '/player/z-feddal-78524', '/player/jose-mari-35480', '/player/camarasa-159874', '/player/verza-27530', '/player/deyverson-147808', '/player/n-ghilas-138983']","['/player/beto-41636', '/player/t-kolodziejczak-67054', '/player/m-andreolli-790', '/player/b-tremoulinas-32135', '/player/coke-27398', '/player/s-n-zonzi-147482', '/player/g-krychowiak-98116', '/player/g-kakuta-41227', '/player/vitolo-32019', '/player/k-gameiro-3354', '/player/f-llorente-29980']"
2015-09-12 14:00:00+00:00,Espanyol,Real Madrid,"['/player/pau-185802', '/player/m-ciani-32137', '/player/alvaro-34338', '/player/r-duarte-145407', '/player/arbilla-35660', '/player/victor-sanchez-30356', '/player/javi-lopez-41259', '/player/victor-alvarez-96888', '/player/salva-sevilla-27182', '/player/f-caicedo-510', '/player/gerard-moreno-107189']","['/player/k-navas-67500', '/player/sergio-ramos-23341', '/player/pepe-27010', '/player/marcelo-23343', '/player/d-carvajal-74892', '/player/casemiro-92909', '/player/l-modric-26968', '/player/g-bale-72', '/player/c-ronaldo-28185', '/player/isco-44027', '/player/k-benzema-3318']"
2015-09-12 16:15:00+00:00,Real Sporting,Valencia,"['/player/cuellar-23488', '/player/bernardo-41322', '/player/luis-hernandez-33525', '/player/isma-lopez-30759', '/player/lora-34972', '/player/omar-78466', '/player/sergio-alvarez-62271', '/player/a-halilovic-155877', '/player/jony-88603', '/player/pablo-perez-139156', '/player/a-sanabria-169666']","['/player/jaume-112764', '/player/a-abdennour-20813', '/player/s-mustafi-65710', '/player/gaya-146766', '/player/j-cancelo-218414', '/player/javi-fuego-23408', '/player/e-perez-71888', '/player/d-parejo-29364', '/player/p-piatti-27030', '/player/a-negredo-13324', '/player/s-feghouli-21325']"
2015-09-12 18:30:00+00:00,Atlético,Barcelona,"['/player/j-oblak-70593', '/player/d-godin-40586', '/player/j-gimenez-150773', '/player/filipe-luis-23573', '/player/juanfran-23454', '/player/tiago-21162', '/player/gabi-7393', '/player/koke-33661', '/player/o-torres-138599', '/player/a-griezmann-32465', '/player/f-torres-29366']","['/player/m-ter-stegen-67849', '/player/t-vermaelen-1497', '/player/j-mascherano-396', '/player/jordi-alba-28113', '/player/sergi-roberto-81723', '/player/s-busquets-27059', '/player/a-iniesta-22806', '/player/i-rakitic-2139', '/player/neymar-64511', '/player/l-suarez-29685', '/player/rafinha-81427']"
2015-09-12 20:00:00+00:00,Real Betis,R. Sociedad,"['/player/a-adan-33514', '/player/h-westermann-2005', '/player/bruno-57814', '/player/j-vargas-965', '/player/c-piccini-83208', '/player/petros-248824', '/player/a-n-diaye-21284', '/player/f-portillo-29935', '/player/joaquin-23384', '/player/jorge-molina-30563', '/player/ruben-castro-7564']","['/player/g-rulli-128876', '/player/d-reyes-114377', '/player/m-gonzalez-7270', '/player/a-de-la-bella-30476', '/player/elustondo-142657', '/player/a-illarramendi-100715', '/player/r-pardo-67829', '/player/c-vela-13332', '/player/bruma-162803', '/player/x-prieto-23648', '/player/jonathas-22366']"
2015-09-13 10:00:00+00:00,Granada,Villarreal,"['/player/andres-28004', '/player/lomban-30669', '/player/j-babin-34742', '/player/c-biraghi-83555', '/player/m-lopes-74789', '/player/ruben-perez-33662', '/player/r-khrin-37964', '/player/j-marquez-32851', '/player/r-rochina-29478', '/player/s-isaac-207108', '/player/y-el-arabi-44193']","['/player/a-areola-72161', '/player/victor-ruiz-43642', '/player/jaume-costa-36293', '/player/eric-145409', '/player/trigueros-35477', '/player/tomas-pina-48124', '/player/castillejo-118017', '/player/mario-27594', '/player/r-soldado-23519', '/player/c-bakambu-67856', '/player/nahuel-172895']"
2015-09-13 14:00:00+00:00,Athletic,Getafe,"['/player/g-iraizoz-29952', '/player/x-etxeita-29955', '/player/c-gurpegui-29971', '/player/i-lekue-185428', '/player/o-de-marcos-29973', '/player/benat-40234', '/player/m-san-jose-30357', '/player/raul-garcia-23527', '/player/a-aketxe-124623', '/player/m-susaeta-29976', '/player/a-aduriz-27116']","['/player/v-guaita-27206', '/player/alexis-23379', '/player/e-velazquez-130461', '/player/r-lago-28946', '/player/carlos-144261', '/player/m-lacen-10887', '/player/juan-rodriguez-23582', '/player/victor-rodriguez-35921', '/player/lafita-28268', '/player/pedro-leon-24020', '/player/s-scepovic-52235']"
2015-09-13 16:15:00+00:00,Celta,Las Palmas,"['/player/s-alvarez-30878', '/player/a-fontas-33161', '/player/g-cabral-16935', '/player/jonny-125484', '/player/h-mallo-36191', '/player/a-fernandez-72150', '/player/p-hernandez-98590', '/player/d-wass-15030', '/player/nolito-52787', '/player/i-aspas-7408', '/player/f-orellana-32947']","['/player/j-varas-27047', '/player/bigas-60555', '/player/a-alcaraz-29812', '/player/dani-castellano-27432', '/player/david-simon-39448', '/player/culio-4072', '/player/hernan-92853', '/player/j-viera-32016', '/player/roque-40552', '/player/s-araujo-71726', '/player/willian-jose-48594']"
2015-09-13 18:30:00+00:00,Málaga,Eibar,"['/player/c-kameni-23349', '/player/m-angeleri-17071', '/player/raul-albentosa-130301', '/player/a-boka-1858', '/player/r-rosales-107779', '/player/j-recio-35394', '/player/f-tissone-1165', '/player/r-horta-185526', '/player/n-amrabat-30100', '/player/charles-33039', '/player/juan-carlos-33531']","['/player/riesgo-30475', '/player/i-ramis-23388', '/player/m-dos-santos-54442', '/player/a-luna-52098', '/player/capa-116019', '/player/g-escalante-169910', '/player/dani-garcia-58188', '/player/adrian-23520', '/player/saul-30716', '/player/keko-33660', '/player/sergi-enrich-36133']"
2015-09-14 18:30:00+00:00,Rayo Vallecano,RC Deportivo,"['/player/juan-carlos-37037', '/player/a-amaya-27397', '/player/llorente-115131', '/player/nacho-martinez-67953', '/player/quini-91463', '/player/raul-baena-29302', '/player/r-trashorras-27299', '/player/p-ebert-2052', '/player/embarba-76584', '/player/p-hernandez-27020', '/player/javi-guerra-27457']","['/player/g-lux-13240', '/player/sidnei-17665', '/player/arribas-37030', '/player/f-navarro-23482', '/player/laure-23576', '/player/c-borges-211919', '/player/mosquera-33530', '/player/f-fajr-110082', '/player/luis-alberto-52115', '/player/juanfran-28151', '/player/lucas-100849']"
2015-09-18 18:30:00+00:00,Getafe,Málaga,"['/player/v-guaita-27206', '/player/alexis-23379', '/player/e-velazquez-130461', '/player/r-lago-28946', '/player/damian-suarez-106246', '/player/m-lacen-10887', '/player/medran-124284', '/player/wamberto-147689', '/player/lafita-28268', '/player/victor-rodriguez-35921', '/player/s-scepovic-52235']","['/player/c-kameni-23349', '/player/raul-albentosa-130301', '/player/m-angeleri-17071', '/player/a-boka-1858', '/player/r-rosales-107779', '/player/f-tissone-1165', '/player/j-recio-35394', '/player/n-amrabat-30100', '/player/duda-28112', '/player/r-horta-185526', '/player/charles-33039']"
2015-09-19 14:00:00+00:00,Real Madrid,Granada,"['/player/k-navas-67500', '/player/r-varane-103053', '/player/pepe-27010', '/player/marcelo-23343', '/player/d-carvajal-74892', '/player/t-kroos-2100', '/player/l-modric-26968', '/player/isco-44027', '/player/c-ronaldo-28185', '/player/lucas-94324', '/player/k-benzema-3318']","['/player/andres-28004', '/player/lomban-30669', '/player/doria-237319', '/player/c-biraghi-83555', '/player/m-lopes-74789', '/player/r-khrin-37964', '/player/j-marquez-32851', '/player/r-rochina-29478', '/player/edgar-82134', '/player/s-isaac-207108', '/player/y-el-arabi-44193']"
2015-09-19 16:15:00+00:00,Valencia,Real Betis,"['/player/jaume-112764', '/player/a-abdennour-20813', '/player/s-mustafi-65710', '/player/l-orban-52003', '/player/a-barragan-28231', '/player/javi-fuego-23408', '/player/d-parejo-29364', '/player/a-gomes-138776', '/player/rodrigo-37776', '/player/s-feghouli-21325', '/player/p-alcacer-39979']","['/player/a-adan-33514', '/player/h-westermann-2005', '/player/bruno-57814', '/player/j-vargas-965', '/player/molinero-29351', '/player/a-n-diaye-21284', '/player/dani-ceballos-204716', '/player/f-portillo-29935', '/player/joaquin-23384', '/player/jorge-molina-30563', '/player/ruben-castro-7564']"
2015-09-19 18:30:00+00:00,Eibar,Atlético,"['/player/riesgo-30475', '/player/i-ramis-23388', '/player/m-dos-santos-54442', '/player/a-luna-52098', '/player/capa-116019', '/player/dani-garcia-58188', '/player/g-escalante-169910', '/player/adrian-23520', '/player/saul-30716', '/player/keko-33660', '/player/sergi-enrich-36133']","['/player/j-oblak-70593', '/player/d-godin-40586', '/player/j-gimenez-150773', '/player/filipe-luis-23573', '/player/juanfran-23454', '/player/tiago-21162', '/player/gabi-7393', '/player/koke-33661', '/player/l-vietto-123781', '/player/a-griezmann-32465', '/player/j-martinez-87628']"
2015-09-19 20:00:00+00:00,R. Sociedad,Espanyol,"['/player/g-rulli-128876', '/player/m-gonzalez-7270', '/player/d-reyes-114377', '/player/a-de-la-bella-30476', '/player/elustondo-142657', '/player/a-illarramendi-100715', '/player/e-granero-29365', '/player/s-canales-36167', '/player/bruma-162803', '/player/c-vela-13332', '/player/i-agirretxe-30485']","['/player/pau-185802', '/player/e-roco-92555', '/player/alvaro-34338', '/player/fuentes-31295', '/player/rober-108894', '/player/victor-sanchez-30356', '/player/p-diop-3175', '/player/marco-asensio-190403', '/player/victor-alvarez-96888', '/player/h-perez-37645', '/player/gerard-moreno-107189']"
2015-09-20 10:00:00+00:00,Sevilla,Celta,"['/player/sergio-rico-94474', '/player/t-kolodziejczak-67054', '/player/m-andreolli-790', '/player/mariano-65012', '/player/coke-27398', '/player/s-n-zonzi-147482', '/player/g-krychowiak-98116', '/player/e-banega-28179', '/player/j-reyes-21983', '/player/vitolo-32019', '/player/k-gameiro-3354']","['/player/s-alvarez-30878', '/player/g-cabral-16935', '/player/sergi-gomez-79543', '/player/jonny-125484', '/player/h-mallo-36191', '/player/d-wass-15030', '/player/a-fernandez-72150', '/player/p-hernandez-98590', '/player/nolito-52787', '/player/f-orellana-32947', '/player/i-aspas-7408']"
2015-09-20 14:00:00+00:00,RC Deportivo,Real Sporting,"['/player/g-lux-13240', '/player/sidnei-17665', '/player/arribas-37030', '/player/f-navarro-23482', '/player/laure-23576', '/player/c-borges-211919', '/player/mosquera-33530', '/player/f-fajr-110082', '/player/luis-alberto-52115', '/player/juanfran-28151', '/player/lucas-100849']","['/player/alberto-garcia-67662', '/player/bernardo-41322', '/player/luis-hernandez-33525', '/player/canella-23492', '/player/lora-34972', '/player/nacho-cases-38390', '/player/sergio-alvarez-62271', '/player/alex-menendez-80331', '/player/a-halilovic-155877', '/player/guerrero-105327', '/player/a-sanabria-169666']"
2015-09-20 16:15:00+00:00,Villarreal,Athletic,"['/player/a-areola-72161', '/player/victor-ruiz-43642', '/player/eric-145409', '/player/jaume-costa-36293', '/player/mario-27594', '/player/tomas-pina-48124', '/player/bruno-27041', '/player/castillejo-118017', '/player/nahuel-172895', '/player/r-soldado-23519', '/player/c-bakambu-67856']","['/player/g-iraizoz-29952', '/player/a-laporte-124620', '/player/c-gurpegui-29971', '/player/m-balenziaga-29964', '/player/o-de-marcos-29973', '/player/mikel-rico-29279', '/player/m-san-jose-30357', '/player/javier-eraso-goni', '/player/sabin-124628', '/player/a-aketxe-124623', '/player/k-sola-27035']"
2015-09-20 18:30:00+00:00,Las Palmas,Rayo Vallecano,"['/player/raul-lizoain-107422', '/player/bigas-60555', '/player/a-alcaraz-29812', '/player/aythami-artiles-23865', '/player/david-simon-39448', '/player/dani-castellano-27432', '/player/hernan-92853', '/player/culio-4072', '/player/roque-40552', '/player/s-araujo-71726', '/player/j-viera-32016']","['/player/tono-75107', '/player/a-amaya-27397', '/player/llorente-115131', '/player/rat-139106', '/player/nacho-martinez-67953', '/player/raul-baena-29302', '/player/r-trashorras-27299', '/player/embarba-76584', '/player/bebe-79021', '/player/p-hernandez-27020', '/player/javi-guerra-27457']"
2015-09-20 18:30:00+00:00,Barcelona,Levante,"['/player/m-ter-stegen-67849', '/player/j-mascherano-396', '/player/m-bartra-40903', '/player/adriano-23484', '/player/d-alves-23559', '/player/s-busquets-27059', '/player/i-rakitic-2139', '/player/l-messi-23569', '/player/m-el-haddadi-174484', '/player/neymar-64511', '/player/s-ramirez-125859']","['/player/ruben-29731', '/player/z-feddal-78524', '/player/trujillo-81656', '/player/juanfran-47715', '/player/verza-27530', '/player/camarasa-159874', '/player/jefferson-lerma-208598', '/player/tono-45899', '/player/ivan-lopez-79618', '/player/n-ghilas-138983', '/player/roger-58724']"
2015-09-22 18:00:00+00:00,Atlético,Getafe,"['/player/j-oblak-70593', '/player/d-godin-40586', '/player/s-savi-75798', '/player/g-siqueira-67703', '/player/juanfran-23454', '/player/saul-76168', '/player/gabi-7393', '/player/y-ferreira-carrasco-139695', '/player/o-torres-138599', '/player/a-griezmann-32465', '/player/f-torres-29366']","['/player/v-guaita-27206', '/player/alexis-23379', '/player/s-vergini-112010', '/player/carlos-144261', '/player/damian-suarez-106246', '/player/juan-rodriguez-23582', '/player/medran-124284', '/player/victor-rodriguez-35921', '/player/lafita-28268', '/player/pedro-leon-24020', '/player/s-scepovic-52235']"
2015-09-22 18:00:00+00:00,Espanyol,Valencia,"['/player/pau-185802', '/player/e-roco-92555', '/player/alvaro-34338', '/player/r-duarte-145407', '/player/arbilla-35660', '/player/victor-sanchez-30356', '/player/j-canas-40820', '/player/marco-asensio-190403', '/player/victor-alvarez-96888', '/player/h-perez-37645', '/player/f-caicedo-510']","['/player/jaume-112764', '/player/a-abdennour-20813', '/player/aderlan-santos-148334', '/player/gaya-146766', '/player/j-cancelo-218414', '/player/javi-fuego-23408', '/player/e-perez-71888', '/player/danilo-197782', '/player/z-bakkali-186657', '/player/santi-mina-162563', '/player/rodrigo-37776']"
