name,market_value,team,Season
Josep Lluís Martí,"1,50 mill. €",Sevilla,2005_06
Antonio Vera,-,Sevilla,2005_06
Enzo Maresca,"8,00 mill. €",Sevilla,2005_06
Renato,"5,00 mill. €",Sevilla,2005_06
Jordi López,500 mil €,Sevilla,2005_06
Bruno Herrero,75 mil €,Sevilla,2005_06
Antonio López,-,Sevilla,2005_06
Jesuli,"3,00 mill. €",Sevilla,2005_06
Diego Capel,500 mil €,Sevilla,2005_06
Alejandro Alfaro,100 mil €,Sevilla,2005_06
Fernando Sales,"2,80 mill. €",Sevilla,2005_06
Javier Saviola,"11,50 mill. €",Sevilla,2005_06
Luís Fabiano,"11,00 mill. €",Sevilla,2005_06
Frédéric Kanouté,"7,50 mill. €",Sevilla,2005_06
Ariza Makukula,"4,25 mill. €",Sevilla,2005_06
Kepa Blanco,"1,50 mill. €",Sevilla,2005_06
Carlitos,300 mil €,Sevilla,2005_06
Santiago Cañizares,"5,50 mill. €",Valencia,2005_06
Ludovic Butelle,"1,50 mill. €",Valencia,2005_06
Juan Luis Mora,800 mil €,Valencia,2005_06
Carlos Marchena,"13,00 mill. €",Valencia,2005_06
Roberto Ayala,"8,75 mill. €",Valencia,2005_06
Emiliano Moretti,"4,50 mill. €",Valencia,2005_06
Raúl Albiol,"2,50 mill. €",Valencia,2005_06
Marco Caneira,"2,10 mill. €",Valencia,2005_06
David Navarro,"1,80 mill. €",Valencia,2005_06
Fábio Aurélio,"7,00 mill. €",Valencia,2005_06
José Enrique,800 mil €,Valencia,2005_06
Amedeo Carboni,350 mil €,Valencia,2005_06
Miguel,"10,00 mill. €",Valencia,2005_06
Curro Torres,"4,00 mill. €",Valencia,2005_06
Manuel Ruz,400 mil €,Valencia,2005_06
Pedro López,275 mil €,Valencia,2005_06
David Albelda,"15,00 mill. €",Valencia,2005_06
Gonzalo de los Santos,"2,50 mill. €",Valencia,2005_06
Rubén Baraja,"14,00 mill. €",Valencia,2005_06
Hugo Viana,"7,50 mill. €",Valencia,2005_06
Edú Gaspar,"7,00 mill. €",Valencia,2005_06
Juanlu Hens,-,Valencia,2005_06
Pablo Aimar,"18,00 mill. €",Valencia,2005_06
Líbero Parri,"1,00 mill. €",Valencia,2005_06
Vicente,"22,00 mill. €",Valencia,2005_06
Mario Regueiro,"3,50 mill. €",Valencia,2005_06
Francisco Rufete,"7,50 mill. €",Valencia,2005_06
Jorge López,"1,00 mill. €",Valencia,2005_06
Pablo Hernández,-,Valencia,2005_06
Miguel Ángel Angulo,"8,00 mill. €",Valencia,2005_06
David Villa,"22,00 mill. €",Valencia,2005_06
Mista,"8,28 mill. €",Valencia,2005_06
Marco Di Vaio,"8,00 mill. €",Valencia,2005_06
Patrick Kluivert,"5,00 mill. €",Valencia,2005_06
Sebastián Viera,"2,25 mill. €",Villarreal,2005_06
Mariano Barbosa,"2,25 mill. €",Villarreal,2005_06
Javier López Vallejo,300 mil €,Villarreal,2005_06
Juan Carlos,50 mil €,Villarreal,2005_06
Gonzalo Rodríguez,"4,00 mill. €",Villarreal,2005_06
Josemi,"2,75 mill. €",Villarreal,2005_06
Juan Manuel Peña,"1,50 mill. €",Villarreal,2005_06
Quique Álvarez,900 mil €,Villarreal,2005_06
César Arzo,400 mil €,Villarreal,2005_06
Oscar López,100 mil €,Villarreal,2005_06
Juan Pablo Sorín,"5,50 mill. €",Villarreal,2005_06
Rodolfo Arruabarrena,"2,00 mill. €",Villarreal,2005_06
Carlos Alcántara,150 mil €,Villarreal,2005_06
Jan Kromkamp,"5,00 mill. €",Villarreal,2005_06
Javi Venta,"2,25 mill. €",Villarreal,2005_06
Antonio Valencia,"2,25 mill. €",Villarreal,2005_06
Alessio Tacchinardi,"5,00 mill. €",Villarreal,2005_06
Marcos Senna,"1,75 mill. €",Villarreal,2005_06
Josico,800 mil €,Villarreal,2005_06
Héctor Font,600 mil €,Villarreal,2005_06
Santi Cazorla,400 mil €,Villarreal,2005_06
Roger García,"3,00 mill. €",Villarreal,2005_06
Javier Calleja,500 mil €,Villarreal,2005_06
Juan Román Riquelme,"18,00 mill. €",Villarreal,2005_06
Javi Rubio,500 mil €,Villarreal,2005_06
Marquitos,50 mil €,Villarreal,2005_06
Xisco Nadal,600 mil €,Villarreal,2005_06
Antonio Guayre,400 mil €,Villarreal,2005_06
Diego Forlán,"9,00 mill. €",Villarreal,2005_06
Luciano Figueroa,"3,75 mill. €",Villarreal,2005_06
José Mari,"3,50 mill. €",Villarreal,2005_06
Guillermo Franco,"2,50 mill. €",Villarreal,2005_06
César Sánchez,"1,75 mill. €",Real Zaragoza,2005_06
Miguel Martínez,200 mil €,Real Zaragoza,2005_06
Raúl Valbuena,150 mil €,Real Zaragoza,2005_06
Juan José Camacho,-,Real Zaragoza,2005_06
Gabriel Milito,"8,50 mill. €",Real Zaragoza,2005_06
Álvaro,"2,25 mill. €",Real Zaragoza,2005_06
César Jiménez,400 mil €,Real Zaragoza,2005_06
Capi,400 mil €,Real Zaragoza,2005_06
Chus Herrero,200 mil €,Real Zaragoza,2005_06
Agustín Aranzabal,"1,75 mill. €",Real Zaragoza,2005_06
Delio Toledo,900 mil €,Real Zaragoza,2005_06
Carlos Cuartero,"1,50 mill. €",Real Zaragoza,2005_06
Albert Celades,"3,50 mill. €",Real Zaragoza,2005_06
José María Movilla,"3,00 mill. €",Real Zaragoza,2005_06
Leonardo Ponzio,900 mil €,Real Zaragoza,2005_06
Alberto Zapater,400 mil €,Real Zaragoza,2005_06
Miguel Ángel Corona,"3,00 mill. €",Real Zaragoza,2005_06
David Generelo,600 mil €,Real Zaragoza,2005_06
Óscar González,"1,00 mill. €",Real Zaragoza,2005_06
Cani,"11,00 mill. €",Real Zaragoza,2005_06
Sávio,"4,25 mill. €",Real Zaragoza,2005_06
Ángel Lafita,400 mil €,Real Zaragoza,2005_06
Ewerthon,"12,00 mill. €",Real Zaragoza,2005_06
Diego Milito,"6,00 mill. €",Real Zaragoza,2005_06
Sergio García,"2,50 mill. €",Real Zaragoza,2005_06
Daniel Aranzubia,"3,00 mill. €",Athletic,2006_07
Iñaki Lafuente,"1,50 mill. €",Athletic,2006_07
Unai Alba,100 mil €,Athletic,2006_07
Aitor Alcalde,100 mil €,Athletic,2006_07
Javi Martínez,"5,00 mill. €",Athletic,2006_07
Carlos Gurpegui,"3,00 mill. €",Athletic,2006_07
Ander Murillo,900 mil €,Athletic,2006_07
Luis Prieto,800 mil €,Athletic,2006_07
Ustaritz,750 mil €,Athletic,2006_07
Josu Sarriegi,700 mil €,Athletic,2006_07
Fernando Amorebieta,400 mil €,Athletic,2006_07
Unai Vergara,350 mil €,Athletic,2006_07
Gaizka Bergara,100 mil €,Athletic,2006_07
Javi Casas,"1,25 mill. €",Athletic,2006_07
Andoni Iraola,"7,50 mill. €",Athletic,2006_07
Unai Expósito,"1,00 mill. €",Athletic,2006_07
Iban Zubiaurre,100 mil €,Athletic,2006_07
Pablo Orbaiz,"1,50 mill. €",Athletic,2006_07
Javier Iturriaga,350 mil €,Athletic,2006_07
Joseba Garmendia,"1,20 mill. €",Athletic,2006_07
Tiko,"1,00 mill. €",Athletic,2006_07
Beñat Etxebarria,150 mil €,Athletic,2006_07
Javi González,900 mil €,Athletic,2006_07
Igor Gabilondo,"3,00 mill. €",Athletic,2006_07
Fran Yeste,"9,50 mill. €",Athletic,2006_07
Mikel Dañobeitia,750 mil €,Athletic,2006_07
Joseba Etxeberria,"3,00 mill. €",Athletic,2006_07
Aritz Aduriz,"4,50 mill. €",Athletic,2006_07
Fernando Llorente,"2,50 mill. €",Athletic,2006_07
Ismael Urzaiz,-,Athletic,2006_07
Leo Franco,"8,50 mill. €",Atlético,2006_07
Iván Cuéllar,500 mil €,Atlético,2006_07
Ismael Falcón,100 mil €,Atlético,2006_07
Roberto,100 mil €,Atlético,2006_07
Eder Martínez,100 mil €,Atlético,2006_07
Luis Amaranto Perea,"10,50 mill. €",Atlético,2006_07
Pablo Ibáñez,"9,00 mill. €",Atlético,2006_07
Zé Castro,"3,00 mill. €",Atlético,2006_07
Fabiano Eller,"2,50 mill. €",Atlético,2006_07
Federico Azcárate,-,Atlético,2006_07
Antonio López,"10,00 mill. €",Atlético,2006_07
Mariano Pernía,"3,00 mill. €",Atlético,2006_07
Georgios Seitaridis,"7,00 mill. €",Atlético,2006_07
Juan Valera,800 mil €,Atlético,2006_07
Costinha,"9,00 mill. €",Atlético,2006_07
Peter Luccin,"6,50 mill. €",Atlético,2006_07
Mario Suárez,250 mil €,Atlético,2006_07
Maniche,"10,50 mill. €",Atlético,2006_07
Gabi,"2,50 mill. €",Atlético,2006_07
Pollo,-,Atlético,2006_07
Óscar Jiménez,-,Atlético,2006_07
José Manuel Jurado,"5,50 mill. €",Atlético,2006_07
Víctor Bravo,500 mil €,Atlético,2006_07
Maxi Rodríguez,"12,00 mill. €",Atlético,2006_07
Martin Petrov,"10,00 mill. €",Atlético,2006_07
Jacobo Ynclán,-,Atlético,2006_07
Luciano Galletti,"5,00 mill. €",Atlético,2006_07
Fernando Marqués,500 mil €,Atlético,2006_07
Miguel de las Cuevas,-,Atlético,2006_07
Fernando Torres,"30,00 mill. €",Atlético,2006_07
Sergio Agüero,"20,00 mill. €",Atlético,2006_07
Mista,"6,50 mill. €",Atlético,2006_07
Rufino Segovia,150 mil €,Atlético,2006_07
Roberto Batres,-,Atlético,2006_07
Víctor Valdés,"13,50 mill. €",Barcelona,2006_07
Albert Jorquera,"1,10 mill. €",Barcelona,2006_07
Rubén Martínez,250 mil €,Barcelona,2006_07
Carles Puyol,"30,00 mill. €",Barcelona,2006_07
Rafa Márquez,"16,00 mill. €",Barcelona,2006_07
Lilian Thuram,"4,90 mill. €",Barcelona,2006_07
Oleguer,"3,75 mill. €",Barcelona,2006_07
Jesús Olmo,50 mil €,Barcelona,2006_07
Marc Valiente,-,Barcelona,2006_07
Giovanni van Bronckhorst,"5,20 mill. €",Barcelona,2006_07
Sylvinho,"2,90 mill. €",Barcelona,2006_07
Gianluca Zambrotta,"26,00 mill. €",Barcelona,2006_07
Juliano Belletti,"4,50 mill. €",Barcelona,2006_07
Thiago Motta,"7,50 mill. €",Barcelona,2006_07
Edmílson,"6,60 mill. €",Barcelona,2006_07
Marc Crosas,-,Barcelona,2006_07
Xavi,"31,00 mill. €",Barcelona,2006_07
Andrés Iniesta,"22,00 mill. €",Barcelona,2006_07
Mark van Bommel,"15,00 mill. €",Barcelona,2006_07
Jordi Gómez,50 mil €,Barcelona,2006_07
Lluis Sastre,50 mil €,Barcelona,2006_07
Deco,"25,00 mill. €",Barcelona,2006_07
Víctor Vázquez,-,Barcelona,2006_07
Ronaldinho,"70,00 mill. €",Barcelona,2006_07
Lionel Messi,"15,00 mill. €",Barcelona,2006_07
Ludovic Giuly,"7,00 mill. €",Barcelona,2006_07
Jeffrén,-,Barcelona,2006_07
Javier Saviola,"8,65 mill. €",Barcelona,2006_07
Giovani dos Santos,"1,00 mill. €",Barcelona,2006_07
Samuel Eto'o,"38,00 mill. €",Barcelona,2006_07
Eidur Gudjohnsen,"8,50 mill. €",Barcelona,2006_07
Santiago Ezquerro,"3,00 mill. €",Barcelona,2006_07
Toni Doblas,"3,00 mill. €",Betis,2006_07
Pedro Contreras,"2,00 mill. €",Betis,2006_07
Casto,125 mil €,Betis,2006_07
Juanito,"7,00 mill. €",Betis,2006_07
Melli,"6,00 mill. €",Betis,2006_07
Branko Ilic,"2,00 mill. €",Betis,2006_07
Nano Rivas,"1,50 mill. €",Betis,2006_07
Alejandro Lembo,"1,25 mill. €",Betis,2006_07
Arzu,"1,00 mill. €",Betis,2006_07
David Rivas,800 mil €,Betis,2006_07
Enrique Romero,750 mil €,Betis,2006_07
Fernando Vega,750 mil €,Betis,2006_07
Damià Abella,"3,00 mill. €",Betis,2006_07
Óscar López,"1,25 mill. €",Betis,2006_07
Isidoro,-,Betis,2006_07
Johann Vogel,"2,75 mill. €",Betis,2006_07
Miguel Ángel,"2,00 mill. €",Betis,2006_07
Juande Prados,"1,50 mill. €",Betis,2006_07
José Manuel Cañamero,-,Betis,2006_07
Marcos Assunção,"5,00 mill. €",Betis,2006_07
Alberto Rivera,"2,50 mill. €",Betis,2006_07
Benjamín,"1,25 mill. €",Betis,2006_07
Juan Pablo Caffa,750 mil €,Betis,2006_07
Capi,"3,00 mill. €",Betis,2006_07
Fernando,"1,50 mill. €",Betis,2006_07
Francisco Maldonado,500 mil €,Betis,2006_07
Jorge Wagner,"1,00 mill. €",Betis,2006_07
David Odonkor,"2,50 mill. €",Betis,2006_07
Fabrice Pancrate,"2,00 mill. €",Betis,2006_07
Xisco Muñoz,"3,75 mill. €",Betis,2006_07
Edú,"3,50 mill. €",Betis,2006_07
Rafael Sóbis,"10,00 mill. €",Betis,2006_07
Robert,"4,00 mill. €",Betis,2006_07
Dani,"1,00 mill. €",Betis,2006_07
Esteban,"2,50 mill. €",Celta,2006_07
José Manuel Pinto,"1,50 mill. €",Celta,2006_07
Dani,-,Celta,2006_07
Pablo Contreras,"3,00 mill. €",Celta,2006_07
Matías Lequi,"2,00 mill. €",Celta,2006_07
Gabriel Tamaș,"1,75 mill. €",Celta,2006_07
Yago Yao,300 mil €,Celta,2006_07
Dani Martino,-,Celta,2006_07
Richy,-,Celta,2006_07
Diego Placente,"4,50 mill. €",Celta,2006_07
Areias,500 mil €,Celta,2006_07
Roberto Lago,200 mil €,Celta,2006_07
Ángel López,"1,50 mill. €",Celta,2006_07
George Lucas,450 mil €,Celta,2006_07
Pablo García,"4,50 mill. €",Celta,2006_07
Borja Oubiña,"3,00 mill. €",Celta,2006_07
Roberto Sousa,800 mil €,Celta,2006_07
Jorge Larena,"3,00 mill. €",Celta,2006_07
Iriney,"2,00 mill. €",Celta,2006_07
Jonathan Aspas,"1,20 mill. €",Celta,2006_07
Jonathan Vila,75 mil €,Celta,2006_07
Nenê,"4,00 mill. €",Celta,2006_07
Fabián Canobbio,"1,50 mill. €",Celta,2006_07
Gustavo López,"7,50 mill. €",Celta,2006_07
Daniël de Ridder,"1,25 mill. €",Celta,2006_07
Antonio Núñez,"1,30 mill. €",Celta,2006_07
Antonio Guayre,400 mil €,Celta,2006_07
Dani Abalo,-,Celta,2006_07
Habib Bamogo,"2,80 mill. €",Celta,2006_07
Fernando Baiano,"3,00 mill. €",Celta,2006_07
Jesús Perera,350 mil €,Celta,2006_07
Iago Aspas,-,Celta,2006_07
Dudu Aouate,"3,50 mill. €",RC Deportivo,2006_07
Gustavo Munúa,"1,00 mill. €",RC Deportivo,2006_07
Fabri,100 mil €,RC Deportivo,2006_07
Alberto Domínguez,-,RC Deportivo,2006_07
Jorge Andrade,"12,50 mill. €",RC Deportivo,2006_07
Fabricio Coloccini,"8,00 mill. €",RC Deportivo,2006_07
Juanma Delgado,"1,80 mill. €",RC Deportivo,2006_07
Rodri,"1,50 mill. €",RC Deportivo,2006_07
Alberto Lopo,"1,50 mill. €",RC Deportivo,2006_07
Adrián López,-,RC Deportivo,2006_07
Joan Capdevila,"7,50 mill. €",RC Deportivo,2006_07
Filipe Luís,650 mil €,RC Deportivo,2006_07
Manuel Pablo,"6,00 mill. €",RC Deportivo,2006_07
Álvaro Arbeloa,"3,80 mill. €",RC Deportivo,2006_07
Antonio Barragán,250 mil €,RC Deportivo,2006_07
Aldo Duscher,"7,50 mill. €",RC Deportivo,2006_07
Julian de Guzmán,"3,00 mill. €",RC Deportivo,2006_07
Juan Rodríguez,800 mil €,RC Deportivo,2006_07
Sergio,"8,00 mill. €",RC Deportivo,2006_07
Fabián Estoyanoff,"1,75 mill. €",RC Deportivo,2006_07
Juan Carlos Valerón,"14,00 mill. €",RC Deportivo,2006_07
Joan Verdú,"1,00 mill. €",RC Deportivo,2006_07
Iago Iglesias,250 mil €,RC Deportivo,2006_07
Iván Pérez,-,RC Deportivo,2006_07
Cristian Hidalgo,50 mil €,RC Deportivo,2006_07
Pablo Álvarez,-,RC Deportivo,2006_07
Riki,"6,00 mill. €",RC Deportivo,2006_07
Javier Arizmendi,"4,00 mill. €",RC Deportivo,2006_07
Sebastián Taborda,"2,25 mill. €",RC Deportivo,2006_07
Rodolfo Bodipo,"2,00 mill. €",RC Deportivo,2006_07
Dani Bea,100 mil €,RC Deportivo,2006_07
Adrián López,50 mil €,RC Deportivo,2006_07
Rubén Rivera,-,RC Deportivo,2006_07
Carlos Kameni,"4,00 mill. €",Espanyol,2006_07
Biel Ribas,300 mil €,Espanyol,2006_07
Gorka Iraizoz,50 mil €,Espanyol,2006_07
Isaac Becerra,-,Espanyol,2006_07
Juan Velasco,"3,50 mill. €",Espanyol,2006_07
Sergio Sánchez,300 mil €,Espanyol,2006_07
Dani Jarque,300 mil €,Espanyol,2006_07
Marc Torrejón,100 mil €,Espanyol,2006_07
Albert Serrán,-,Espanyol,2006_07
David García,400 mil €,Espanyol,2006_07
Pablo Zabaleta,"4,00 mill. €",Espanyol,2006_07
Armando Sá,"1,00 mill. €",Espanyol,2006_07
Mari Lacruz,600 mil €,Espanyol,2006_07
Javi Chica,50 mil €,Espanyol,2006_07
Eduardo Costa,"3,00 mill. €",Espanyol,2006_07
Frédson,900 mil €,Espanyol,2006_07
Moisés Hurtado,800 mil €,Espanyol,2006_07
Luis García,"3,00 mill. €",Espanyol,2006_07
Jônatas,"1,50 mill. €",Espanyol,2006_07
Ito,"1,00 mill. €",Espanyol,2006_07
Ángel Martínez,-,Espanyol,2006_07
Marc Pedraza,-,Espanyol,2006_07
Javi Márquez,-,Espanyol,2006_07
Albert Riera,"5,00 mill. €",Espanyol,2006_07
Iván de la Peña,"5,25 mill. €",Espanyol,2006_07
Moha,700 mil €,Espanyol,2006_07
Julián López de Lerma,-,Espanyol,2006_07
Miguel Palanca,-,Espanyol,2006_07
César Peixoto,"2,50 mill. €",Espanyol,2006_07
Francisco Rufete,"7,50 mill. €",Espanyol,2006_07
Raúl Tamudo,"8,00 mill. €",Espanyol,2006_07
Walter Pandiani,"7,50 mill. €",Espanyol,2006_07
Jonathan Soriano,500 mil €,Espanyol,2006_07
Ferrán Corominas,400 mil €,Espanyol,2006_07
Roberto Abbondanzieri,"3,50 mill. €",Getafe,2006_07
Luis García,"1,00 mill. €",Getafe,2006_07
Manel Arroyo,-,Getafe,2006_07
Alexis Ruano,"10,00 mill. €",Getafe,2006_07
David Belenguer,"1,75 mill. €",Getafe,2006_07
Rubén Pulido,800 mil €,Getafe,2006_07
Manuel Tena,500 mil €,Getafe,2006_07
Alberto Aguilar,500 mil €,Getafe,2006_07
Javier Paredes,"1,40 mill. €",Getafe,2006_07
Nacho,"1,35 mill. €",Getafe,2006_07
Lucas Licht,500 mil €,Getafe,2006_07
David Cortés,"3,00 mill. €",Getafe,2006_07
Cosmin Contra,"1,00 mill. €",Getafe,2006_07
Fabio Celestini,"1,50 mill. €",Getafe,2006_07
Javi Casquero,"1,50 mill. €",Getafe,2006_07
Mario Cotelo,"1,20 mill. €",Getafe,2006_07
Pablo Redondo,"1,00 mill. €",Getafe,2006_07
Ángel Vivar Dorado,500 mil €,Getafe,2006_07
David Sousa,400 mil €,Getafe,2006_07
Juan Albín,250 mil €,Getafe,2006_07
Maris Verpakovskis,"3,00 mill. €",Getafe,2006_07
Dani Güiza,"2,00 mill. €",Getafe,2006_07
Veljko Paunovic,"1,20 mill. €",Getafe,2006_07
Sergio Pachón,"1,20 mill. €",Getafe,2006_07
Manu del Moral,"1,00 mill. €",Getafe,2006_07
Albano Bizzarri,"2,75 mill. €",Gimnástic Tarragona,2006_07
Álvaro Iglesias,-,Gimnástic Tarragona,2006_07
Rubén Pérez,-,Gimnástic Tarragona,2006_07
Aníbal Matellán,"1,80 mill. €",Gimnástic Tarragona,2006_07
Julio Cáceres,"1,75 mill. €",Gimnástic Tarragona,2006_07
César Navas,800 mil €,Gimnástic Tarragona,2006_07
Miguel Llera,450 mil €,Gimnástic Tarragona,2006_07
Manolo Martínez,300 mil €,Gimnástic Tarragona,2006_07
Óscar Álvarez,-,Gimnástic Tarragona,2006_07
David García,-,Gimnástic Tarragona,2006_07
Mingo,450 mil €,Gimnástic Tarragona,2006_07
Marco Ortega,-,Gimnástic Tarragona,2006_07
Óscar López,"1,25 mill. €",Gimnástic Tarragona,2006_07
Manuel Ruz,400 mil €,Gimnástic Tarragona,2006_07
José Calvo,-,Gimnástic Tarragona,2006_07
Constantin Gâlcă,"1,25 mill. €",Gimnástic Tarragona,2006_07
Abel Buades,500 mil €,Gimnástic Tarragona,2006_07
Sebastien Chabaud,500 mil €,Gimnástic Tarragona,2006_07
Àngel Morales,300 mil €,Gimnástic Tarragona,2006_07
Jesús Serrano,-,Gimnástic Tarragona,2006_07
Tobias Grahn,"1,00 mill. €",Gimnástic Tarragona,2006_07
David Generelo,600 mil €,Gimnástic Tarragona,2006_07
Juan Díaz,500 mil €,Gimnástic Tarragona,2006_07
David Cuéllar,600 mil €,Gimnástic Tarragona,2006_07
Alejandro Campano,450 mil €,Gimnástic Tarragona,2006_07
Carlos Merino,300 mil €,Gimnástic Tarragona,2006_07
Antonio Pinilla,800 mil €,Gimnástic Tarragona,2006_07
David Limones,250 mil €,Gimnástic Tarragona,2006_07
Valeriy Podolyak,-,Gimnástic Tarragona,2006_07
Ariza Makukula,"4,25 mill. €",Gimnástic Tarragona,2006_07
Javier Portillo,"3,50 mill. €",Gimnástic Tarragona,2006_07
Rubén Castro,"1,50 mill. €",Gimnástic Tarragona,2006_07
Gil,"1,25 mill. €",Gimnástic Tarragona,2006_07
Irurzun,750 mil €,Gimnástic Tarragona,2006_07
Miguel Ángel Moyá,"2,50 mill. €",Mallorca,2006_07
Toni Prats,"1,25 mill. €",Mallorca,2006_07
Juanjo,-,Mallorca,2006_07
Iván Ramis,"1,50 mill. €",Mallorca,2006_07
José Nunes,"1,50 mill. €",Mallorca,2006_07
Sergio Ballesteros,"1,50 mill. €",Mallorca,2006_07
Fernando Navarro,"2,50 mill. €",Mallorca,2006_07
Javier Dorado,-,Mallorca,2006_07
Héctor Berenguel,"4,50 mill. €",Mallorca,2006_07
Fernando Varela,500 mil €,Mallorca,2006_07
Angelos Basinas,"4,00 mill. €",Mallorca,2006_07
Guillermo Pereyra,"3,50 mill. €",Mallorca,2006_07
Jordi López,500 mil €,Mallorca,2006_07
Juan Arango,"1,50 mill. €",Mallorca,2006_07
Jonás Gutiérrez,"1,00 mill. €",Mallorca,2006_07
Ariel Ibagaza,"7,50 mill. €",Mallorca,2006_07
Leonardo Pisculichi,"1,75 mill. €",Mallorca,2006_07
Óscar Trejo,-,Mallorca,2006_07
Boško Janković,"5,00 mill. €",Mallorca,2006_07
Daniel Komé,"1,00 mill. €",Mallorca,2006_07
Tuni,500 mil €,Mallorca,2006_07
Diego Tristán,"7,00 mill. €",Mallorca,2006_07
Maxi López,"5,50 mill. €",Mallorca,2006_07
Víctor Casadesús,800 mil €,Mallorca,2006_07
José Francisco Molina,"3,85 mill. €",Levante,2006_07
Pablo Cavallero,"1,75 mill. €",Levante,2006_07
Ignacio Aizpurúa,-,Levante,2006_07
Juan Tejera,-,Levante,2006_07
Álvaro,"2,25 mill. €",Levante,2006_07
Frédéric Déhu,"2,00 mill. €",Levante,2006_07
César Martín,"1,75 mill. €",Levante,2006_07
José Serrano,-,Levante,2006_07
Ian Harte,"3,50 mill. €",Levante,2006_07
Alexis,600 mil €,Levante,2006_07
Luis Rubiales,300 mil €,Levante,2006_07
Zé Maria,"1,00 mill. €",Levante,2006_07
Iñaki Descarga,700 mil €,Levante,2006_07
Manolo Gaspar,200 mil €,Levante,2006_07
Mathieu Berson,"3,50 mill. €",Levante,2006_07
Sylvain N'Diaye,"1,50 mill. €",Levante,2006_07
Diego Camacho,700 mil €,Levante,2006_07
Damiano Tommasi,750 mil €,Levante,2006_07
Laurent Courtois,850 mil €,Levante,2006_07
Olivier Kapo,"4,00 mill. €",Levante,2006_07
Carmelo,250 mil €,Levante,2006_07
Laurent Robert,"6,60 mill. €",Levante,2006_07
Riga Mustapha,"1,00 mill. €",Levante,2006_07
Félix Ettien,400 mil €,Levante,2006_07
Salva Ballesta,"6,00 mill. €",Levante,2006_07
Péguy Luyindula,"4,00 mill. €",Levante,2006_07
Albert Meyong,"4,00 mill. €",Levante,2006_07
Vladimir Manchev,"1,75 mill. €",Levante,2006_07
Nino,300 mil €,Levante,2006_07
Gustavo Reggi,250 mil €,Levante,2006_07
Ricardo,"2,80 mill. €",Osasuna,2006_07
Juantxo Elía,300 mil €,Osasuna,2006_07
Roberto Santamaría,100 mil €,Osasuna,2006_07
Jaime Penedo,100 mil €,Osasuna,2006_07
Miguel Flaño,"4,00 mill. €",Osasuna,2006_07
César Cruchaga,"1,00 mill. €",Osasuna,2006_07
Carlos Cuéllar,750 mil €,Osasuna,2006_07
Josetxo,500 mil €,Osasuna,2006_07
Jon Echaide,-,Osasuna,2006_07
Iñaki Astiz,-,Osasuna,2006_07
César Azpilicueta,-,Osasuna,2006_07
Enrique Corrales,"4,00 mill. €",Osasuna,2006_07
Nacho Monreal,"1,50 mill. €",Osasuna,2006_07
Javier Flaño,"7,00 mill. €",Osasuna,2006_07
Juanfran Torres,"6,00 mill. €",Osasuna,2006_07
José Izquierdo,"1,00 mill. €",Osasuna,2006_07
Javad Nekounam,"3,50 mill. €",Osasuna,2006_07
Patxi Puñal,"2,00 mill. €",Osasuna,2006_07
Iñaki Muñoz,"1,00 mill. €",Osasuna,2006_07
Oier Sanjurjo,-,Osasuna,2006_07
David López,"1,50 mill. €",Osasuna,2006_07
Héctor Font,750 mil €,Osasuna,2006_07
Jon Erice,-,Osasuna,2006_07
