Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
SP1,2014-10-18,Barcelona,Eibar,3,0,H,0,0,D,27,4,12,2,9,13,12,3,2,2,0,0,1.1,9.0,21.0
SP1,2014-10-18,Córdoba,Málaga,1,2,A,0,2,A,8,8,2,4,16,21,6,13,2,3,0,0,3.25,3.0,2.38
SP1,2014-10-18,Levante,Real Madrid,0,5,A,0,2,A,11,21,1,11,13,8,6,3,4,0,0,0,13.0,7.5,1.17
SP1,2014-10-19,Atlético,Espanyol,2,0,H,1,0,H,20,7,9,1,19,19,12,1,0,0,0,0,1.33,4.75,9.5
SP1,2014-10-19,Elche,Sevilla,0,2,A,0,0,D,12,10,1,7,18,23,6,4,5,2,0,0,3.6,3.4,2.05
SP1,2014-10-19,RC Deportivo,Valencia,3,0,H,2,0,H,11,8,5,1,19,19,3,5,3,3,0,0,4.5,3.4,1.83
SP1,2014-10-19,Villarreal,Almería,2,0,H,1,0,H,17,10,8,3,20,16,6,4,5,2,0,0,1.33,5.0,9.0
SP1,2014-10-20,R. Sociedad,Getafe,1,2,A,0,0,D,13,16,2,7,10,13,8,4,1,3,0,0,1.53,4.0,6.0
SP1,2014-10-24,Celta,Levante,3,0,H,1,0,H,13,4,4,0,14,16,7,0,0,3,0,0,1.44,4.5,6.0
SP1,2014-10-25,Almería,Athletic,0,1,A,0,0,D,7,6,3,1,10,14,4,8,2,1,0,0,3.3,3.25,2.2
SP1,2014-10-25,Córdoba,R. Sociedad,1,1,D,0,1,A,7,7,3,1,13,12,5,4,3,2,0,0,3.4,3.2,2.2
SP1,2014-10-25,Eibar,Granada,1,1,D,1,1,D,7,8,3,3,14,14,7,8,3,4,0,0,2.1,3.1,3.75
SP1,2014-10-25,Real Madrid,Barcelona,3,1,H,1,1,D,18,16,6,5,11,10,3,9,2,4,0,0,2.38,3.75,3.0
SP1,2014-10-25,Valencia,Elche,3,1,H,2,0,H,12,8,4,3,11,17,8,6,0,2,0,0,1.36,4.75,8.5
SP1,2014-10-26,Espanyol,RC Deportivo,0,0,D,0,0,D,16,5,5,1,12,17,11,0,2,4,0,0,1.91,3.4,4.0
SP1,2014-10-26,Getafe,Atlético,0,1,A,0,1,A,11,12,4,7,17,11,1,8,3,3,1,0,7.0,3.75,1.53
SP1,2014-10-26,Málaga,Rayo Vallecano,4,0,H,3,0,H,18,10,8,4,18,21,7,4,1,4,0,0,1.83,3.5,4.33
SP1,2014-10-26,Sevilla,Villarreal,2,1,H,0,0,D,8,11,4,4,19,15,3,2,3,4,0,0,2.0,3.4,3.75
SP1,2014-10-31,RC Deportivo,Getafe,1,2,A,0,1,A,9,16,2,4,7,23,4,6,2,1,0,0,2.2,3.1,3.5
SP1,2014-11-01,Atlético,Córdoba,4,2,H,1,0,H,16,8,8,4,12,13,4,5,0,2,0,0,1.18,6.5,15.0
SP1,2014-11-01,Barcelona,Celta,0,1,A,0,0,D,19,10,9,4,10,29,9,5,1,2,0,0,1.13,8.5,17.0
SP1,2014-11-01,Granada,Real Madrid,0,4,A,0,2,A,11,18,5,8,19,9,3,4,1,2,0,0,12.0,7.0,1.2
SP1,2014-11-01,R. Sociedad,Málaga,0,1,A,0,0,D,5,6,0,2,18,22,6,3,2,5,0,0,2.2,3.4,3.2
SP1,2014-11-02,Athletic,Sevilla,1,0,H,1,0,H,9,4,2,1,24,11,4,8,4,3,0,0,2.4,3.3,2.9
SP1,2014-11-02,Elche,Espanyol,2,1,H,1,0,H,11,15,5,5,19,10,4,10,2,2,2,0,2.63,3.1,2.75
SP1,2014-11-02,Levante,Almería,2,1,H,1,0,H,11,14,5,5,17,17,3,6,3,2,0,0,2.4,3.1,3.1
SP1,2014-11-02,Villarreal,Valencia,1,3,A,0,1,A,14,6,4,3,12,15,11,4,2,3,0,0,2.1,3.4,3.4
SP1,2014-11-03,Rayo Vallecano,Eibar,2,3,A,0,1,A,16,8,6,5,10,14,11,2,1,2,0,0,2.05,3.2,3.8
SP1,2014-11-07,Córdoba,RC Deportivo,0,0,D,0,0,D,14,6,6,2,10,5,3,2,4,0,0,1,2.25,3.1,3.4
SP1,2014-11-08,Almería,Barcelona,1,2,A,1,0,H,6,18,2,6,16,9,4,5,2,0,0,0,17.0,7.5,1.14
SP1,2014-11-08,Celta,Granada,0,0,D,0,0,D,17,8,5,1,14,17,6,2,1,5,0,0,1.57,3.8,6.0
SP1,2014-11-08,Getafe,Elche,0,0,D,0,0,D,16,11,3,5,11,8,9,2,1,2,0,0,2.0,3.2,4.0
SP1,2014-11-08,Málaga,Eibar,2,1,H,0,1,A,15,7,8,3,9,15,5,3,3,2,0,1,1.57,3.75,6.0
SP1,2014-11-08,Real Madrid,Rayo Vallecano,5,1,H,2,1,H,16,15,11,6,12,15,4,6,0,4,0,0,1.05,15.0,26.0
SP1,2014-11-09,Espanyol,Villarreal,1,1,D,0,1,A,11,9,4,5,16,25,6,7,3,3,0,0,3.1,3.2,2.3
SP1,2014-11-09,Sevilla,Levante,1,1,D,1,0,H,15,16,6,5,13,10,6,5,2,6,0,0,1.25,5.5,12.0
SP1,2014-11-09,R. Sociedad,Atlético,2,1,H,1,1,D,11,4,5,2,17,17,2,1,2,6,0,1,4.33,3.6,1.8
SP1,2014-11-09,Valencia,Athletic,0,0,D,0,0,D,8,4,1,1,13,17,2,4,0,2,0,0,1.62,4.0,5.25
SP1,2014-11-21,Athletic,Espanyol,3,1,H,2,0,H,9,8,5,3,15,18,5,3,0,5,0,0,1.8,3.5,4.5
SP1,2014-11-22,Atlético,Málaga,3,1,H,2,0,H,11,4,5,1,18,14,4,3,1,3,1,1,1.44,4.2,7.5
SP1,2014-11-22,Barcelona,Sevilla,5,1,H,1,0,H,16,2,10,0,8,21,5,4,1,2,0,0,1.2,7.0,11.0
SP1,2014-11-22,Eibar,Real Madrid,0,4,A,0,2,A,10,19,2,8,16,9,4,2,4,2,0,0,15.0,6.5,1.18
SP1,2014-11-22,RC Deportivo,R. Sociedad,0,0,D,0,0,D,11,17,4,5,14,11,8,6,3,1,0,0,3.4,3.25,2.15
SP1,2014-11-23,Elche,Córdoba,2,2,D,0,1,A,17,10,6,3,16,14,6,2,3,4,0,0,2.0,3.2,4.0
SP1,2014-11-23,Levante,Valencia,2,1,H,0,0,D,10,17,5,6,20,18,4,5,2,1,0,0,5.0,3.75,1.67
SP1,2014-11-23,Rayo Vallecano,Celta,1,0,H,1,0,H,9,14,3,4,14,16,2,9,6,4,0,0,2.7,3.3,2.55
SP1,2014-11-23,Villarreal,Getafe,2,1,H,2,0,H,10,15,4,5,15,14,7,4,3,2,0,0,1.44,4.5,6.5
SP1,2014-11-24,Granada,Almería,0,0,D,0,0,D,24,3,11,1,10,7,10,5,4,0,0,1,2.0,3.3,3.8
SP1,2014-11-28,R. Sociedad,Elche,3,0,H,2,0,H,12,13,8,5,15,15,2,1,2,4,0,0,1.7,3.75,5.0
SP1,2014-11-29,Celta,Eibar,0,1,A,0,1,A,29,8,9,2,10,21,15,1,4,5,0,0,1.62,4.0,5.5
SP1,2014-11-29,Espanyol,Levante,2,1,H,2,1,H,10,16,4,3,21,10,5,6,2,3,0,0,1.67,3.7,5.5
SP1,2014-11-29,Getafe,Athletic,1,2,A,0,1,A,14,8,7,3,12,15,2,4,7,5,0,0,2.88,3.1,2.63
SP1,2014-11-29,Málaga,Real Madrid,1,2,A,0,1,A,12,21,7,9,17,11,5,6,2,2,0,1,10.0,6.0,1.29
SP1,2014-11-30,Atlético,RC Deportivo,2,0,H,1,0,H,9,3,4,1,16,18,5,3,2,2,0,0,1.18,7.0,17.0
SP1,2014-11-30,Córdoba,Villarreal,0,2,A,0,1,A,11,10,2,7,7,13,9,8,2,2,0,0,4.33,3.6,1.85
SP1,2014-11-30,Sevilla,Granada,5,1,H,1,1,D,13,9,8,4,18,20,7,4,1,2,0,0,1.44,4.5,7.5
SP1,2014-11-30,Valencia,Barcelona,0,1,A,0,0,D,12,7,4,1,9,7,5,5,3,3,0,0,6.0,4.33,1.53
SP1,2014-12-01,Almería,Rayo Vallecano,0,1,A,0,0,D,11,11,1,4,14,12,5,6,4,4,0,0,2.38,3.4,3.0
SP1,2014-12-06,Athletic,Córdoba,0,1,A,0,1,A,15,7,3,3,13,14,15,4,4,6,0,0,1.4,4.5,9.0
SP1,2014-12-06,Elche,Atlético,0,2,A,0,1,A,8,4,1,3,18,15,6,1,2,0,0,0,7.0,3.75,1.57
SP1,2014-12-06,RC Deportivo,Málaga,0,1,A,0,1,A,14,8,6,3,14,15,5,5,4,3,0,0,3.6,3.25,2.1
SP1,2014-12-06,Real Madrid,Celta,3,0,H,1,0,H,20,9,11,0,15,21,8,7,4,4,0,0,1.09,12.0,21.0
SP1,2014-12-07,Barcelona,Espanyol,5,1,H,1,1,D,15,3,7,2,6,11,5,2,0,4,0,0,1.09,12.0,21.0
SP1,2014-12-07,Granada,Valencia,1,1,D,0,0,D,9,9,2,1,20,9,4,4,4,4,0,1,3.9,3.4,2.0
SP1,2014-12-07,Rayo Vallecano,Sevilla,0,1,A,0,1,A,11,11,3,6,14,19,6,2,4,6,0,1,3.3,3.4,2.2
SP1,2014-12-07,Villarreal,R. Sociedad,4,0,H,0,0,D,24,12,9,2,14,8,8,2,2,2,0,0,1.67,3.75,5.5
SP1,2014-12-08,Eibar,Almería,5,2,H,3,1,H,17,14,8,3,18,12,7,3,4,3,0,0,2.05,3.2,4.0
SP1,2014-12-08,Levante,Getafe,1,1,D,0,0,D,16,5,3,1,14,17,4,0,3,4,0,0,2.6,3.1,2.9
SP1,2014-12-12,Almería,Real Madrid,1,4,A,1,2,A,16,15,3,8,14,8,2,8,4,4,0,0,17.0,7.5,1.17
SP1,2014-12-13,Córdoba,Levante,0,0,D,0,0,D,13,12,4,3,6,19,7,6,0,3,0,0,2.2,3.2,3.5
SP1,2014-12-13,Getafe,Barcelona,0,0,D,0,0,D,4,23,2,2,24,8,4,5,2,0,0,0,13.0,6.5,1.22
SP1,2014-12-13,Málaga,Celta,1,0,H,1,0,H,12,14,4,8,15,13,1,9,5,4,0,0,2.1,3.3,3.5
SP1,2014-12-13,Valencia,Rayo Vallecano,3,0,H,3,0,H,14,19,6,4,16,14,6,2,3,3,1,0,1.5,4.5,6.0
SP1,2014-12-14,Atlético,Villarreal,0,1,A,0,0,D,11,7,2,4,15,16,7,2,4,3,0,0,1.62,4.0,5.5
SP1,2014-12-14,Espanyol,Granada,2,1,H,1,0,H,12,7,4,6,13,19,2,3,2,4,0,1,1.7,3.6,5.5
SP1,2014-12-14,Sevilla,Eibar,0,0,D,0,0,D,16,6,2,2,11,17,11,2,3,6,0,0,1.4,4.5,9.0
SP1,2014-12-14,R. Sociedad,Athletic,1,1,D,1,0,H,14,12,4,5,12,21,3,6,0,3,0,1,2.5,3.2,3.0
SP1,2014-12-15,RC Deportivo,Elche,1,0,H,1,0,H,15,10,3,4,19,19,7,5,5,2,0,0,2.25,3.2,3.4
SP1,2014-12-19,Celta,Almería,0,1,A,0,1,A,19,4,4,2,10,19,17,2,6,4,0,0,1.44,4.5,6.5
SP1,2014-12-20,Barcelona,Córdoba,5,0,H,1,0,H,16,7,9,2,14,5,8,0,1,0,0,0,1.06,15.0,26.0
SP1,2014-12-20,Eibar,Valencia,0,1,A,0,1,A,8,10,2,3,16,8,2,5,7,3,0,0,3.8,3.3,2.05
SP1,2014-12-20,Levante,R. Sociedad,1,1,D,0,0,D,11,3,2,2,16,20,3,4,3,5,0,0,3.0,3.2,2.5
SP1,2014-12-20,Rayo Vallecano,Espanyol,1,3,A,1,1,D,16,7,5,4,11,20,4,5,3,4,0,1,2.3,3.4,3.1
SP1,2014-12-21,Athletic,Atlético,1,4,A,1,0,H,4,5,2,4,12,14,3,1,3,4,0,0,3.6,3.1,2.25
SP1,2014-12-21,Elche,Málaga,1,2,A,1,0,H,9,19,3,10,21,13,5,4,2,1,0,0,3.1,3.1,2.5
SP1,2014-12-21,Granada,Getafe,1,1,D,1,0,H,13,12,3,4,19,8,3,5,4,2,0,0,2.38,3.1,3.3
SP1,2014-12-21,Villarreal,RC Deportivo,3,0,H,1,0,H,15,10,9,2,16,15,5,2,1,3,1,0,1.33,5.0,10.0
SP1,2015-01-03,Atlético,Levante,3,1,H,1,0,H,13,10,5,4,6,10,7,6,2,3,0,0,1.2,6.5,17.0
SP1,2015-01-03,Elche,Villarreal,2,2,D,2,2,D,18,18,8,5,15,13,6,9,4,2,0,0,5.0,3.6,1.75
SP1,2015-01-03,RC Deportivo,Athletic,1,0,H,1,0,H,8,12,4,4,20,16,5,2,1,1,0,0,3.2,3.1,2.4
SP1,2015-01-03,Málaga,Almería,1,2,A,0,1,A,14,6,6,4,19,17,7,1,5,4,0,1,1.53,4.1,6.5
SP1,2015-01-03,Sevilla,Celta,1,0,H,1,0,H,10,16,4,2,28,17,1,8,4,5,0,1,1.67,3.8,5.5
SP1,2015-01-04,Espanyol,Eibar,1,2,A,0,2,A,15,12,6,6,9,15,6,3,1,1,0,0,1.85,3.4,4.75
SP1,2015-01-04,Getafe,Rayo Vallecano,1,2,A,1,1,D,12,16,4,7,23,12,6,4,3,2,0,0,2.25,3.4,3.2
SP1,2015-01-04,R. Sociedad,Barcelona,1,0,H,1,0,H,6,17,1,4,21,14,6,8,5,4,0,0,9.0,5.25,1.33
SP1,2015-01-04,Valencia,Real Madrid,2,1,H,0,1,A,11,19,3,8,24,17,3,11,6,3,0,0,5.5,4.33,1.57
SP1,2015-01-05,Córdoba,Granada,2,0,H,2,0,H,5,12,3,1,22,17,0,4,2,0,0,0,2.6,3.0,3.0
SP1,2015-01-09,Levante,RC Deportivo,0,0,D,0,0,D,9,13,0,6,22,17,4,3,4,3,0,0,2.1,3.1,3.75
SP1,2015-01-10,Celta,Valencia,1,1,D,0,1,A,14,4,4,2,20,19,11,2,3,3,0,0,2.7,3.2,2.7
SP1,2015-01-10,Eibar,Getafe,2,1,H,1,0,H,12,7,5,3,19,12,2,3,2,1,0,0,2.3,3.1,3.4
SP1,2015-01-10,Málaga,Villarreal,1,1,D,0,1,A,13,9,6,4,6,15,5,3,4,4,0,0,3.0,3.2,2.5
SP1,2015-01-10,Real Madrid,Espanyol,3,0,H,2,0,H,18,11,5,4,11,14,7,2,1,4,1,0,1.08,11.0,29.0
SP1,2015-01-11,Almería,Sevilla,0,2,A,0,0,D,19,12,6,6,16,12,5,5,1,2,0,0,4.75,3.4,1.85
SP1,2015-01-11,Athletic,Elche,1,2,A,0,1,A,13,8,3,5,7,15,10,2,2,6,0,0,1.53,3.8,7.5
SP1,2015-01-11,Barcelona,Atlético,3,1,H,2,0,H,17,5,7,3,16,18,1,3,3,6,0,0,1.57,4.33,5.5
SP1,2015-01-11,Granada,R. Sociedad,1,1,D,0,1,A,20,10,3,5,9,15,11,4,2,2,0,0,2.8,3.1,2.7
SP1,2015-01-12,Rayo Vallecano,Córdoba,0,1,A,0,1,A,21,9,4,3,10,9,6,2,3,2,0,0,1.67,3.75,5.5
SP1,2015-01-16,Córdoba,Eibar,1,1,D,1,0,H,14,6,5,1,18,12,2,3,4,3,1,1,2.6,3.0,3.0
SP1,2015-01-17,Espanyol,Celta,1,0,H,0,0,D,15,3,3,2,9,23,9,1,3,3,0,0,2.7,3.25,2.7
SP1,2015-01-17,R. Sociedad,Rayo Vallecano,0,1,A,0,0,D,10,12,2,4,12,20,8,4,0,4,0,0,1.91,3.5,4.2
SP1,2015-01-17,Valencia,Almería,3,2,H,2,2,D,15,8,8,2,14,18,8,4,2,2,0,0,1.33,5.0,10.0
SP1,2015-01-17,Villarreal,Athletic,2,0,H,1,0,H,19,11,6,5,15,10,9,6,2,2,0,0,1.67,3.8,5.5
SP1,2015-01-18,Atlético,Granada,2,0,H,1,0,H,12,5,3,1,17,16,3,6,3,3,0,0,1.18,7.0,17.0
SP1,2015-01-18,Elche,Levante,1,0,H,1,0,H,15,9,6,2,18,11,3,5,3,3,0,1,2.2,3.2,3.6
SP1,2015-01-18,Getafe,Real Madrid,0,3,A,0,0,D,6,24,0,9,19,10,7,8,2,2,0,0,13.0,6.5,1.22
SP1,2015-01-18,RC Deportivo,Barcelona,0,4,A,0,2,A,7,14,2,6,14,7,2,4,2,2,0,0,15.0,7.5,1.18
SP1,2015-01-18,Sevilla,Málaga,2,0,H,1,0,H,4,4,3,1,9,6,2,0,3,1,0,0,1.73,3.6,5.25
SP1,2015-01-24,Atlético,Rayo Vallecano,3,1,H,2,1,H,12,10,5,3,15,12,8,5,1,1,0,0,1.25,6.0,12.0
SP1,2015-01-24,Córdoba,Real Madrid,1,2,A,1,1,D,16,13,4,4,15,13,3,9,1,3,1,1,21.0,8.0,1.14
SP1,2015-01-24,Elche,Barcelona,0,6,A,0,1,A,6,12,3,8,18,12,2,3,5,2,1,0,19.0,7.0,1.17
SP1,2015-01-24,R. Sociedad,Eibar,1,0,H,0,0,D,19,9,4,4,6,17,9,5,2,2,0,0,1.75,3.6,4.75
SP1,2015-01-24,Villarreal,Levante,1,0,H,0,0,D,15,11,4,1,12,8,6,3,0,3,0,0,1.29,5.0,11.0
SP1,2015-01-25,Athletic,Málaga,1,1,D,0,0,D,11,8,5,3,16,17,8,2,0,1,0,0,2.05,3.2,3.75
SP1,2015-01-25,Espanyol,Almería,3,0,H,2,0,H,18,9,9,1,16,12,9,7,2,1,0,0,1.7,3.5,5.25
SP1,2015-01-25,RC Deportivo,Granada,2,2,D,2,1,H,13,5,7,2,18,15,7,2,3,3,1,0,2.2,3.2,3.4
SP1,2015-01-25,Valencia,Sevilla,3,1,H,2,1,H,13,10,8,6,23,15,3,7,6,5,0,0,2.2,3.3,3.4
SP1,2015-01-26,Getafe,Celta,2,1,H,1,1,D,13,7,6,2,9,17,6,2,2,5,0,0,2.88,3.2,2.5
SP1,2015-01-30,Rayo Vallecano,RC Deportivo,1,2,A,1,1,D,11,13,4,6,14,18,10,7,4,5,0,0,1.75,3.5,5.25
SP1,2015-01-31,Celta,Córdoba,1,0,H,0,0,D,19,8,9,3,10,10,8,2,2,6,0,0,1.44,4.2,8.5
SP1,2015-01-31,Eibar,Atlético,1,3,A,0,3,A,11,8,3,5,14,16,6,8,3,3,0,0,6.5,3.8,1.57
SP1,2015-01-31,Granada,Elche,1,0,H,0,0,D,14,5,2,1,14,13,12,4,4,4,0,1,1.95,3.25,4.33
SP1,2015-01-31,Real Madrid,R. Sociedad,4,1,H,2,1,H,26,8,11,2,8,11,10,3,3,1,0,0,1.18,7.0,17.0
SP1,2015-02-01,Almería,Getafe,1,0,H,1,0,H,12,12,7,7,18,10,6,3,3,3,1,1,2.38,3.1,3.3
SP1,2015-02-01,Barcelona,Villarreal,3,2,H,1,1,D,19,9,7,3,10,20,8,2,1,2,0,0,1.2,7.0,13.0
SP1,2015-02-01,Levante,Athletic,0,2,A,0,0,D,10,14,4,5,17,12,5,4,2,5,0,0,3.3,3.1,2.38
SP1,2015-02-01,Sevilla,Espanyol,3,2,H,2,1,H,22,5,7,2,20,11,7,2,8,3,0,1,1.62,3.8,6.0
SP1,2015-02-02,Málaga,Valencia,1,0,H,1,0,H,13,10,6,3,19,18,5,3,5,3,0,1,2.63,3.2,2.8
SP1,2015-02-04,Real Madrid,Sevilla,2,1,H,2,0,H,14,15,4,3,9,21,4,6,3,6,0,0,1.29,6.0,10.0
SP1,2015-02-06,RC Deportivo,Eibar,2,0,H,0,0,D,15,4,5,2,12,21,5,3,2,3,0,0,2.15,3.25,3.6
SP1,2015-02-07,Atlético,Real Madrid,4,0,H,2,0,H,17,4,8,1,17,18,2,3,5,2,0,0,2.88,3.4,2.45
SP1,2015-02-07,Levante,Málaga,4,1,H,2,1,H,11,4,6,3,20,13,2,5,2,1,0,0,3.4,3.1,2.3
SP1,2015-02-07,R. Sociedad,Celta,1,1,D,1,0,H,7,12,3,3,17,22,2,6,5,4,0,0,2.5,3.25,2.9
SP1,2015-02-07,Villarreal,Granada,2,0,H,1,0,H,9,11,6,3,12,18,5,8,2,1,0,0,1.3,5.25,11.0
SP1,2015-02-08,Athletic,Barcelona,2,5,A,0,2,A,15,19,6,11,15,10,4,4,3,1,1,0,9.0,5.25,1.33
SP1,2015-02-08,Córdoba,Almería,1,2,A,1,0,H,14,8,7,2,15,17,6,6,2,5,0,0,2.25,3.1,3.5
SP1,2015-02-08,Espanyol,Valencia,1,2,A,0,0,D,9,13,3,5,22,16,7,2,5,4,0,0,2.8,3.2,2.63
SP1,2015-02-08,Getafe,Sevilla,2,1,H,1,0,H,18,9,8,2,6,13,9,5,1,2,0,0,3.8,3.3,2.05
SP1,2015-02-09,Elche,Rayo Vallecano,2,0,H,1,0,H,18,11,5,3,21,21,5,4,2,3,0,1,2.6,3.2,2.8
SP1,2015-02-13,Almería,R. Sociedad,2,2,D,2,1,H,9,7,4,3,21,15,6,6,5,4,0,0,2.45,3.2,3.0
SP1,2015-02-14,Granada,Athletic,0,0,D,0,0,D,11,10,4,0,16,9,4,4,4,4,1,0,2.9,3.1,2.63
SP1,2015-02-14,Málaga,Espanyol,0,2,A,0,1,A,17,6,5,2,12,18,10,3,3,7,0,1,2.1,3.3,3.75
SP1,2015-02-14,Real Madrid,RC Deportivo,2,0,H,1,0,H,17,15,6,4,12,17,6,6,2,4,0,0,1.08,13.0,21.0
SP1,2015-02-14,Sevilla,Córdoba,3,0,H,2,0,H,18,10,6,3,15,16,8,1,0,1,1,1,1.36,5.0,9.0
SP1,2015-02-15,Barcelona,Levante,5,0,H,2,0,H,18,5,10,1,6,13,3,4,1,2,0,0,1.05,15.0,34.0
SP1,2015-02-15,Celta,Atlético,2,0,H,0,0,D,14,10,3,5,4,12,9,2,0,3,0,0,3.8,3.25,2.1
SP1,2015-02-15,Valencia,Getafe,1,0,H,0,0,D,13,10,3,1,16,10,7,2,3,4,0,0,1.44,4.5,7.5
SP1,2015-02-15,Rayo Vallecano,Villarreal,2,0,H,0,0,D,13,9,7,2,12,14,5,5,2,2,0,0,3.3,3.4,2.2
SP1,2015-02-16,Eibar,Elche,0,1,A,0,0,D,18,6,7,2,13,12,5,3,3,1,1,0,2.15,3.1,3.8
SP1,2015-02-20,Getafe,Espanyol,2,1,H,1,0,H,10,11,4,7,15,14,2,5,3,3,0,0,2.4,3.1,3.25
SP1,2015-02-21,Atlético,Almería,3,0,H,3,0,H,9,9,6,1,13,13,8,4,1,1,1,0,1.2,6.5,15.0
SP1,2015-02-21,Barcelona,Málaga,0,1,A,0,1,A,11,11,5,3,9,11,11,3,4,3,0,0,1.11,10.0,21.0
SP1,2015-02-21,Córdoba,Valencia,1,2,A,0,1,A,11,17,4,7,17,15,6,2,1,2,0,0,4.33,3.25,1.95
SP1,2015-02-21,RC Deportivo,Celta,0,2,A,0,0,D,14,8,4,5,17,13,4,3,2,4,1,0,3.3,3.2,2.3
SP1,2015-02-22,Athletic,Rayo Vallecano,1,0,H,0,0,D,19,5,6,1,17,13,11,4,3,2,0,0,1.91,3.5,4.2
SP1,2015-02-22,Elche,Real Madrid,0,2,A,0,0,D,4,17,1,5,17,6,1,6,4,1,0,0,17.0,7.0,1.18
SP1,2015-02-22,R. Sociedad,Sevilla,4,3,H,1,1,D,17,17,8,5,16,12,5,10,5,3,0,0,2.9,3.3,2.5
SP1,2015-02-22,Villarreal,Eibar,1,0,H,0,0,D,21,10,6,1,5,3,8,3,2,0,0,0,1.36,4.75,9.0
SP1,2015-02-23,Levante,Granada,2,1,H,0,1,A,9,10,4,4,18,14,7,4,3,5,1,2,2.3,3.1,3.4
SP1,2015-02-27,Espanyol,Córdoba,1,0,H,1,0,H,12,16,4,4,22,14,2,6,5,4,0,0,1.57,3.8,6.5
SP1,2015-02-28,Almería,RC Deportivo,0,0,D,0,0,D,10,25,3,9,13,19,7,11,2,3,2,0,2.25,3.2,3.4
SP1,2015-02-28,Granada,Barcelona,1,3,A,0,1,A,10,16,4,9,18,9,4,5,2,3,0,0,17.0,7.5,1.17
SP1,2015-02-28,Málaga,Getafe,3,2,H,1,0,H,16,10,6,6,11,16,6,5,3,1,0,0,1.75,3.6,5.0
SP1,2015-02-28,Rayo Vallecano,Levante,4,2,H,4,1,H,13,10,7,3,15,18,5,2,2,2,0,0,1.67,3.75,5.5
SP1,2015-03-01,Eibar,Athletic,0,1,A,0,1,A,6,13,2,8,16,14,5,6,3,2,0,0,3.25,3.1,2.38
SP1,2015-03-01,Real Madrid,Villarreal,1,1,D,0,0,D,25,9,7,4,7,20,10,4,2,5,0,0,1.2,7.0,13.0
SP1,2015-03-01,Sevilla,Atlético,0,0,D,0,0,D,13,9,4,2,13,14,7,1,4,7,0,0,3.0,3.2,2.45
SP1,2015-03-01,Valencia,R. Sociedad,2,0,H,0,0,D,19,8,3,0,14,14,9,5,3,3,0,0,1.57,4.0,6.0
SP1,2015-03-02,Celta,Elche,1,1,D,0,0,D,11,7,5,1,16,12,6,3,5,3,0,0,1.5,4.2,7.0
SP1,2015-03-06,Levante,Eibar,2,1,H,0,0,D,12,14,4,3,11,17,6,7,4,5,0,1,2.05,3.3,4.0
SP1,2015-03-07,Athletic,Real Madrid,1,0,H,1,0,H,6,13,2,2,17,11,1,9,3,4,0,0,7.0,4.75,1.44
SP1,2015-03-07,Elche,Almería,1,0,H,1,0,H,15,9,4,2,13,15,6,5,3,0,0,0,2.05,3.4,3.8
SP1,2015-03-07,Granada,Málaga,1,0,H,0,0,D,14,5,4,1,11,20,8,1,4,5,0,0,2.9,3.2,2.6
SP1,2015-03-07,RC Deportivo,Sevilla,3,4,A,1,1,D,15,11,5,6,12,14,5,1,1,4,0,0,3.8,3.4,2.05
SP1,2015-03-08,Atlético,Valencia,1,1,D,1,0,H,8,3,3,1,22,19,6,1,5,6,0,1,1.62,3.75,6.0
SP1,2015-03-08,Barcelona,Rayo Vallecano,6,1,H,1,0,H,19,7,12,3,13,11,4,1,3,2,1,1,1.05,15.0,34.0
SP1,2015-03-08,R. Sociedad,Espanyol,1,0,H,1,0,H,10,9,4,4,13,14,6,5,2,3,0,0,2.2,3.3,3.4
SP1,2015-03-08,Villarreal,Celta,4,1,H,2,0,H,12,13,8,4,9,14,3,2,0,2,0,0,1.95,3.5,4.0
SP1,2015-03-09,Córdoba,Getafe,1,2,A,0,0,D,18,15,4,7,11,10,5,6,3,2,0,0,2.4,3.1,3.2
SP1,2015-03-13,Valencia,RC Deportivo,2,0,H,0,0,D,16,5,8,2,12,17,5,5,1,2,0,0,1.44,4.5,8.0
SP1,2015-03-14,Celta,Athletic,1,2,A,0,2,A,16,12,5,4,14,12,8,5,3,3,0,1,2.1,3.4,3.6
SP1,2015-03-14,Eibar,Barcelona,0,2,A,0,1,A,13,12,2,4,14,3,6,3,1,0,0,0,19.0,8.5,1.14
SP1,2015-03-14,Espanyol,Atlético,0,0,D,0,0,D,7,14,1,6,33,18,6,7,3,3,0,1,3.8,3.1,2.15
SP1,2015-03-14,Rayo Vallecano,Granada,3,1,H,0,1,A,16,11,8,3,15,8,6,6,3,2,0,0,2.0,3.3,4.0
SP1,2015-03-15,Almería,Villarreal,0,0,D,0,0,D,10,18,2,7,16,15,4,3,4,4,1,1,4.0,3.3,2.0
SP1,2015-03-15,Málaga,Córdoba,2,0,H,0,0,D,19,4,6,2,11,15,2,3,0,2,0,0,1.57,3.75,7.0
SP1,2015-03-15,Real Madrid,Levante,2,0,H,2,0,H,22,8,6,0,9,14,10,4,2,0,0,0,1.06,13.0,34.0
SP1,2015-03-15,Sevilla,Elche,3,0,H,2,0,H,12,14,4,3,13,11,5,9,2,3,0,0,1.4,4.75,8.0
