Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
SP1,2010-10-03,Real Madrid,RC Deportivo,6,1,H,3,0,H,17,8,8,3,7,6,4,1,0,1,0,0,1.17,7.0,15.0
SP1,2010-10-03,Sevilla,Atlético,3,1,H,2,0,H,18,9,10,4,16,17,6,9,4,3,0,0,2.1,3.3,3.5
SP1,2010-10-03,Villarreal,Racing,2,0,H,2,0,H,16,19,10,4,10,17,6,8,1,0,0,0,1.73,3.5,5.0
SP1,2010-10-16,Atlético,Getafe,2,0,H,1,0,H,11,15,3,8,21,16,2,8,2,4,0,0,1.8,3.5,4.5
SP1,2010-10-16,Barcelona,Valencia,2,1,H,0,1,A,12,8,8,2,9,9,7,6,2,4,0,0,1.4,4.5,7.5
SP1,2010-10-16,Málaga,Real Madrid,1,4,A,0,2,A,9,21,1,7,10,18,4,7,4,3,0,0,8.0,4.5,1.4
SP1,2010-10-17,Athletic,Real Zaragoza,2,1,H,2,0,H,16,16,7,3,19,19,5,5,3,4,0,1,1.8,3.5,4.5
SP1,2010-10-17,RC Deportivo,Osasuna,0,0,D,0,0,D,23,8,10,2,18,19,12,2,3,1,0,1,2.3,3.2,3.2
SP1,2010-10-17,Levante,R. Sociedad,2,1,H,0,0,D,13,10,3,5,14,19,9,4,3,3,0,0,2.4,3.2,3.0
SP1,2010-10-17,Mallorca,Espanyol,0,1,A,0,1,A,12,14,1,7,14,18,6,4,3,3,0,1,1.91,3.4,4.0
SP1,2010-10-17,Racing,Almería,1,0,H,1,0,H,25,9,14,4,22,7,8,5,3,1,0,0,2.1,3.3,3.5
SP1,2010-10-17,Real Sporting,Sevilla,2,0,H,1,0,H,14,18,7,4,20,7,8,5,6,2,0,0,3.4,3.4,2.1
SP1,2010-10-18,Hércules,Villarreal,2,2,D,2,1,H,9,23,5,9,8,22,4,2,5,3,1,2,2.8,3.25,2.5
SP1,2010-10-23,Real Madrid,Racing,6,1,H,3,0,H,16,13,10,3,16,13,4,4,2,2,0,0,1.14,7.0,21.0
SP1,2010-10-23,Valencia,Mallorca,1,2,A,1,2,A,13,14,5,6,17,17,11,2,6,4,0,0,1.57,3.75,6.0
SP1,2010-10-23,Real Zaragoza,Barcelona,0,2,A,0,1,A,5,20,4,10,21,12,5,3,4,1,1,0,11.0,5.75,1.25
SP1,2010-10-24,Almería,Hércules,1,1,D,0,1,A,13,9,8,4,15,11,8,6,2,3,0,0,2.2,3.25,3.25
SP1,2010-10-24,Espanyol,Levante,2,1,H,1,0,H,14,12,3,2,15,14,6,3,5,6,0,1,1.75,3.4,5.0
SP1,2010-10-24,Getafe,Real Sporting,3,0,H,1,0,H,15,10,6,3,10,13,4,2,1,2,0,0,1.73,3.5,5.0
SP1,2010-10-24,Osasuna,Málaga,3,0,H,2,0,H,14,8,8,0,13,17,4,4,1,3,0,0,2.1,3.25,3.5
SP1,2010-10-24,Sevilla,Athletic,4,3,H,2,0,H,14,17,9,9,10,18,5,7,3,5,1,0,1.7,3.6,5.0
SP1,2010-10-24,Villarreal,Atlético,2,0,H,1,0,H,10,11,5,2,15,15,2,3,1,3,0,0,2.3,3.25,3.1
SP1,2010-10-25,R. Sociedad,RC Deportivo,3,0,H,1,0,H,9,8,7,2,18,14,4,3,1,2,0,0,2.1,3.25,3.5
SP1,2010-10-30,Barcelona,Sevilla,5,0,H,2,0,H,18,3,9,1,13,11,11,1,1,2,0,1,1.29,5.0,11.0
SP1,2010-10-30,Hércules,Real Madrid,1,3,A,1,0,H,7,25,2,10,6,9,3,6,0,3,0,0,10.0,5.0,1.3
SP1,2010-10-30,Valencia,Real Zaragoza,1,1,D,1,1,D,15,10,2,3,20,21,7,4,3,3,0,1,1.4,4.33,7.5
SP1,2010-10-31,Athletic,Getafe,3,0,H,2,0,H,20,10,7,2,14,15,6,4,2,5,0,0,2.0,3.5,3.6
SP1,2010-10-31,Atlético,Almería,1,1,D,1,1,D,28,10,11,3,15,13,12,3,3,2,0,0,1.5,4.33,6.0
SP1,2010-10-31,RC Deportivo,Espanyol,3,0,H,1,0,H,11,11,4,4,17,14,5,4,2,3,0,0,2.63,3.3,2.63
SP1,2010-10-31,Málaga,R. Sociedad,1,2,A,0,1,A,16,12,6,2,18,17,1,5,1,3,0,0,2.1,3.25,3.6
SP1,2010-10-31,Racing,Osasuna,4,1,H,2,0,H,17,12,7,4,18,14,5,5,2,3,0,0,2.5,3.3,2.75
SP1,2010-10-31,Real Sporting,Villarreal,1,1,D,0,0,D,12,10,5,4,20,11,2,4,5,2,0,1,3.5,3.3,2.1
SP1,2010-11-01,Mallorca,Levante,2,1,H,0,1,A,22,13,6,3,14,15,5,3,2,2,0,0,1.62,3.8,5.5
SP1,2010-11-06,Espanyol,Málaga,1,0,H,1,0,H,15,11,6,3,20,18,5,5,2,3,0,0,1.91,3.4,4.0
SP1,2010-11-06,R. Sociedad,Racing,1,0,H,1,0,H,11,13,4,3,15,18,5,6,1,6,0,0,2.1,3.25,3.6
SP1,2010-11-07,Almería,Real Sporting,1,1,D,1,0,H,9,14,3,3,16,12,5,10,5,2,0,0,2.1,3.3,3.5
SP1,2010-11-07,Getafe,Barcelona,1,3,A,0,2,A,12,14,5,8,10,9,5,3,3,1,1,1,8.5,5.0,1.33
SP1,2010-11-07,Levante,RC Deportivo,1,2,A,0,1,A,11,11,2,6,14,10,11,4,2,2,0,0,2.3,3.2,3.2
SP1,2010-11-07,Osasuna,Hércules,3,0,H,1,0,H,16,8,5,1,18,16,4,3,1,4,0,0,2.0,3.3,3.8
SP1,2010-11-07,Real Madrid,Atlético,2,0,H,2,0,H,22,18,13,3,13,14,3,7,2,2,0,0,1.29,5.5,9.5
SP1,2010-11-07,Villarreal,Athletic,4,1,H,2,1,H,23,7,9,4,13,27,7,3,4,3,0,1,1.8,3.6,4.33
SP1,2010-11-07,Real Zaragoza,Mallorca,3,2,H,0,1,A,22,8,3,4,10,20,11,3,4,6,0,0,2.4,3.2,3.0
SP1,2010-11-08,Sevilla,Valencia,2,0,H,0,0,D,22,12,10,6,11,12,7,2,1,0,0,1,2.2,3.4,3.2
SP1,2010-11-13,Athletic,Almería,1,0,H,1,0,H,13,8,4,3,18,15,9,2,2,3,2,0,1.67,3.75,5.0
SP1,2010-11-13,Atlético,Osasuna,3,0,H,2,0,H,24,14,7,5,11,17,8,3,1,1,0,1,1.62,3.75,5.5
SP1,2010-11-13,Barcelona,Villarreal,3,1,H,1,1,D,15,9,5,2,22,19,4,4,2,3,0,0,1.2,6.25,13.0
SP1,2010-11-14,Hércules,R. Sociedad,2,1,H,0,1,A,14,18,5,1,19,12,6,7,1,2,0,0,2.1,3.3,3.5
SP1,2010-11-14,Málaga,Levante,1,0,H,0,0,D,11,12,7,2,15,15,5,8,3,5,0,0,1.95,3.5,3.8
SP1,2010-11-14,Mallorca,RC Deportivo,0,0,D,0,0,D,13,8,4,4,9,13,8,1,2,1,0,0,1.8,3.5,4.5
SP1,2010-11-14,Racing,Espanyol,0,0,D,0,0,D,10,8,4,3,22,12,5,5,2,3,0,0,2.38,3.0,3.2
SP1,2010-11-14,Real Sporting,Real Madrid,0,1,A,0,0,D,10,12,3,5,19,7,2,9,5,2,1,0,12.0,5.5,1.25
SP1,2010-11-14,Valencia,Getafe,2,0,H,1,0,H,14,8,4,3,22,9,7,5,3,3,0,0,1.62,3.75,5.5
SP1,2010-11-14,Real Zaragoza,Sevilla,1,2,A,0,1,A,15,2,2,2,21,26,7,3,5,4,0,1,3.0,3.25,2.38
SP1,2010-11-20,Almería,Barcelona,0,8,A,0,5,A,9,18,2,13,10,7,6,5,2,1,0,0,12.0,5.5,1.25
SP1,2010-11-20,Real Madrid,Athletic,5,1,H,2,1,H,16,14,6,6,10,15,4,6,2,2,0,0,1.17,7.0,15.0
SP1,2010-11-20,Villarreal,Valencia,1,1,D,0,1,A,18,8,6,2,9,28,1,4,3,7,0,1,2.0,3.5,3.6
SP1,2010-11-21,Espanyol,Hércules,3,0,H,1,0,H,7,12,5,5,25,19,1,6,3,1,0,1,1.91,3.3,4.2
SP1,2010-11-21,RC Deportivo,Málaga,3,0,H,2,0,H,8,13,3,4,18,11,6,12,3,2,0,0,2.25,3.25,3.2
SP1,2010-11-21,Levante,Racing,3,1,H,3,0,H,18,15,10,4,22,17,6,1,2,3,0,1,2.38,3.25,3.0
SP1,2010-11-21,Osasuna,Real Sporting,1,0,H,0,0,D,13,9,2,0,22,20,5,6,4,2,0,0,1.83,3.4,4.5
SP1,2010-11-21,Sevilla,Mallorca,1,2,A,0,1,A,11,17,2,8,8,12,2,1,2,1,0,0,1.67,3.75,5.0
SP1,2010-11-21,R. Sociedad,Atlético,2,4,A,1,0,H,10,23,4,8,21,15,4,8,3,2,0,0,2.75,3.3,2.5
SP1,2010-11-22,Getafe,Real Zaragoza,1,1,D,0,1,A,21,10,3,4,16,13,10,1,3,2,0,1,1.8,3.5,4.5
SP1,2010-11-27,Atlético,Espanyol,2,3,A,1,1,D,23,15,10,6,19,23,10,4,3,6,0,0,1.62,3.6,6.0
SP1,2010-11-27,Sevilla,Getafe,1,3,A,1,0,H,17,13,6,6,16,18,10,6,3,1,0,0,1.67,3.75,5.0
SP1,2010-11-27,Real Zaragoza,Villarreal,0,3,A,0,2,A,13,14,4,6,15,8,4,1,4,2,1,0,3.25,3.25,2.2
SP1,2010-11-28,Athletic,Osasuna,1,0,H,0,0,D,15,11,5,3,12,16,6,8,3,2,0,0,1.73,3.6,4.75
SP1,2010-11-28,Hércules,Levante,3,1,H,1,1,D,18,9,10,5,17,16,6,4,2,4,0,0,1.83,3.5,4.33
SP1,2010-11-28,Mallorca,Málaga,2,0,H,0,0,D,12,14,6,5,17,13,2,6,3,1,0,0,1.73,3.75,4.5
SP1,2010-11-28,Racing,RC Deportivo,1,0,H,0,0,D,11,4,6,0,10,12,7,2,1,1,0,0,2.2,3.2,3.4
SP1,2010-11-28,Real Sporting,R. Sociedad,1,3,A,1,2,A,9,12,3,6,31,27,8,3,5,3,0,0,2.1,3.25,3.6
SP1,2010-11-28,Valencia,Almería,2,1,H,1,0,H,11,10,6,3,24,12,8,7,2,3,0,0,1.33,5.0,9.0
SP1,2010-11-29,Barcelona,Real Madrid,5,0,H,2,0,H,15,5,6,2,12,16,3,6,5,7,0,1,2.1,3.3,3.5
SP1,2010-12-04,Levante,Atlético,2,0,H,1,0,H,18,15,8,5,20,14,5,3,5,5,0,0,4.2,3.5,1.83
SP1,2010-12-04,Osasuna,Barcelona,0,3,A,0,1,A,4,16,2,8,23,7,3,5,3,0,0,0,15.0,6.0,1.2
SP1,2010-12-04,Real Madrid,Valencia,2,0,H,0,0,D,19,15,11,4,22,22,12,7,3,4,0,1,1.4,4.5,7.5
SP1,2010-12-05,Almería,Real Zaragoza,1,1,D,0,0,D,15,17,5,6,10,9,7,6,2,0,0,0,2.2,3.2,3.4
SP1,2010-12-05,Espanyol,Real Sporting,1,0,H,0,0,D,7,13,2,2,15,13,1,6,2,5,1,0,1.62,3.75,5.5
SP1,2010-12-05,Getafe,Mallorca,3,0,H,2,0,H,12,17,7,3,9,9,8,7,1,0,0,0,2.0,3.4,3.75
SP1,2010-12-05,Málaga,Racing,4,1,H,2,1,H,18,11,6,4,10,10,6,4,1,0,0,0,2.0,3.4,3.75
SP1,2010-12-05,R. Sociedad,Athletic,2,0,H,1,0,H,7,22,2,3,15,18,2,11,2,1,0,0,2.3,3.3,3.1
SP1,2010-12-05,Villarreal,Sevilla,1,0,H,1,0,H,11,8,4,3,16,22,9,3,3,3,0,0,1.83,3.5,4.2
SP1,2010-12-06,RC Deportivo,Hércules,1,0,H,0,0,D,12,7,4,1,14,12,3,3,2,4,0,0,2.2,3.2,3.4
SP1,2010-12-11,Atlético,RC Deportivo,2,0,H,2,0,H,20,5,7,0,9,12,11,6,1,3,0,0,1.44,4.2,7.0
SP1,2010-12-11,Getafe,Villarreal,1,0,H,0,0,D,9,14,3,7,21,18,3,5,3,1,2,0,2.5,3.3,2.75
SP1,2010-12-11,Sevilla,Almería,1,3,A,0,0,D,19,16,8,9,20,21,10,6,2,3,1,0,1.4,4.5,7.5
SP1,2010-12-12,Athletic,Espanyol,2,1,H,0,1,A,16,11,7,6,20,13,4,7,3,4,0,0,1.95,3.4,3.9
SP1,2010-12-12,Barcelona,R. Sociedad,5,0,H,2,0,H,21,2,9,0,9,9,11,2,1,0,0,0,1.1,8.5,26.0
SP1,2010-12-12,Hércules,Málaga,4,1,H,0,1,A,19,8,7,5,10,22,5,3,5,4,0,0,2.1,3.4,3.4
SP1,2010-12-12,Mallorca,Racing,0,1,A,0,0,D,14,10,4,3,9,13,6,3,1,0,0,0,1.73,3.5,5.0
SP1,2010-12-12,Real Sporting,Levante,1,1,D,0,0,D,15,4,5,1,20,16,13,3,2,5,0,0,1.91,3.5,3.9
SP1,2010-12-12,Real Zaragoza,Real Madrid,1,3,A,0,2,A,6,20,3,7,13,14,5,5,3,4,0,0,12.0,5.5,1.25
SP1,2010-12-13,Valencia,Osasuna,3,3,D,3,1,H,12,16,9,4,18,18,5,9,1,4,0,0,1.4,4.5,7.5
SP1,2010-12-18,Espanyol,Barcelona,1,5,A,0,2,A,7,19,5,10,20,15,2,7,5,3,0,0,12.0,5.5,1.25
SP1,2010-12-18,RC Deportivo,Real Sporting,1,1,D,1,0,H,12,10,6,3,10,13,3,9,4,3,0,0,2.05,3.25,3.75
SP1,2010-12-18,Levante,Athletic,1,2,A,1,1,D,15,9,2,6,16,19,12,4,2,4,0,0,2.8,3.25,2.5
SP1,2010-12-18,R. Sociedad,Valencia,1,2,A,1,1,D,12,15,2,5,10,11,7,7,3,4,0,0,3.1,3.25,2.3
SP1,2010-12-18,Villarreal,Mallorca,3,1,H,2,1,H,14,7,7,2,8,25,3,3,1,5,0,0,1.53,3.8,6.5
SP1,2010-12-19,Almería,Getafe,2,3,A,2,1,H,16,22,5,9,15,12,9,10,3,4,0,0,2.5,3.2,2.8
SP1,2010-12-19,Málaga,Atlético,0,3,A,0,1,A,12,11,3,6,21,19,3,3,2,2,0,0,3.25,3.5,2.1
SP1,2010-12-19,Osasuna,Real Zaragoza,0,0,D,0,0,D,15,10,5,1,11,18,13,2,2,2,0,0,2.0,3.4,3.75
SP1,2010-12-19,Real Madrid,Sevilla,1,0,H,0,0,D,10,5,5,2,22,18,8,3,6,3,1,1,1.2,6.5,13.0
SP1,2010-12-20,Racing,Hércules,0,0,D,0,0,D,8,8,2,3,20,15,4,9,3,2,0,0,1.91,3.4,4.0
SP1,2011-01-02,Athletic,RC Deportivo,1,2,A,0,1,A,21,7,7,3,18,17,9,1,1,2,2,1,1.67,3.5,5.5
SP1,2011-01-02,Barcelona,Levante,2,1,H,0,0,D,22,4,10,2,16,13,12,1,4,2,0,0,1.06,11.0,29.0
SP1,2011-01-02,Sevilla,Osasuna,1,0,H,1,0,H,13,7,5,3,17,22,8,6,1,5,0,0,1.62,3.75,5.5
SP1,2011-01-02,Real Sporting,Málaga,1,2,A,1,1,D,14,6,6,5,16,20,2,3,5,3,0,0,2.2,3.3,3.25
SP1,2011-01-02,Valencia,Espanyol,2,1,H,1,1,D,13,15,8,2,17,14,6,4,2,3,1,0,1.62,3.75,5.5
SP1,2011-01-03,Atlético,Racing,0,0,D,0,0,D,13,9,5,3,15,11,10,0,2,1,0,0,1.44,4.33,7.0
SP1,2011-01-03,Getafe,Real Madrid,2,3,A,1,2,A,12,15,5,5,16,20,3,2,5,3,0,1,10.0,5.25,1.29
SP1,2011-01-03,Mallorca,Hércules,3,0,H,2,0,H,20,11,10,3,7,7,4,12,1,4,0,0,1.83,3.4,4.5
SP1,2011-01-03,Villarreal,Almería,2,0,H,1,0,H,16,11,10,2,16,18,4,0,1,4,0,0,1.44,4.33,7.0
SP1,2011-01-03,Real Zaragoza,R. Sociedad,2,1,H,1,1,D,24,8,9,2,17,16,9,4,3,1,0,0,2.2,3.4,3.2
SP1,2011-01-08,RC Deportivo,Barcelona,0,4,A,0,1,A,7,8,1,5,8,7,4,7,1,0,0,0,13.0,6.5,1.2
SP1,2011-01-08,Málaga,Athletic,1,1,D,0,0,D,12,13,3,6,15,19,8,5,4,3,0,0,2.25,3.4,3.1
SP1,2011-01-08,R. Sociedad,Sevilla,2,3,A,2,1,H,14,17,8,5,12,13,5,7,2,1,0,0,2.8,3.25,2.5
SP1,2011-01-09,Espanyol,Real Zaragoza,4,0,H,3,0,H,11,13,6,4,12,21,3,3,2,4,0,0,1.73,3.6,4.75
SP1,2011-01-09,Levante,Valencia,0,1,A,0,0,D,13,16,2,6,14,14,6,3,4,1,0,0,4.33,3.4,1.85
SP1,2011-01-09,Mallorca,Almería,4,1,H,2,0,H,18,10,9,2,14,9,8,9,2,1,0,0,1.73,3.4,4.5
SP1,2011-01-09,Osasuna,Getafe,0,0,D,0,0,D,15,18,3,7,15,10,6,11,4,1,0,0,2.25,3.25,3.2
SP1,2011-01-09,Real Madrid,Villarreal,4,2,H,2,2,D,15,12,7,3,20,8,6,3,3,4,0,0,1.29,5.5,10.0
SP1,2011-01-09,Racing,Real Sporting,1,1,D,1,0,H,13,17,3,9,16,15,4,10,1,3,0,0,1.91,3.4,4.0
SP1,2011-01-10,Hércules,Atlético,4,1,H,4,0,H,10,22,6,4,17,15,4,4,1,0,0,0,2.9,3.25,2.4
SP1,2011-01-15,Athletic,Racing,2,1,H,2,0,H,9,12,4,4,13,12,6,7,2,3,0,1,1.67,3.6,5.25
SP1,2011-01-15,Getafe,R. Sociedad,0,4,A,0,2,A,22,11,3,4,8,17,10,2,3,4,0,0,1.8,3.25,5.0
SP1,2011-01-15,Sevilla,Espanyol,1,2,A,0,1,A,17,11,6,4,17,9,7,3,1,2,0,0,1.73,3.5,5.0
SP1,2011-01-15,Real Sporting,Hércules,2,0,H,2,0,H,8,5,6,2,12,17,3,4,3,5,0,0,2.2,3.3,3.25
SP1,2011-01-15,Villarreal,Osasuna,4,2,H,1,0,H,20,12,12,4,10,10,6,5,1,3,0,0,1.53,3.8,6.5
SP1,2011-01-15,Real Zaragoza,Levante,1,0,H,1,0,H,10,8,2,3,25,18,4,0,5,3,0,0,1.91,3.4,4.0
SP1,2011-01-16,Almería,Real Madrid,1,1,D,0,0,D,9,24,3,10,21,18,1,12,2,2,0,0,10.0,6.0,1.25
SP1,2011-01-16,Barcelona,Málaga,4,1,H,3,0,H,13,4,9,2,12,12,8,1,1,1,0,0,1.08,10.0,23.0
SP1,2011-01-16,Valencia,RC Deportivo,2,0,H,0,0,D,17,9,7,1,16,14,2,3,3,2,0,0,1.44,4.2,7.5
SP1,2011-01-17,Atlético,Mallorca,3,0,H,2,0,H,10,18,5,7,12,9,4,4,2,3,1,1,1.83,3.5,4.33
SP1,2011-01-22,Barcelona,Racing,3,0,H,2,0,H,14,7,11,3,6,15,8,1,0,0,0,0,1.07,11.0,23.0
SP1,2011-01-22,Sevilla,Levante,4,1,H,3,0,H,9,5,5,2,14,22,6,1,2,2,0,0,1.4,4.5,7.5
SP1,2011-01-22,Valencia,Málaga,4,3,H,1,2,A,15,9,7,6,15,7,9,2,1,4,0,2,1.44,4.33,7.0
SP1,2011-01-23,Almería,Osasuna,3,2,H,2,1,H,14,16,4,5,19,16,6,9,3,5,0,0,2.2,3.2,3.4
SP1,2011-01-23,Getafe,Espanyol,1,3,A,1,0,H,17,12,5,6,15,6,5,6,0,0,0,0,2.1,3.3,3.5
SP1,2011-01-23,Real Madrid,Mallorca,1,0,H,0,0,D,18,10,5,2,12,15,12,5,3,4,0,0,1.17,7.0,15.0
SP1,2011-01-23,Real Sporting,Atlético,1,0,H,0,0,D,6,5,3,1,19,14,4,5,2,3,0,0,2.9,3.3,2.38
SP1,2011-01-23,Villarreal,R. Sociedad,2,1,H,1,1,D,28,4,8,1,14,20,8,2,1,4,0,0,1.5,4.1,6.5
SP1,2011-01-23,Real Zaragoza,RC Deportivo,1,0,H,1,0,H,7,5,4,0,30,14,5,1,4,2,0,0,2.0,3.4,3.75
SP1,2011-01-24,Athletic,Hércules,3,0,H,1,0,H,12,7,4,3,21,16,8,1,3,4,0,0,1.73,3.6,4.75
SP1,2011-01-29,Hércules,Barcelona,0,3,A,0,1,A,4,22,2,8,12,8,2,9,2,1,1,0,15.0,7.0,1.17
SP1,2011-01-29,RC Deportivo,Sevilla,3,3,D,1,0,H,16,12,5,6,14,8,4,5,1,3,0,1,3.5,3.3,2.1
SP1,2011-01-29,Levante,Getafe,2,0,H,0,0,D,15,7,6,0,10,11,3,3,3,2,1,1,2.8,3.25,2.5
SP1,2011-01-29,Málaga,Real Zaragoza,1,2,A,1,1,D,15,12,6,7,14,26,5,3,3,4,0,0,1.83,3.5,4.33
SP1,2011-01-29,Mallorca,Real Sporting,0,4,A,0,1,A,16,10,3,3,17,10,4,2,4,2,0,0,1.8,3.25,5.0
SP1,2011-01-29,R. Sociedad,Almería,2,0,H,1,0,H,13,22,5,5,10,23,9,2,2,3,0,0,2.0,3.4,3.75
SP1,2011-01-30,Atlético,Athletic,0,2,A,0,1,A,16,15,7,7,17,17,3,6,3,1,1,0,1.83,3.5,4.33
SP1,2011-01-30,Espanyol,Villarreal,0,1,A,0,1,A,13,16,5,6,9,13,7,5,2,4,0,0,2.5,3.25,2.8
SP1,2011-01-30,Osasuna,Real Madrid,1,0,H,0,0,D,9,21,3,4,24,9,5,5,8,3,0,0,9.0,5.0,1.33
SP1,2011-01-31,Racing,Valencia,1,1,D,1,0,H,8,8,4,3,14,16,3,6,4,2,1,2,3.5,3.3,2.1
SP1,2011-02-05,Almería,Espanyol,3,2,H,3,1,H,11,17,5,5,24,16,4,6,5,3,0,0,2.5,3.3,2.75
SP1,2011-02-05,Athletic,Real Sporting,3,0,H,2,0,H,13,6,6,1,15,14,9,3,4,2,0,1,1.67,3.5,5.5
SP1,2011-02-05,Barcelona,Atlético,3,0,H,2,0,H,15,10,8,4,11,15,5,5,2,3,0,0,1.14,7.5,17.0
SP1,2011-02-05,Getafe,RC Deportivo,4,1,H,3,0,H,19,19,10,8,12,8,5,7,5,4,0,0,1.83,3.5,4.33
SP1,2011-02-05,Osasuna,Mallorca,1,1,D,1,1,D,16,8,5,4,16,14,5,4,1,1,0,0,2.1,3.3,3.5
SP1,2011-02-05,Villarreal,Levante,0,1,A,0,0,D,14,11,4,4,10,14,6,7,2,7,0,0,1.25,5.25,13.0
SP1,2011-02-05,Real Zaragoza,Racing,1,1,D,1,1,D,18,13,5,4,20,22,4,5,4,3,0,0,2.0,3.3,3.75
SP1,2011-02-06,Real Madrid,R. Sociedad,4,1,H,3,0,H,30,14,8,4,7,10,11,3,2,3,0,0,1.17,6.5,19.0
SP1,2011-02-06,Sevilla,Málaga,0,0,D,0,0,D,9,6,2,1,17,16,7,4,4,4,0,0,1.53,4.0,6.0
SP1,2011-02-06,Valencia,Hércules,2,0,H,1,0,H,15,7,7,3,17,14,4,2,3,2,0,0,1.44,4.2,7.5
SP1,2011-02-12,Atlético,Valencia,1,2,A,1,1,D,15,11,5,2,14,17,13,5,2,4,1,0,2.1,3.4,3.4
SP1,2011-02-12,Racing,Sevilla,3,2,H,2,1,H,8,19,4,6,19,10,1,7,4,3,1,0,3.0,3.4,2.3
SP1,2011-02-12,Real Sporting,Barcelona,1,1,D,1,0,H,7,15,1,6,17,8,4,10,4,6,0,0,15.0,8.0,1.14
SP1,2011-02-13,Espanyol,Real Madrid,0,1,A,0,1,A,19,19,5,10,11,9,5,9,2,2,0,1,7.0,4.33,1.44
SP1,2011-02-13,Hércules,Real Zaragoza,2,1,H,0,1,A,7,11,5,6,12,17,2,3,1,3,0,0,2.0,3.4,3.75
SP1,2011-02-13,RC Deportivo,Villarreal,1,0,H,0,0,D,12,3,3,2,16,12,2,2,1,2,0,0,3.5,3.3,2.1
SP1,2011-02-13,Levante,Almería,1,0,H,0,0,D,11,12,4,3,16,17,7,9,3,2,0,0,2.3,3.3,3.1
SP1,2011-02-13,Málaga,Getafe,2,2,D,0,2,A,20,8,6,5,13,15,9,3,2,4,0,0,2.1,3.4,3.4
SP1,2011-02-13,R. Sociedad,Osasuna,1,0,H,0,0,D,19,12,9,1,10,15,5,3,1,3,0,1,2.1,3.25,3.6
SP1,2011-02-14,Mallorca,Athletic,1,0,H,1,0,H,11,12,5,3,15,11,3,9,2,2,0,0,2.1,3.4,3.4
SP1,2011-02-19,Real Madrid,Levante,2,0,H,2,0,H,25,3,11,1,8,11,13,2,2,2,0,0,1.14,7.5,17.0
SP1,2011-02-19,Valencia,Real Sporting,0,0,D,0,0,D,12,7,2,0,13,5,12,4,1,0,0,0,1.44,4.33,7.0
SP1,2011-02-19,Real Zaragoza,Atlético,0,1,A,0,0,D,14,16,2,7,15,15,4,5,3,3,0,0,2.88,3.3,2.4
SP1,2011-02-20,Almería,RC Deportivo,1,1,D,0,0,D,12,8,4,4,15,17,3,7,1,4,0,0,2.05,3.3,3.6
SP1,2011-02-20,Barcelona,Athletic,2,1,H,1,0,H,20,5,5,4,9,18,11,1,3,3,0,0,1.13,7.5,21.0
SP1,2011-02-20,Getafe,Racing,0,1,A,0,0,D,6,8,1,4,13,12,8,4,1,2,1,0,1.8,3.5,4.5
SP1,2011-02-20,Osasuna,Espanyol,4,0,H,1,0,H,15,11,8,0,19,12,8,8,2,2,0,0,2.2,3.3,3.25
SP1,2011-02-20,Sevilla,Hércules,1,0,H,1,0,H,17,7,6,3,14,16,6,8,2,3,0,0,1.57,3.8,6.0
SP1,2011-02-20,Villarreal,Málaga,1,1,D,1,0,H,15,6,7,2,14,23,3,1,1,1,0,0,1.5,4.1,6.5
SP1,2011-02-21,R. Sociedad,Mallorca,1,0,H,0,0,D,12,9,4,2,13,17,11,5,1,2,0,0,2.05,3.3,3.6
SP1,2011-02-26,Atlético,Sevilla,2,2,D,0,1,A,19,15,11,5,15,10,9,3,2,2,0,0,2.1,3.4,3.4
SP1,2011-02-26,Espanyol,R. Sociedad,4,1,H,1,1,D,11,14,4,5,13,16,4,6,1,1,0,0,1.95,3.3,4.0
SP1,2011-02-26,RC Deportivo,Real Madrid,0,0,D,0,0,D,4,21,1,9,21,13,4,11,4,3,0,0,7.5,4.5,1.4
SP1,2011-02-26,Mallorca,Barcelona,0,3,A,0,1,A,8,7,3,4,12,9,5,2,1,0,0,0,8.5,5.0,1.33
SP1,2011-02-26,Real Sporting,Real Zaragoza,0,0,D,0,0,D,13,12,5,0,15,11,4,3,3,4,0,0,1.91,3.4,4.0
SP1,2011-02-27,Athletic,Valencia,1,2,A,1,0,H,17,11,6,5,19,14,7,5,3,4,0,0,2.3,3.3,3.1
SP1,2011-02-27,Hércules,Getafe,0,0,D,0,0,D,11,17,5,7,12,15,7,9,1,2,1,0,2.3,3.3,3.1
SP1,2011-02-27,Levante,Osasuna,2,1,H,1,1,D,14,8,7,4,13,16,5,1,3,2,0,0,2.4,3.2,3.0
SP1,2011-02-27,Racing,Villarreal,2,2,D,1,0,H,17,17,9,2,11,7,6,8,2,3,0,0,2.8,3.25,2.5
SP1,2011-02-28,Málaga,Almería,3,1,H,0,1,A,18,15,8,5,12,20,6,5,4,1,0,2,1.85,3.4,4.33
SP1,2011-03-01,Espanyol,Mallorca,1,2,A,1,0,H,10,16,3,6,20,18,0,9,5,3,0,0,2.1,3.3,3.5
SP1,2011-03-01,Sevilla,Real Sporting,3,0,H,2,0,H,16,3,8,0,17,15,2,1,2,1,0,1,1.57,4.0,5.5
SP1,2011-03-02,Getafe,Atlético,1,1,D,1,0,H,11,13,3,3,15,13,7,8,4,2,0,0,2.7,3.25,2.6
