"name","market_value","team"
"Saúl Ñíguez","7,50 mill. €","Atlético"
"Aitor Gismera","250 mil €","Atlético"
"Thomas Lemar","10,00 mill. €","Atlético"
"Sergio Guerrero","200 mil €","Atlético"
"Álex Calatrava","200 mil €","Atlético"
"Rayane Belaid","-","Atlético"
"Samuel Lino","30,00 mill. €","Atlético"
"Rodrigo Riquelme","25,00 mill. €","Atlético"
"Yannick Carrasco","14,00 mill. €","Atlético"
"Marcos Paulo","2,00 mill. €","Atlético"
"Salim El Jebari","1,00 mill. €","Atlético"
"Vitolo","100 mil €","Atlético"
"João Félix","30,00 mill. €","Atlético"
"Antoine Griezmann","25,00 mill. €","Atlético"
"Ángel Correa","18,00 mill. €","Atlético"
"Memphis Depay","10,00 mill. €","Atlético"
"Álvaro Morata","16,00 mill. €","Atlético"
"Adrián Niño","500 mil €","Atlético"
"Abde Raihani","300 mil €","Atlético"
"Marc-André ter Stegen","28,00 mill. €","Barcelona"
"Iñaki Peña","8,00 mill. €","Barcelona"
"Ander Astralaga","1,00 mill. €","Barcelona"
"Diego Kochen","100 mil €","Barcelona"
"Áron Yaakobishvili","-","Barcelona"
"Ronald Araujo","70,00 mill. €","Barcelona"
"Andreas Christensen","40,00 mill. €","Barcelona"
"Pau Cubarsí","30,00 mill. €","Barcelona"
"Eric García","20,00 mill. €","Barcelona"
"Mikayil Faye","10,00 mill. €","Barcelona"
"Iñigo Martínez","5,00 mill. €","Barcelona"
"Marcos Alonso","2,00 mill. €","Barcelona"
"Alejandro Balde","40,00 mill. €","Barcelona"
"Jules Koundé","45,00 mill. €","Barcelona"
"João Cancelo","25,00 mill. €","Barcelona"
"Héctor Fort","10,00 mill. €","Barcelona"
"Marc Casadó","2,50 mill. €","Barcelona"
"Oriol Romeu","2,00 mill. €","Barcelona"
"Pau Prim","500 mil €","Barcelona"
"Gavi","90,00 mill. €","Barcelona"
"Pedri","80,00 mill. €","Barcelona"
"Frenkie de Jong","70,00 mill. €","Barcelona"
"İlkay Gündoğan","15,00 mill. €","Barcelona"
"Sergi Roberto","2,50 mill. €","Barcelona"
"Unai Hernández","800 mil €","Barcelona"
"Aleix Garrido","500 mil €","Barcelona"
"Fermín López","30,00 mill. €","Barcelona"
"Raphinha","50,00 mill. €","Barcelona"
"Ansu Fati","25,00 mill. €","Barcelona"
"Abde Ezzalzouli","9,00 mill. €","Barcelona"
"Ángel Alarcón","300 mil €","Barcelona"
"Lamine Yamal","90,00 mill. €","Barcelona"
"João Félix","30,00 mill. €","Barcelona"
"Ferran Torres","30,00 mill. €","Barcelona"
"Vitor Roque","30,00 mill. €","Barcelona"
"Robert Lewandowski","15,00 mill. €","Barcelona"
"Marc Guiu","7,50 mill. €","Barcelona"
"Pau Víctor","1,50 mill. €","Barcelona"
"Thibaut Courtois","28,00 mill. €","Real Madrid"
"Andriy Lunin","25,00 mill. €","Real Madrid"
"Kepa Arrizabalaga","12,00 mill. €","Real Madrid"
"Lucas Cañizares","400 mil €","Real Madrid"
"Mario de Luis","400 mil €","Real Madrid"
"Diego Piñeiro","50 mil €","Real Madrid"
"Fran González","-","Real Madrid"
"Éder Militão","60,00 mill. €","Real Madrid"
"Antonio Rüdiger","25,00 mill. €","Real Madrid"
"David Alaba","20,00 mill. €","Real Madrid"
"Nacho Fernández","3,00 mill. €","Real Madrid"
"Álvaro Carrillo","300 mil €","Real Madrid"
"Edgar Pujol","250 mil €","Real Madrid"
"Jacobo Ramón","100 mil €","Real Madrid"
"Ferland Mendy","22,00 mill. €","Real Madrid"
"Fran García","15,00 mill. €","Real Madrid"
"Daniel Carvajal","12,00 mill. €","Real Madrid"
"Lucas Vázquez","4,00 mill. €","Real Madrid"
"Vinícius Tobias","3,00 mill. €","Real Madrid"
"Álvaro Odriozola","2,50 mill. €","Real Madrid"
"Aurélien Tchouaméni","100,00 mill. €","Real Madrid"
"Mario Martín","300 mil €","Real Madrid"
"Federico Valverde","120,00 mill. €","Real Madrid"
"Eduardo Camavinga","100,00 mill. €","Real Madrid"
"Toni Kroos","10,00 mill. €","Real Madrid"
"Luka Modrić","6,00 mill. €","Real Madrid"
"Dani Ceballos","6,00 mill. €","Real Madrid"
"Théo Zidane","300 mil €","Real Madrid"
"Jude Bellingham","180,00 mill. €","Real Madrid"
"Arda Güler","30,00 mill. €","Real Madrid"
"Nico Paz","10,00 mill. €","Real Madrid"
"Vinicius Junior","180,00 mill. €","Real Madrid"
"Rodrygo","110,00 mill. €","Real Madrid"
"Brahim Díaz","40,00 mill. €","Real Madrid"
"Joselu","5,00 mill. €","Real Madrid"
"Álvaro Rodríguez","3,50 mill. €","Real Madrid"
"Gonzalo García","1,00 mill. €","Real Madrid"
"Yassine Bounou","9,00 mill. €","Sevilla"
"Ørjan Nyland","1,40 mill. €","Sevilla"
"Marko Dmitrovic","900 mil €","Sevilla"
"Alberto Flores","300 mil €","Sevilla"
"Matías Árbol","100 mil €","Sevilla"
"Rafa Romero","-","Sevilla"
"Loïc Badé","14,00 mill. €","Sevilla"
"Kike Salas","10,00 mill. €","Sevilla"
"Marcão","4,00 mill. €","Sevilla"
"Federico Gattoni","3,50 mill. €","Sevilla"
"Tanguy Nianzou","3,00 mill. €","Sevilla"
"Sergio Ramos","2,50 mill. €","Sevilla"
"Xavi Sintes","200 mil €","Sevilla"
"Adrià Pedrosa","6,00 mill. €","Sevilla"
"Marcos Acuña","4,00 mill. €","Sevilla"
"Diego Hormigo","200 mil €","Sevilla"
"Oso","200 mil €","Sevilla"
"Juanlu Sánchez","15,00 mill. €","Sevilla"
"Gonzalo Montiel","10,00 mill. €","Sevilla"
"Darío Benavides","150 mil €","Sevilla"
"Boubakary Soumaré","14,00 mill. €","Sevilla"
"Lucien Agoumé","6,00 mill. €","Sevilla"
"Nemanja Gudelj","3,50 mill. €","Sevilla"
"Fernando","2,00 mill. €","Sevilla"
"Djibril Sow","9,00 mill. €","Sevilla"
"Óliver Torres","6,00 mill. €","Sevilla"
"Joan Jordán","3,50 mill. €","Sevilla"
"Ivan Rakitic","3,50 mill. €","Sevilla"
"Manu Bueno","300 mil €","Sevilla"
"Lulo Dasilva","150 mil €","Sevilla"
"Alberto Collado","-","Sevilla"
"Jesús Navas","2,50 mill. €","Sevilla"
"Hannibal","9,00 mill. €","Sevilla"
"Suso","4,00 mill. €","Sevilla"
"Stanis Idumbo","800 mil €","Sevilla"
"Miguel Capitas","200 mil €","Sevilla"
"Lucas Ocampos","9,00 mill. €","Sevilla"
"Isra Domínguez","150 mil €","Sevilla"
"Papu Gómez","-","Sevilla"
"Dodi Lukébakio","12,00 mill. €","Sevilla"
"Jesús Corona","3,50 mill. €","Sevilla"
"Erik Lamela","2,00 mill. €","Sevilla"
"Adnan Januzaj","2,00 mill. €","Sevilla"
"Youssef En-Nesyri","20,00 mill. €","Sevilla"
"Isaac Romero","18,00 mill. €","Sevilla"
"Alejo Veliz","9,00 mill. €","Sevilla"
"Rafa Mir","2,50 mill. €","Sevilla"
"Mariano Díaz","1,50 mill. €","Sevilla"
"Ibra Sow","200 mil €","Sevilla"
"Giorgi Mamardashvili","35,00 mill. €","Valencia"
"Jaume Doménech","800 mil €","Valencia"
"Cristian Rivero","200 mil €","Valencia"
"Vicent Abril","-","Valencia"
"Cristhian Mosquera","30,00 mill. €","Valencia"
"Yarek Gasiorowski","15,00 mill. €","Valencia"
"Cenk Özkacar","4,00 mill. €","Valencia"
"Mouctar Diakhaby","2,00 mill. €","Valencia"
"Gabriel Paulista","2,00 mill. €","Valencia"
"César Tárrega","1,50 mill. €","Valencia"
"José Gayà","25,00 mill. €","Valencia"
"Jesús Vázquez","3,00 mill. €","Valencia"
"Thierry Correia","6,00 mill. €","Valencia"
"Dimitri Foulquier","2,50 mill. €","Valencia"
"Rubén Iranzo","300 mil €","Valencia"
"Pepelu","22,00 mill. €","Valencia"
"Hugo Guillamón","8,00 mill. €","Valencia"
"Javi Guerra","20,00 mill. €","Valencia"
"Ali Fadal","100 mil €","Valencia"
"Javi Navarro","25 mil €","Valencia"
"André Almeida","15,00 mill. €","Valencia"
"Selim Amallah","1,50 mill. €","Valencia"
"Pablo Gozálbez","800 mil €","Valencia"
"Sergi Canós","2,50 mill. €","Valencia"
"Marco Camus","300 mil €","Valencia"
"Diego López","14,00 mill. €","Valencia"
"Fran Pérez","8,00 mill. €","Valencia"
"Peter Federico","3,00 mill. €","Valencia"
"David Otorbi","500 mil €","Valencia"
"Hugo González","300 mil €","Valencia"
"Martín Tejón","100 mil €","Valencia"
"Hugo Duro","16,00 mill. €","Valencia"
"Roman Yaremchuk","3,50 mill. €","Valencia"
"Alberto Marí","1,50 mill. €","Valencia"
"Mario Domínguez","200 mil €","Valencia"
"Joselu Pérez","100 mil €","Valencia"
"Álex Remiro","25,00 mill. €","R. Sociedad"
"Gaizka Ayesa","300 mil €","R. Sociedad"
"Unai Marrero","300 mil €","R. Sociedad"
"Aitor Fraga","200 mil €","R. Sociedad"
"Robin Le Normand","40,00 mill. €","R. Sociedad"
"Igor Zubeldia","22,00 mill. €","R. Sociedad"
"Jon Pacheco","15,00 mill. €","R. Sociedad"
"Aritz Elustondo","5,00 mill. €","R. Sociedad"
"Jon Martín","2,00 mill. €","R. Sociedad"
"Kieran Tierney","12,00 mill. €","R. Sociedad"
"Aihen Muñoz","8,00 mill. €","R. Sociedad"
"Javi Galán","7,00 mill. €","R. Sociedad"
"Diego Rico","1,50 mill. €","R. Sociedad"
"Hamari Traoré","6,00 mill. €","R. Sociedad"
"Jon Aramburu","2,50 mill. €","R. Sociedad"
"Álvaro Odriozola","2,50 mill. €","R. Sociedad"
"Alberto Dadie","250 mil €","R. Sociedad"
"Iñaki Rupérez","150 mil €","R. Sociedad"
"Martín Zubimendi","50,00 mill. €","R. Sociedad"
"Urko González de Zárate","1,20 mill. €","R. Sociedad"
"Mikel Merino","50,00 mill. €","R. Sociedad"
"Beñat Turrientes","20,00 mill. €","R. Sociedad"
"Jon Ander Olasagasti","1,20 mill. €","R. Sociedad"
"Brais Méndez","40,00 mill. €","R. Sociedad"
"Arsen Zakharyan","18,00 mill. €","R. Sociedad"
"Pablo Marín","1,50 mill. €","R. Sociedad"
"Jon Magunazelaia","1,00 mill. €","R. Sociedad"
"Ander Barrenetxea","20,00 mill. €","R. Sociedad"
"Sheraldo Becker","10,00 mill. €","R. Sociedad"
"Martín Merquelanz","600 mil €","R. Sociedad"
"Takefusa Kubo","50,00 mill. €","R. Sociedad"
"Mohamed-Ali Cho","10,00 mill. €","R. Sociedad"
"Robert Navarro","6,00 mill. €","R. Sociedad"
"Álex Sola","4,00 mill. €","R. Sociedad"
"Mikel Oyarzabal","45,00 mill. €","R. Sociedad"
"Umar Sadiq","10,00 mill. €","R. Sociedad"
"André Silva","6,00 mill. €","R. Sociedad"
"Jon Karrikaburu","2,50 mill. €","R. Sociedad"
"Carlos Fernández","1,50 mill. €","R. Sociedad"
"Bryan Fiabema","300 mil €","R. Sociedad"
"Iván Villar","1,20 mill. €","Celta"
"Agustín Marchesín","800 mil €","Celta"
"Vicente Guaita","800 mil €","Celta"
"Coke Carrillo","200 mil €","Celta"
"César Fernández","200 mil €","Celta"
"Ruly García","150 mil €","Celta"
"Unai Núñez","7,00 mill. €","Celta"
"Carl Starfelt","6,00 mill. €","Celta"
"Joseph Aidoo","4,00 mill. €","Celta"
"Carlos Domínguez","3,00 mill. €","Celta"
"Javi Rodríguez","250 mil €","Celta"
"Yoel Lago","200 mil €","Celta"
"Javi Domínguez","150 mil €","Celta"
"Manu Sánchez","8,00 mill. €","Celta"
"Mihailo Ristic","1,00 mill. €","Celta"
"Joel López","200 mil €","Celta"
"Óscar Mingueza","8,00 mill. €","Celta"
"Javier Manquillo","1,80 mill. €","Celta"
"Kevin Vázquez","800 mil €","Celta"
"Javi Rueda","250 mil €","Celta"
"Renato Tapia","5,00 mill. €","Celta"
"Jailson","1,50 mill. €","Celta"
"Damián Rodríguez","500 mil €","Celta"
"Fran Beltrán","6,00 mill. €","Celta"
"Luca de la Torre","3,00 mill. €","Celta"
"Hugo Sotelo","2,50 mill. €","Celta"
"Carlos Dotor","2,00 mill. €","Celta"
"Gabri Veiga","25,00 mill. €","Celta"
"Jonathan Bamba","9,00 mill. €","Celta"
"Williot Swedberg","5,00 mill. €","Celta"
"Hugo Álvarez","1,50 mill. €","Celta"
"Franco Cervi","1,50 mill. €","Celta"
"Tadeo Allende","4,00 mill. €","Celta"
"Carles Pérez","2,50 mill. €","Celta"
"Miguel Rodríguez","800 mil €","Celta"
"Jørgen Strand Larsen","25,00 mill. €","Celta"
"Anastasios Douvikas","6,00 mill. €","Celta"
"Iago Aspas","3,00 mill. €","Celta"
"Gonçalo Paciência","1,50 mill. €","Celta"
"Filip Jørgensen","20,00 mill. €","Villarreal"
"Iker Álvarez","800 mil €","Villarreal"
"Pepe Reina","600 mil €","Villarreal"
"Juan Foyth","15,00 mill. €","Villarreal"
"Matteo Gabbia","8,00 mill. €","Villarreal"
"Yerson Mosquera","6,00 mill. €","Villarreal"
"Jorge Cuenca","6,00 mill. €","Villarreal"
"Eric Bailly","3,00 mill. €","Villarreal"
"Stefan Lekovic","1,80 mill. €","Villarreal"
"Aïssa Mandi","1,80 mill. €","Villarreal"
"Raúl Albiol","1,50 mill. €","Villarreal"
"Antonio Espigares","500 mil €","Villarreal"
"Abraham del Moral","100 mil €","Villarreal"
"Alfonso Pedraza","5,00 mill. €","Villarreal"
"Alberto Moreno","1,80 mill. €","Villarreal"
"Carlos Romero","1,50 mill. €","Villarreal"
"Adrià Altimira","2,00 mill. €","Villarreal"
"Kiko Femenía","1,40 mill. €","Villarreal"
"Daniel Budesca","-","Villarreal"
"Étienne Capoue","1,50 mill. €","Villarreal"
"Francis Coquelin","1,50 mill. €","Villarreal"
"Santi Comesaña","6,00 mill. €","Villarreal"
"Ramón Terrats","4,00 mill. €","Villarreal"
"Dani Parejo","2,50 mill. €","Villarreal"
"Manu Trigueros","1,50 mill. €","Villarreal"
"Dani Requena","400 mil €","Villarreal"
"Denis Suárez","1,50 mill. €","Villarreal"
"Álex Baena","40,00 mill. €","Villarreal"
"Gonçalo Guedes","15,00 mill. €","Villarreal"
"Diego Collado","800 mil €","Villarreal"
"Yéremy Pino","30,00 mill. €","Villarreal"
"Ilias Akhomach","15,00 mill. €","Villarreal"
"Bertrand Traoré","9,00 mill. €","Villarreal"
"Alexander Sørloth","25,00 mill. €","Villarreal"
"Gerard Moreno","10,00 mill. €","Villarreal"
"Ben Brereton Díaz","8,00 mill. €","Villarreal"
"Álex Forés","1,50 mill. €","Villarreal"
"José Luis Morales","1,50 mill. €","Villarreal"
"Jorge Pascual","1,00 mill. €","Villarreal"
"Rui Silva","8,00 mill. €","Betis"
"Claudio Bravo","800 mil €","Betis"
"Fran Vieites","500 mil €","Betis"
"Guilherme Fernandes","150 mil €","Betis"
"Germán García","25 mil €","Betis"
"Chadi Riad","15,00 mill. €","Betis"
"Luiz Felipe","13,00 mill. €","Betis"
"Germán Pezzella","3,00 mill. €","Betis"
"Nobel Mendy","1,00 mill. €","Betis"
"Marc Bartra","1,00 mill. €","Betis"
"Sokratis","700 mil €","Betis"
"Ricardo Visus","150 mil €","Betis"
"Juan Miranda","9,00 mill. €","Betis"
"Abner","7,00 mill. €","Betis"
"Xavi Pleguezuelo","100 mil €","Betis"
"Héctor Bellerín","4,00 mill. €","Betis"
"Youssouf Sabaly","2,50 mill. €","Betis"
"Pablo Busto","500 mil €","Betis"
"Guido Rodríguez","20,00 mill. €","Betis"
"Marc Roca","9,00 mill. €","Betis"
"William Carvalho","3,00 mill. €","Betis"
"Paul Akouokou","1,50 mill. €","Betis"
"Johnny Cardoso","25,00 mill. €","Betis"
"Pablo Fornals","14,00 mill. €","Betis"
"Sergi Altimira","2,50 mill. €","Betis"
"Andrés Guardado","1,00 mill. €","Betis"
"Ginés Sorroche","300 mil €","Betis"
"Quique Fernández","150 mil €","Betis"
"Nabil Fekir","10,00 mill. €","Betis"
"Isco","8,00 mill. €","Betis"
"Dani Pérez","500 mil €","Betis"
"Assane Diao","12,00 mill. €","Betis"
"Abde Ezzalzouli","9,00 mill. €","Betis"
"Juan Cruz","1,50 mill. €","Betis"
"Luiz Henrique","12,00 mill. €","Betis"
"Aitor Ruibal","3,50 mill. €","Betis"
"Rodri Sánchez","3,00 mill. €","Betis"
"Ayoze Pérez","7,00 mill. €","Betis"
"Borja Iglesias","5,00 mill. €","Betis"
"Willian José","5,00 mill. €","Betis"
"Chimy Ávila","3,00 mill. €","Betis"
"Cédric Bakambu","2,50 mill. €","Betis"
"David Soria","5,00 mill. €","Getafe"
"Daniel Fuzato","900 mil €","Getafe"
"Jorge Benito","25 mil €","Getafe"
"Djordjije Medenica","-","Getafe"
"Gastón Álvarez","15,00 mill. €","Getafe"
"Omar Alderete","5,00 mill. €","Getafe"
"Dakonam Djené","2,50 mill. €","Getafe"
"Domingos Duarte","2,00 mill. €","Getafe"
"Stefan Mitrovic","1,30 mill. €","Getafe"
"Nabil Aberdin","100 mil €","Getafe"
"Sergio Gimeno","50 mil €","Getafe"
"Diego Rico","1,50 mill. €","Getafe"
"Fabrizio Angileri","1,00 mill. €","Getafe"
"Jordi Martín","600 mil €","Getafe"
"Gorka Rivera","100 mil €","Getafe"
"Alejandro Herranz","25 mil €","Getafe"
"José Ángel Carmona","3,50 mill. €","Getafe"
"Juan Iglesias","2,50 mill. €","Getafe"
"Damián Suárez","650 mil €","Getafe"
"Nemanja Maksimovic","6,00 mill. €","Getafe"
"Mauro Arambarri","5,00 mill. €","Getafe"
"Luis Milla","3,50 mill. €","Getafe"
"Carles Aleñá","3,00 mill. €","Getafe"
"Ilaix Moriba","3,00 mill. €","Getafe"
"Yellu Santiago","1,00 mill. €","Getafe"
"John Patrick","200 mil €","Getafe"
"Facu Esnáider","100 mil €","Getafe"
"Óscar Rodríguez","2,50 mill. €","Getafe"
"Santi García","200 mil €","Getafe"
"Diego López","100 mil €","Getafe"
"Alberto Risco","-","Getafe"
"Jeremy Jorge","200 mil €","Getafe"
"Yassin Tallal","50 mil €","Getafe"
"Mason Greenwood","25,00 mill. €","Getafe"
"Portu","3,50 mill. €","Getafe"
"Enes Ünal","18,00 mill. €","Getafe"
"Borja Mayoral","15,00 mill. €","Getafe"
"Juanmi Latasa","2,80 mill. €","Getafe"
"Choco Lozano","1,20 mill. €","Getafe"
"Jaime Mata","900 mil €","Getafe"
"Sergio Herrera","6,00 mill. €","Osasuna"
"Aitor Fernández","1,80 mill. €","Osasuna"
"Pablo Valencia","200 mil €","Osasuna"
"Dimitrios Stamatakis","200 mil €","Osasuna"
"David García","10,00 mill. €","Osasuna"
"Jorge Herrando","6,00 mill. €","Osasuna"
"Alejandro Catena","4,00 mill. €","Osasuna"
"Unai García","1,20 mill. €","Osasuna"
"Jorge Moreno","500 mil €","Osasuna"
"Juan Cruz","2,20 mill. €","Osasuna"
"Johan Mojica","2,20 mill. €","Osasuna"
"Jesús Areso","7,50 mill. €","Osasuna"
"Rubén Peña","2,20 mill. €","Osasuna"
"Nacho Vidal","2,00 mill. €","Osasuna"
"Iñigo Arguibide","150 mil €","Osasuna"
"Iker Muñoz","5,00 mill. €","Osasuna"
"Lucas Torró","4,00 mill. €","Osasuna"
"Jon Moncayola","7,00 mill. €","Osasuna"
"Pablo Ibáñez","2,50 mill. €","Osasuna"
"Darko Brasanac","1,40 mill. €","Osasuna"
"Asier Osambela","500 mil €","Osasuna"
"Aimar Oroz","15,00 mill. €","Osasuna"
"Moi Gómez","3,50 mill. €","Osasuna"
"Javi Martínez","1,20 mill. €","Osasuna"
"Xabi Huarte","200 mil €","Osasuna"
"José Manuel Arnáiz","2,00 mill. €","Osasuna"
"Rubén García","2,50 mill. €","Osasuna"
"Kike Barja","2,00 mill. €","Osasuna"
"Ante Budimir","5,00 mill. €","Osasuna"
"Raúl García","4,00 mill. €","Osasuna"
"Chimy Ávila","3,00 mill. €","Osasuna"
"Max Svensson","400 mil €","Osasuna"
"Conan Ledesma","5,00 mill. €","Cádiz"
"David Gil","700 mil €","Cádiz"
"Victor Aznar","100 mil €","Cádiz"
"Nando Almodóvar","50 mil €","Cádiz"
"Fali","2,00 mill. €","Cádiz"
"Víctor Chust","2,00 mill. €","Cádiz"
"Aiham Ousou","1,80 mill. €","Cádiz"
"Jorge Meré","1,00 mill. €","Cádiz"
"Luis Hernández","500 mil €","Cádiz"
"Momo Mbaye","400 mil €","Cádiz"
"Álex Morata","150 mil €","Cádiz"
"Adri Miranda","100 mil €","Cádiz"
"Adrián Salguero","100 mil €","Cádiz"
"Javi Hernández","2,50 mill. €","Cádiz"
"Lucas Pires","2,00 mill. €","Cádiz"
"Julio Cabrera","150 mil €","Cádiz"
"Iván Alejo","1,50 mill. €","Cádiz"
"Iza Carcelén","1,50 mill. €","Cádiz"
"Joseba Zaldua","900 mil €","Cádiz"
"Diadié Samassékou","2,00 mill. €","Cádiz"
"José Mari","200 mil €","Cádiz"
"Rominigue Kouamé","2,00 mill. €","Cádiz"
"Rubén Alcaraz","1,50 mill. €","Cádiz"
"Álex Fernández","1,50 mill. €","Cádiz"
"Gonzalo Escalante","1,50 mill. €","Cádiz"
"Fede San Emeterio","1,50 mill. €","Cádiz"
"Álvaro Bastida","300 mil €","Cádiz"
"Martín Calderón","200 mil €","Cádiz"
"Moussa Diakité","150 mil €","Cádiz"
"Juanmi","6,00 mill. €","Cádiz"
"Darwin Machís","2,00 mill. €","Cádiz"
"Brian Ocampo","900 mil €","Cádiz"
"Robert Navarro","6,00 mill. €","Cádiz"
"José Antonio de la Rosa","300 mil €","Cádiz"
"Nico Njalla","150 mil €","Cádiz"
"Chris Ramos","4,00 mill. €","Cádiz"
"Milutin Osmajic","2,00 mill. €","Cádiz"
"Maxi Gómez","2,00 mill. €","Cádiz"
"Rubén Sobrino","1,40 mill. €","Cádiz"
"Roger Martí","1,20 mill. €","Cádiz"
"Sergi Guardiola","800 mil €","Cádiz"
"Karl Etta Eyong","300 mil €","Cádiz"
"Álvaro Negredo","300 mil €","Cádiz"
"Borja Vázquez","50 mil €","Cádiz"
"Predrag Rajković","10,00 mill. €","Mallorca"
"Dominik Greif","2,50 mill. €","Mallorca"
"Iván Cuéllar","100 mil €","Mallorca"
"Pere García","50 mil €","Mallorca"
"Alex Quevedo","-","Mallorca"
"Martin Valjent","6,00 mill. €","Mallorca"
"José Copete","2,80 mill. €","Mallorca"
"Siebe Van der Heyden","2,00 mill. €","Mallorca"
"Antonio Raíllo","2,00 mill. €","Mallorca"
"Matija Nastasić","1,50 mill. €","Mallorca"
"David López","100 mil €","Mallorca"
"Toni Lato","3,50 mill. €","Mallorca"
"Jaume Costa","900 mil €","Mallorca"
"Marcos Fernández","50 mil €","Mallorca"
"Pablo Maffeo","5,00 mill. €","Mallorca"
"Giovanni González","3,00 mill. €","Mallorca"
"Nacho Vidal","2,00 mill. €","Mallorca"
"Carles Sogorb","-","Mallorca"
"Yuzún Ley","-","Mallorca"
"Samú Costa","10,00 mill. €","Mallorca"
"Omar Mascarell","1,00 mill. €","Mallorca"
"Sergi Darder","6,00 mill. €","Mallorca"
"Manu Morlanes","2,50 mill. €","Mallorca"
"Antonio Sánchez","2,50 mill. €","Mallorca"
"Rubén Quintanilla","50 mil €","Mallorca"
"Dani Rodríguez","1,00 mill. €","Mallorca"
"Daniel Luna","300 mil €","Mallorca"
"Nemanja Radonjic","2,80 mill. €","Mallorca"
"Javi Llabrés","700 mil €","Mallorca"
"Amath Ndiaye","1,50 mill. €","Mallorca"
"Miguelito","50 mil €","Mallorca"
"Vedat Muriqi","12,00 mill. €","Mallorca"
"Cyle Larin","4,00 mill. €","Mallorca"
"Abdón Prats","1,80 mill. €","Mallorca"
"Pau Mascaró","-","Mallorca"
"Stole Dimitrievski","4,00 mill. €","Rayo Vallecano"
"Dani Cárdenas","1,80 mill. €","Rayo Vallecano"
"Miguel Ángel Morro","600 mil €","Rayo Vallecano"
"Florian Lejeune","3,00 mill. €","Rayo Vallecano"
"Abdul Mumin","2,50 mill. €","Rayo Vallecano"
"Aridane Hernández","800 mil €","Rayo Vallecano"
"Jorge Moreno","500 mil €","Rayo Vallecano"
"Martín Pascual","300 mil €","Rayo Vallecano"
"Alfonso Espino","2,40 mill. €","Rayo Vallecano"
"Pep Chavarría","2,00 mill. €","Rayo Vallecano"
"Iván Balliu","2,00 mill. €","Rayo Vallecano"
"Andrei Rațiu","1,40 mill. €","Rayo Vallecano"
"Miguel Crespo","4,00 mill. €","Rayo Vallecano"
"Óscar Valentín","4,00 mill. €","Rayo Vallecano"
"Kike Pérez","3,00 mill. €","Rayo Vallecano"
"Unai López","3,00 mill. €","Rayo Vallecano"
"Pathé Ciss","2,50 mill. €","Rayo Vallecano"
"Diego Méndez","-","Rayo Vallecano"
"Randy Nteka","1,50 mill. €","Rayo Vallecano"
"José Pozo","1,00 mill. €","Rayo Vallecano"
"Óscar Trejo","1,00 mill. €","Rayo Vallecano"
"Álvaro García","3,00 mill. €","Rayo Vallecano"
"Bebé","600 mil €","Rayo Vallecano"
