"name","market_value","team"
"Mikel Oyarzabal","70,00 mill. €","R. Sociedad"
"Alexander Isak","40,00 mill. €","R. Sociedad"
"Willian José","18,00 mill. €","R. Sociedad"
"Carlos Fernández","9,00 mill. €","R. Sociedad"
"Jon Bautista","1,20 mill. €","R. Sociedad"
"Rubén Blanco","5,00 mill. €","Celta"
"Iván Villar","2,50 mill. €","Celta"
"Sergio Álvarez","700 mil €","Celta"
"Iago Domínguez","150 mil €","Celta"
"Patrick Sequeira","150 mil €","Celta"
"Álvaro Fernández","100 mil €","Celta"
"Ruly García","50 mil €","Celta"
"Néstor Araújo","7,00 mill. €","Celta"
"Jeison Murillo","7,00 mill. €","Celta"
"Joseph Aidoo","6,00 mill. €","Celta"
"Carlos Domínguez","1,50 mill. €","Celta"
"David Costas","1,20 mill. €","Celta"
"Jorge Sáenz","1,00 mill. €","Celta"
"José Fontán","1,00 mill. €","Celta"
"Gael Alonso","-","Celta"
"Lucas Olaza","6,00 mill. €","Celta"
"Aarón Martín","4,50 mill. €","Celta"
"David Juncà","700 mil €","Celta"
"Diego Pampín","250 mil €","Celta"
"Hugo Mallo","5,00 mill. €","Celta"
"Sergio Carreira","1,00 mill. €","Celta"
"Kevin Vázquez","800 mil €","Celta"
"Renato Tapia","20,00 mill. €","Celta"
"Okay Yokuşlu","7,50 mill. €","Celta"
"Jordan Holsgrove","500 mil €","Celta"
"Fran Beltrán","12,00 mill. €","Celta"
"Hugo Sotelo","-","Celta"
"Augusto Solari","4,00 mill. €","Celta"
"Brais Méndez","14,00 mill. €","Celta"
"Denis Suárez","12,00 mill. €","Celta"
"Miguel Baeza","2,50 mill. €","Celta"
"Gabri Veiga","1,50 mill. €","Celta"
"Nolito","1,50 mill. €","Celta"
"Álvaro Vadillo","700 mil €","Celta"
"Alfon González","250 mil €","Celta"
"Miguel Rodríguez","1,00 mill. €","Celta"
"Emre Mor","700 mil €","Celta"
"Santi Mina","15,00 mill. €","Celta"
"Iago Aspas","9,00 mill. €","Celta"
"Facundo Ferreyra","2,00 mill. €","Celta"
"Lautaro de León","100 mil €","Celta"
"Sergio Asenjo","9,00 mill. €","Villarreal"
"Gerónimo Rulli","4,00 mill. €","Villarreal"
"Filip Jørgensen","250 mil €","Villarreal"
"Iker Álvarez","50 mil €","Villarreal"
"Pau Torres","50,00 mill. €","Villarreal"
"Juan Foyth","12,00 mill. €","Villarreal"
"Mario Gaspar","5,00 mill. €","Villarreal"
"Raúl Albiol","2,50 mill. €","Villarreal"
"Ramiro Funes Mori","2,00 mill. €","Villarreal"
"Soufiane Chakla","800 mil €","Villarreal"
"Alfonso Pedraza","20,00 mill. €","Villarreal"
"Pervis Estupiñán","12,00 mill. €","Villarreal"
"Alberto Moreno","2,50 mill. €","Villarreal"
"Jaume Costa","2,00 mill. €","Villarreal"
"Rubén Peña","4,00 mill. €","Villarreal"
"Andrei Rațiu","300 mil €","Villarreal"
"Lanchi","200 mil €","Villarreal"
"Francis Coquelin","5,00 mill. €","Villarreal"
"Vicente Iborra","3,00 mill. €","Villarreal"
"Étienne Capoue","2,00 mill. €","Villarreal"
"Sergio Lozano","200 mil €","Villarreal"
"Manu Trigueros","12,00 mill. €","Villarreal"
"Dani Parejo","10,00 mill. €","Villarreal"
"Carlo García","300 mil €","Villarreal"
"Moi Gómez","8,00 mill. €","Villarreal"
"Javi Ontiveros","5,00 mill. €","Villarreal"
"Álex Baena","2,50 mill. €","Villarreal"
"Samuel Chukwueze","20,00 mill. €","Villarreal"
"Takefusa Kubo","15,00 mill. €","Villarreal"
"Yéremy Pino","15,00 mill. €","Villarreal"
"Dani Raba","900 mil €","Villarreal"
"Gerard Moreno","40,00 mill. €","Villarreal"
"Paco Alcácer","22,00 mill. €","Villarreal"
"Fer Niño","3,00 mill. €","Villarreal"
"Carlos Bacca","1,80 mill. €","Villarreal"
"Álex Millán","300 mil €","Villarreal"
"Marko Dmitrovic","8,00 mill. €","Eibar"
"Yoel Rodríguez","900 mil €","Eibar"
"Jonmi Magunagoitia","200 mil €","Eibar"
"Unai Ayala","-","Eibar"
"Paulo Oliveira","4,00 mill. €","Eibar"
"Esteban Burgos","2,50 mill. €","Eibar"
"Pedro Bigas","1,20 mill. €","Eibar"
"José Antonio Martínez","1,20 mill. €","Eibar"
"Anaitz Arbilla","1,00 mill. €","Eibar"
"Unai Dufur","-","Eibar"
"Kévin Rodrigues","3,50 mill. €","Eibar"
"Rafa Soares","1,60 mill. €","Eibar"
"Cote","1,50 mill. €","Eibar"
"Álvaro Tejero","1,00 mill. €","Eibar"
"Rober Correa","900 mil €","Eibar"
"Sergio Cubero","-","Eibar"
"Sergio Álvarez","1,20 mill. €","Eibar"
"Pape Diop","800 mil €","Eibar"
"Edu Expósito","3,50 mill. €","Eibar"
"Aleix García","1,80 mill. €","Eibar"
"Recio","1,20 mill. €","Eibar"
"Roberto Olabe","700 mil €","Eibar"
"Miguel Atienza","600 mil €","Eibar"
"Damian Kądzior","1,70 mill. €","Eibar"
"Bryan Gil","30,00 mill. €","Eibar"
"Takashi Inui","1,50 mill. €","Eibar"
"Álex Pozo","4,00 mill. €","Eibar"
"Pedro León","1,00 mill. €","Eibar"
"Kike García","2,80 mill. €","Eibar"
"Yoshinori Muto","2,50 mill. €","Eibar"
"Sergi Enrich","1,80 mill. €","Eibar"
"Quique González","800 mil €","Eibar"
"Eñaut Mendia","-","Eibar"
"Unai Arieta","-","Eibar"
"Joel Robles","4,00 mill. €","Betis"
"Dani Martín","3,00 mill. €","Betis"
"Claudio Bravo","1,00 mill. €","Betis"
"Dani Rebollo","100 mil €","Betis"
"Carlos Marín","100 mil €","Betis"
"Marc Bartra","10,00 mill. €","Betis"
"Aïssa Mandi","8,00 mill. €","Betis"
"Sidnei","2,50 mill. €","Betis"
"Víctor Ruiz","2,20 mill. €","Betis"
"Geovanni Barba","50 mil €","Betis"
"Juan Miranda","7,00 mill. €","Betis"
"Álex Moreno","6,00 mill. €","Betis"
"José Calderón","50 mil €","Betis"
"Emerson Royal","25,00 mill. €","Betis"
"Martín Montoya","2,00 mill. €","Betis"
"Fran Delgado","400 mil €","Betis"
"Guido Rodríguez","22,00 mill. €","Betis"
"William Carvalho","15,00 mill. €","Betis"
"Paul Akouokou","1,50 mill. €","Betis"
"Víctor Camarasa","1,50 mill. €","Betis"
"Andrés Guardado","1,50 mill. €","Betis"
"Nabil Fekir","25,00 mill. €","Betis"
"Sergio Canales","20,00 mill. €","Betis"
"Yassin Fekir","300 mil €","Betis"
"Cristian Tello","7,50 mill. €","Betis"
"Juanmi","2,50 mill. €","Betis"
"Diego Lainez","8,00 mill. €","Betis"
"Aitor Ruibal","2,00 mill. €","Betis"
"Joaquín","1,50 mill. €","Betis"
"Rodri Sánchez","1,50 mill. €","Betis"
"Borja Iglesias","10,00 mill. €","Betis"
"Loren Morón","9,00 mill. €","Betis"
"Antonio Sanabria","7,50 mill. €","Betis"
"Fernando Pacheco","8,00 mill. €","Alavés"
"Antonio Sivera","900 mil €","Alavés"
"Aritz Castro","150 mil €","Alavés"
"Florian Lejeune","4,50 mill. €","Alavés"
"Rubén Duarte","4,00 mill. €","Alavés"
"Víctor Laguardia","4,00 mill. €","Alavés"
"Rodrigo Ely","2,20 mill. €","Alavés"
"Tachi","800 mil €","Alavés"
"Abdel Abqar","150 mil €","Alavés"
"Stephane Keller","150 mil €","Alavés"
"Hugo Pérez","-","Alavés"
"Adrián Marín","1,20 mill. €","Alavés"
"Javi López","600 mil €","Alavés"
"Eneko Ortiz","-","Alavés"
"Martín Aguirregabiria","3,00 mill. €","Alavés"
"Ximo Navarro","1,80 mill. €","Alavés"
"Tomás Tavares","5,50 mill. €","Alavés"
"Rodrigo Battaglia","4,00 mill. €","Alavés"
"Pere Pons","3,50 mill. €","Alavés"
"Tomás Pina","1,20 mill. €","Alavés"
"Manu García","800 mil €","Alavés"
"Pepe Blanco","150 mil €","Alavés"
"Abdallahi Mahmoud","300 mil €","Alavés"
"Sergi García","100 mil €","Alavés"
"Iñigo Córdoba","2,00 mill. €","Alavés"
"Borja Sainz","2,00 mill. €","Alavés"
"Burgui","800 mil €","Alavés"
"Facundo Pellistri","6,00 mill. €","Alavés"
"Luis Rioja","3,00 mill. €","Alavés"
"Jota Peleteiro","1,80 mill. €","Alavés"
"Joselu","8,00 mill. €","Alavés"
"Lucas Pérez","3,00 mill. €","Alavés"
"Deyverson","2,80 mill. €","Alavés"
"Edgar Méndez","2,20 mill. €","Alavés"
"John Guidetti","1,20 mill. €","Alavés"
"Aitor Fernández","6,00 mill. €","Levante"
"Dani Cárdenas","600 mil €","Levante"
"Koke Vegas","500 mil €","Levante"
"Pablo Campos","200 mil €","Levante"
"Rúben Vezo","10,00 mill. €","Levante"
"Róber Pier","1,20 mill. €","Levante"
"Sergio Postigo","1,20 mill. €","Levante"
"Óscar Duarte","800 mil €","Levante"
"Alfredo Pedraza","200 mil €","Levante"
"Euse Monzó","200 mil €","Levante"
"Carlos Clerc","3,00 mill. €","Levante"
"Toño García","800 mil €","Levante"
"Son","800 mil €","Levante"
"Coke","800 mil €","Levante"
"Mickaël Malsa","5,00 mill. €","Levante"
"Nemanja Radoja","2,50 mill. €","Levante"
"Nikola Vukcevic","1,80 mill. €","Levante"
"Cheick Doukouré","600 mil €","Levante"
"José Campaña","15,00 mill. €","Levante"
"Gonzalo Melero","4,50 mill. €","Levante"
"Pablo Martínez","600 mil €","Levante"
"Álex Blesa","300 mil €","Levante"
"Giorgi Kochorashvili","300 mil €","Levante"
"Jorge Miramón","2,00 mill. €","Levante"
"Enis Bardhi","15,00 mill. €","Levante"
"Hernâni","1,20 mill. €","Levante"
"Álex Cantero","700 mil €","Levante"
"Jorge de Frutos","15,00 mill. €","Levante"
"Rubén Rochina","2,80 mill. €","Levante"
"Edgar Sevikyan","700 mil €","Levante"
"Roger Martí","10,00 mill. €","Levante"
"José Luis Morales","6,00 mill. €","Levante"
"Dani Gómez","1,50 mill. €","Levante"
"Sergio León","1,20 mill. €","Levante"
"David Soria","9,00 mill. €","Getafe"
"Rubén Yáñez","2,00 mill. €","Getafe"
"Dakonam Djené","18,00 mill. €","Getafe"
"Erick Cabaco","2,50 mill. €","Getafe"
"Xabi Etxeita","800 mil €","Getafe"
"Chema Rodríguez","800 mil €","Getafe"
"Soufiane Chakla","800 mil €","Getafe"
"David Alba","150 mil €","Getafe"
"Ryan Nolan","150 mil €","Getafe"
"Marc Cucurella","20,00 mill. €","Getafe"
"Mathías Olivera","12,00 mill. €","Getafe"
"Emmanuel Koffi","200 mil €","Getafe"
"Allan Nyom","2,00 mill. €","Getafe"
"Damián Suárez","1,50 mill. €","Getafe"
"Juan Iglesias","250 mil €","Getafe"
"Ante Palaversa","2,50 mill. €","Getafe"
"Sabit Abdulai","150 mil €","Getafe"
"Mauro Arambarri","20,00 mill. €","Getafe"
"Carles Aleñá","15,00 mill. €","Getafe"
"Nemanja Maksimovic","15,00 mill. €","Getafe"
"David Timor","1,50 mill. €","Getafe"
"John Patrick","1,00 mill. €","Getafe"
"Francisco Portillo","1,20 mill. €","Getafe"
"Josete Miranda","200 mil €","Getafe"
"Takefusa Kubo","15,00 mill. €","Getafe"
"Víctor Mollejo","3,00 mill. €","Getafe"
"Abdoulay Diaby","2,00 mill. €","Getafe"
"Cucho Hernández","9,00 mill. €","Getafe"
"Enes Ünal","7,00 mill. €","Getafe"
"Jaime Mata","4,00 mill. €","Getafe"
"Ángel Rodríguez","3,00 mill. €","Getafe"
"Darío Poveda","400 mil €","Getafe"
"Mamor Niang","-","Getafe"
"Jordi Masip","2,00 mill. €","Real Valladolid"
"Roberto","700 mil €","Real Valladolid"
"Samu Pérez","250 mil €","Real Valladolid"
"Gaizka Campos","150 mil €","Real Valladolid"
"Javi Sánchez","2,80 mill. €","Real Valladolid"
"Joaquín Fernández","2,80 mill. €","Real Valladolid"
"Jawad El Yamiq","1,20 mill. €","Real Valladolid"
"Kiko Olivas","1,00 mill. €","Real Valladolid"
"Bruno González","1,00 mill. €","Real Valladolid"
"Miguel Rubio","150 mil €","Real Valladolid"
"Lucas Freitas","100 mil €","Real Valladolid"
"Jesús Palomeque","50 mil €","Real Valladolid"
"Lucas Olaza","6,00 mill. €","Real Valladolid"
"Nacho Martínez","1,20 mill. €","Real Valladolid"
"Raúl Carnero","600 mil €","Real Valladolid"
"Ignasi Vilarrasa","100 mil €","Real Valladolid"
"Saidy Janko","1,50 mill. €","Real Valladolid"
"Sergio López","1,00 mill. €","Real Valladolid"
"Luis Pérez","900 mil €","Real Valladolid"
"Javi Moyano","100 mil €","Real Valladolid"
"Luismi Sánchez","500 mil €","Real Valladolid"
"Oriol Rey","300 mil €","Real Valladolid"
"Rubén Alcaraz","4,00 mill. €","Real Valladolid"
"Fede San Emeterio","3,00 mill. €","Real Valladolid"
"Roque Mesa","2,50 mill. €","Real Valladolid"
"Míchel Herrero","1,20 mill. €","Real Valladolid"
"Kike Pérez","1,00 mill. €","Real Valladolid"
"Moha Moukhliss","100 mil €","Real Valladolid"
"Óscar Plano","2,80 mill. €","Real Valladolid"
"Kuki Zalazar","250 mil €","Real Valladolid"
"Fran Álvarez","200 mil €","Real Valladolid"
"Jota","3,50 mill. €","Real Valladolid"
"Toni Villa","2,50 mill. €","Real Valladolid"
"Waldo Rubio","1,20 mill. €","Real Valladolid"
"Pablo Hervías","1,50 mill. €","Real Valladolid"
"Fabián Orellana","1,50 mill. €","Real Valladolid"
"Shon Weissman","6,00 mill. €","Real Valladolid"
"Marcos André","3,50 mill. €","Real Valladolid"
"Sergi Guardiola","3,00 mill. €","Real Valladolid"
"Kenan Kodro","1,00 mill. €","Real Valladolid"
"Sergio Benito","200 mil €","Real Valladolid"
"Sergio Herrera","6,00 mill. €","Osasuna"
"Juan Pérez","600 mil €","Osasuna"
"Rubén Martínez","500 mil €","Osasuna"
"Iván Martínez","250 mil €","Osasuna"
"Iñaki Álvarez","200 mil €","Osasuna"
"David García","7,50 mill. €","Osasuna"
"Aridane Hernández","3,00 mill. €","Osasuna"
"Unai García","1,50 mill. €","Osasuna"
"Facundo Roncaglia","1,00 mill. €","Osasuna"
"Jonás Ramalho","1,00 mill. €","Osasuna"
"Raúl Navas","300 mil €","Osasuna"
"Jorge Herrando","250 mil €","Osasuna"
"Manu Sánchez","8,00 mill. €","Osasuna"
"Juan Cruz","2,20 mill. €","Osasuna"
"Nacho Vidal","2,00 mill. €","Osasuna"
"Gorka Zabarte","150 mil €","Osasuna"
"Lucas Torró","2,20 mill. €","Osasuna"
"Oier Sanjurjo","700 mil €","Osasuna"
"Jon Moncayola","7,00 mill. €","Osasuna"
"Darko Brasanac","1,80 mill. €","Osasuna"
"Iñigo Pérez","600 mil €","Osasuna"
"Roberto Torres","5,00 mill. €","Osasuna"
"Javi Martínez","1,20 mill. €","Osasuna"
"Aimar Oroz","200 mil €","Osasuna"
"Asier Córdoba","200 mil €","Osasuna"
"Jony","2,80 mill. €","Osasuna"
"Brandon Thomas","600 mil €","Osasuna"
"Kike Saverio","200 mil €","Osasuna"
"Rubén García","10,00 mill. €","Osasuna"
"Kike Barja","3,00 mill. €","Osasuna"
"Chimy Ávila","10,00 mill. €","Osasuna"
"Ante Budimir","9,00 mill. €","Osasuna"
"Jonathan Calleri","5,00 mill. €","Osasuna"
"Adrián López","1,20 mill. €","Osasuna"
"Enric Gallego","1,00 mill. €","Osasuna"
"Marc Cardona","600 mil €","Osasuna"
