"name","market_value","team"
"Daniel Wass","6,00 mill. €","Atlético"
"Héctor Herrera","5,00 mill. €","Atlético"
"Javi Serrano","-","Atlético"
"Alberto Moreno","-","Atlético"
"Pablo Barrios","-","Atlético"
"Thomas Lemar","40,00 mill. €","Atlético"
"Yannick Carrasco","40,00 mill. €","Atlético"
"Carlos Martín","-","Atlético"
"Giuliano Simeone","500 mil €","Atlético"
"João Félix","70,00 mill. €","Atlético"
"Ángel Correa","45,00 mill. €","Atlético"
"Antoine Griezmann","35,00 mill. €","Atlético"
"Matheus Cunha","30,00 mill. €","Atlético"
"Luis Suárez","8,00 mill. €","Atlético"
"Sergio Camello","3,00 mill. €","Atlético"
"Ivan Saponjic","800 mil €","Atlético"
"Marc-André ter Stegen","30,00 mill. €","Barcelona"
"Iñaki Peña","4,20 mill. €","Barcelona"
"Neto","3,00 mill. €","Barcelona"
"Arnau Tenas","1,50 mill. €","Barcelona"
"Lazar Carević","200 mil €","Barcelona"
"Ronald Araujo","50,00 mill. €","Barcelona"
"Eric García","18,00 mill. €","Barcelona"
"Clément Lenglet","12,00 mill. €","Barcelona"
"Gerard Piqué","5,00 mill. €","Barcelona"
"Samuel Umtiti","2,00 mill. €","Barcelona"
"Arnau Comas","1,00 mill. €","Barcelona"
"Mika Mármol","800 mil €","Barcelona"
"Jordi Alba","9,00 mill. €","Barcelona"
"Alejandro Balde","4,00 mill. €","Barcelona"
"Emerson Royal","25,00 mill. €","Barcelona"
"Sergiño Dest","18,00 mill. €","Barcelona"
"Óscar Mingueza","6,00 mill. €","Barcelona"
"Dani Alves","1,00 mill. €","Barcelona"
"Guillem Jaime","300 mil €","Barcelona"
"Nico González","20,00 mill. €","Barcelona"
"Sergio Busquets","9,00 mill. €","Barcelona"
"Jandro Orellana","1,50 mill. €","Barcelona"
"Álvaro Sanz","700 mil €","Barcelona"
"Pedri","80,00 mill. €","Barcelona"
"Frenkie de Jong","60,00 mill. €","Barcelona"
"Gavi","60,00 mill. €","Barcelona"
"Miralem Pjanić","9,50 mill. €","Barcelona"
"Riqui Puig","7,00 mill. €","Barcelona"
"Sergi Roberto","6,00 mill. €","Barcelona"
"Lucas de Vega","400 mil €","Barcelona"
"Philippe Coutinho","20,00 mill. €","Barcelona"
"Ansu Fati","60,00 mill. €","Barcelona"
"Abde Ezzalzouli","8,00 mill. €","Barcelona"
"Estanis Pedrola","-","Barcelona"
"Adama Traoré","20,00 mill. €","Barcelona"
"Yusuf Demir","5,00 mill. €","Barcelona"
"Ilias Akhomach","3,00 mill. €","Barcelona"
"Antoine Griezmann","35,00 mill. €","Barcelona"
"Memphis Depay","35,00 mill. €","Barcelona"
"Ferran Torres","45,00 mill. €","Barcelona"
"Ousmane Dembélé","30,00 mill. €","Barcelona"
"Pierre-Emerick Aubameyang","15,00 mill. €","Barcelona"
"Martin Braithwaite","6,00 mill. €","Barcelona"
"Luuk de Jong","4,00 mill. €","Barcelona"
"Ferran Jutglà","3,00 mill. €","Barcelona"
"Rey Manaj","1,50 mill. €","Barcelona"
"Sergio Agüero","-","Barcelona"
"Thibaut Courtois","60,00 mill. €","Real Madrid"
"Andriy Lunin","2,50 mill. €","Real Madrid"
"Luis López","300 mil €","Real Madrid"
"Toni Fuidias","300 mil €","Real Madrid"
"Diego Piñeiro","-","Real Madrid"
"Éder Militão","60,00 mill. €","Real Madrid"
"David Alaba","55,00 mill. €","Real Madrid"
"Nacho Fernández","7,00 mill. €","Real Madrid"
"Jesús Vallejo","3,00 mill. €","Real Madrid"
"Mario Gila","500 mil €","Real Madrid"
"Rafa Marín","400 mil €","Real Madrid"
"Ferland Mendy","40,00 mill. €","Real Madrid"
"Miguel Gutiérrez","6,00 mill. €","Real Madrid"
"Marcelo","3,00 mill. €","Real Madrid"
"Daniel Carvajal","18,00 mill. €","Real Madrid"
"Lucas Vázquez","12,00 mill. €","Real Madrid"
"Álvaro Odriozola","12,00 mill. €","Real Madrid"
"Sergio Santos","250 mil €","Real Madrid"
"Casemiro","40,00 mill. €","Real Madrid"
"Antonio Blanco","5,00 mill. €","Real Madrid"
"Federico Valverde","70,00 mill. €","Real Madrid"
"Eduardo Camavinga","55,00 mill. €","Real Madrid"
"Toni Kroos","20,00 mill. €","Real Madrid"
"Dani Ceballos","14,00 mill. €","Real Madrid"
"Luka Modrić","10,00 mill. €","Real Madrid"
"Marco Asensio","40,00 mill. €","Real Madrid"
"Isco","7,50 mill. €","Real Madrid"
"Vinicius Junior","100,00 mill. €","Real Madrid"
"Eden Hazard","12,00 mill. €","Real Madrid"
"Rodrygo","60,00 mill. €","Real Madrid"
"Gareth Bale","3,00 mill. €","Real Madrid"
"Peter Federico","1,00 mill. €","Real Madrid"
"Karim Benzema","30,00 mill. €","Real Madrid"
"Luka Jović","16,00 mill. €","Real Madrid"
"Mariano Díaz","6,00 mill. €","Real Madrid"
"Juanmi Latasa","1,00 mill. €","Real Madrid"
"Yassine Bounou","18,00 mill. €","Sevilla"
"Marko Dmitrovic","5,00 mill. €","Sevilla"
"Javi Díaz","500 mil €","Sevilla"
"Alfonso Pastor","250 mil €","Sevilla"
"Adrián González","50 mil €","Sevilla"
"Alberto Flores","-","Sevilla"
"Diego Carlos","40,00 mill. €","Sevilla"
"Karim Rekik","5,00 mill. €","Sevilla"
"Kike Salas","150 mil €","Sevilla"
"Marcos Acuña","18,00 mill. €","Sevilla"
"Ludwig Augustinsson","5,00 mill. €","Sevilla"
"Juan María Alcedo","200 mil €","Sevilla"
"Pablo Pérez","100 mil €","Sevilla"
"Jules Koundé","60,00 mill. €","Sevilla"
"Gonzalo Montiel","14,00 mill. €","Sevilla"
"Juanlu Sánchez","500 mil €","Sevilla"
"Valentino Fattore","400 mil €","Sevilla"
"José Ángel Carmona","200 mil €","Sevilla"
"Nemanja Gudelj","4,00 mill. €","Sevilla"
"Fernando","4,00 mill. €","Sevilla"
"Joan Jordán","22,00 mill. €","Sevilla"
"Óliver Torres","8,00 mill. €","Sevilla"
"Ivan Rakitic","7,00 mill. €","Sevilla"
"Thomas Delaney","7,00 mill. €","Sevilla"
"Pedro Ortiz","150 mil €","Sevilla"
"Jesús Navas","3,00 mill. €","Sevilla"
"Suso","10,00 mill. €","Sevilla"
"Óscar Rodríguez","9,00 mill. €","Sevilla"
"Munir El Haddadi","8,00 mill. €","Sevilla"
"Nacho Quintana","300 mil €","Sevilla"
"Lucas Ocampos","25,00 mill. €","Sevilla"
"Papu Gómez","6,00 mill. €","Sevilla"
"Oussama Idrissi","4,00 mill. €","Sevilla"
"Jesús Corona","18,00 mill. €","Sevilla"
"Erik Lamela","16,00 mill. €","Sevilla"
"Álex Pozo","4,00 mill. €","Sevilla"
"Luismi Cruz","400 mil €","Sevilla"
"Antonio Zarzana","200 mil €","Sevilla"
"Youssef En-Nesyri","25,00 mill. €","Sevilla"
"Rafa Mir","16,00 mill. €","Sevilla"
"Anthony Martial","16,00 mill. €","Sevilla"
"Luuk de Jong","4,00 mill. €","Sevilla"
"Iván Romero","600 mil €","Sevilla"
"Giorgi Mamardashvili","10,00 mill. €","Valencia"
"Jasper Cillessen","3,00 mill. €","Valencia"
"Jaume Doménech","2,00 mill. €","Valencia"
"Cristian Rivero","200 mil €","Valencia"
"Charlie Pérez","-","Valencia"
"Omar Alderete","10,00 mill. €","Valencia"
"Gabriel Paulista","7,00 mill. €","Valencia"
"Mouctar Diakhaby","7,00 mill. €","Valencia"
"Eray Cömert","1,50 mill. €","Valencia"
"Cristiano Piccini","1,20 mill. €","Valencia"
"Cristhian Mosquera","1,00 mill. €","Valencia"
"César Tárrega","-","Valencia"
"José Gayà","40,00 mill. €","Valencia"
"Jesús Vázquez","5,00 mill. €","Valencia"
"Toni Lato","1,50 mill. €","Valencia"
"Thierry Correia","8,00 mill. €","Valencia"
"Dimitri Foulquier","4,00 mill. €","Valencia"
"Joseda Menargues","200 mil €","Valencia"
"Rubén Iranzo","-","Valencia"
"Hugo Guillamón","20,00 mill. €","Valencia"
"Uros Racic","7,00 mill. €","Valencia"
"Carlos Soler","50,00 mill. €","Valencia"
"Yunus Musah","15,00 mill. €","Valencia"
"Ilaix Moriba","9,00 mill. €","Valencia"
"Daniel Wass","6,00 mill. €","Valencia"
"Koba Koindredi","1,00 mill. €","Valencia"
"Pedro Alemañ","100 mil €","Valencia"
"Javi Guerra","-","Valencia"
"Lass Sangaré","-","Valencia"
"Yellu Santiago","-","Valencia"
"Gonçalo Guedes","40,00 mill. €","Valencia"
"Bryan Gil","18,00 mill. €","Valencia"
"Denis Cheryshev","2,50 mill. €","Valencia"
"Álex Blanco","700 mil €","Valencia"
"Hélder Costa","5,00 mill. €","Valencia"
"Jason Remeseiro","2,50 mill. €","Valencia"
"Hugo González","200 mil €","Valencia"
"Diego López","-","Valencia"
"Manu Vallejo","3,00 mill. €","Valencia"
"Maxi Gómez","12,00 mill. €","Valencia"
"Hugo Duro","10,00 mill. €","Valencia"
"Marcos André","5,00 mill. €","Valencia"
"Rubén Sobrino","2,00 mill. €","Valencia"
"Mario Domínguez","-","Valencia"
"Álex Remiro","22,00 mill. €","R. Sociedad"
"Mathew Ryan","5,00 mill. €","R. Sociedad"
"Gaizka Ayesa","1,00 mill. €","R. Sociedad"
"Unai Marrero","150 mil €","R. Sociedad"
"Robin Le Normand","30,00 mill. €","R. Sociedad"
"Aritz Elustondo","20,00 mill. €","R. Sociedad"
"Igor Zubeldia","15,00 mill. €","R. Sociedad"
"Jon Pacheco","1,00 mill. €","R. Sociedad"
"Aihen Muñoz","6,00 mill. €","R. Sociedad"
"Diego Rico","3,00 mill. €","R. Sociedad"
"Nacho Monreal","1,00 mill. €","R. Sociedad"
"Jonathan Gómez","500 mil €","R. Sociedad"
"Cristo Romero","300 mil €","R. Sociedad"
"Andoni Gorosabel","10,00 mill. €","R. Sociedad"
"Joseba Zaldua","4,00 mill. €","R. Sociedad"
"Martín Zubimendi","30,00 mill. €","R. Sociedad"
"Asier Illarramendi","3,00 mill. €","R. Sociedad"
"Urko González de Zárate","1,00 mill. €","R. Sociedad"
"Mikel Merino","50,00 mill. €","R. Sociedad"
"Ander Guevara","5,00 mill. €","R. Sociedad"
"Beñat Turrientes","3,00 mill. €","R. Sociedad"
"Jon Guridi","1,20 mill. €","R. Sociedad"
"Jon Ander Olasagasti","1,00 mill. €","R. Sociedad"
"Rafinha","9,00 mill. €","R. Sociedad"
"David Silva","4,00 mill. €","R. Sociedad"
"Ander Barrenetxea","9,00 mill. €","R. Sociedad"
"Julen Lobete","3,00 mill. €","R. Sociedad"
"Naïs Djouahra","1,50 mill. €","R. Sociedad"
"Germán Valera","1,50 mill. €","R. Sociedad"
"Adnan Januzaj","12,00 mill. €","R. Sociedad"
"Portu","9,00 mill. €","R. Sociedad"
"Robert Navarro","3,00 mill. €","R. Sociedad"
"Ander Martín","500 mil €","R. Sociedad"
"Álex Sola","300 mil €","R. Sociedad"
"Mikel Oyarzabal","60,00 mill. €","R. Sociedad"
"Alexander Isak","30,00 mill. €","R. Sociedad"
"Alexander Sørloth","10,00 mill. €","R. Sociedad"
"Carlos Fernández","5,00 mill. €","R. Sociedad"
"Jon Karrikaburu","5,00 mill. €","R. Sociedad"
"Jon Bautista","1,00 mill. €","R. Sociedad"
"Rubén Blanco","3,00 mill. €","Celta"
"Matías Dituro","1,00 mill. €","Celta"
"Gaizka Campos","150 mil €","Celta"
"Coke Carrillo","100 mil €","Celta"
"César Fernández","-","Celta"
"Joseph Aidoo","7,00 mill. €","Celta"
"Néstor Araújo","4,00 mill. €","Celta"
"Jeison Murillo","3,50 mill. €","Celta"
"José Fontán","1,00 mill. €","Celta"
"Carlos Domínguez","1,00 mill. €","Celta"
"Javi Castro","200 mil €","Celta"
"Javi Galán","12,00 mill. €","Celta"
"Fernando Medrano","150 mil €","Celta"
"Hugo Mallo","4,00 mill. €","Celta"
"Kevin Vázquez","2,00 mill. €","Celta"
"Thomas Carrique","400 mil €","Celta"
"Renato Tapia","10,00 mill. €","Celta"
"Okay Yokuşlu","3,00 mill. €","Celta"
"Damián Rodríguez","-","Celta"
"Fran Beltrán","15,00 mill. €","Celta"
"Orbelín Pineda","4,00 mill. €","Celta"
"Hugo Sotelo","-","Celta"
"Augusto Solari","2,50 mill. €","Celta"
"Brais Méndez","18,00 mill. €","Celta"
"Denis Suárez","10,00 mill. €","Celta"
"Gabri Veiga","1,50 mill. €","Celta"
"Miguel Baeza","1,00 mill. €","Celta"
"Franco Cervi","5,00 mill. €","Celta"
"Nolito","1,20 mill. €","Celta"
"Alfon González","300 mil €","Celta"
"Hugo Álvarez","-","Celta"
"Iago Aspas","7,00 mill. €","Celta"
"Thiago Galhardo","2,00 mill. €","Celta"
"Santi Mina","-","Celta"
"Gerónimo Rulli","6,00 mill. €","Villarreal"
"Sergio Asenjo","4,00 mill. €","Villarreal"
"Iker Álvarez","300 mil €","Villarreal"
"Filip Jørgensen","300 mil €","Villarreal"
"Pau Torres","50,00 mill. €","Villarreal"
"Juan Foyth","25,00 mill. €","Villarreal"
"Jorge Cuenca","8,00 mill. €","Villarreal"
"Aïssa Mandi","6,00 mill. €","Villarreal"
"Mario Gaspar","3,00 mill. €","Villarreal"
"Raúl Albiol","3,00 mill. €","Villarreal"
"Adrián Dela","600 mil €","Villarreal"
"Pervis Estupiñán","20,00 mill. €","Villarreal"
"Alfonso Pedraza","18,00 mill. €","Villarreal"
"Alberto Moreno","5,00 mill. €","Villarreal"
"Dani Tasende","500 mil €","Villarreal"
"Serge Aurier","10,00 mill. €","Villarreal"
"Rubén Peña","2,50 mill. €","Villarreal"
"Lanchi","200 mil €","Villarreal"
"Francis Coquelin","5,00 mill. €","Villarreal"
"Étienne Capoue","3,00 mill. €","Villarreal"
"Vicente Iborra","2,00 mill. €","Villarreal"
"Manu Trigueros","14,00 mill. €","Villarreal"
"Dani Parejo","9,00 mill. €","Villarreal"
"Manu Morlanes","5,00 mill. €","Villarreal"
"Carlo García","400 mil €","Villarreal"
"Antonio Pacheco","200 mil €","Villarreal"
"Giovani Lo Celso","22,00 mill. €","Villarreal"
"Moi Gómez","8,00 mill. €","Villarreal"
"Arnaut Danjuma","50,00 mill. €","Villarreal"
"Nikita Iosifov","1,20 mill. €","Villarreal"
"Yéremy Pino","40,00 mill. €","Villarreal"
"Samuel Chukwueze","20,00 mill. €","Villarreal"
"Dani Raba","900 mil €","Villarreal"
"Gerard Moreno","40,00 mill. €","Villarreal"
"Boulaye Dia","12,00 mill. €","Villarreal"
"Paco Alcácer","9,00 mill. €","Villarreal"
"Fer Niño","3,00 mill. €","Villarreal"
"Nicolas Jackson","1,00 mill. €","Villarreal"
"Juan Carlos Arana","800 mil €","Villarreal"
"Rui Silva","15,00 mill. €","Betis"
"Joel Robles","1,50 mill. €","Betis"
"Claudio Bravo","1,00 mill. €","Betis"
"Dani Rebollo","100 mil €","Betis"
"Edgar González","6,00 mill. €","Betis"
"Marc Bartra","6,00 mill. €","Betis"
"Germán Pezzella","5,00 mill. €","Betis"
"Sidnei","2,00 mill. €","Betis"
"Víctor Ruiz","1,50 mill. €","Betis"
"Kike Hermoso","200 mil €","Betis"
"Álex Moreno","18,00 mill. €","Betis"
"Juan Miranda","5,00 mill. €","Betis"
"Marc Baró","200 mil €","Betis"
"José Calderón","200 mil €","Betis"
"Héctor Bellerín","20,00 mill. €","Betis"
"Youssouf Sabaly","3,00 mill. €","Betis"
"Martín Montoya","1,50 mill. €","Betis"
"Fran Delgado","400 mil €","Betis"
"Guido Rodríguez","25,00 mill. €","Betis"
"William Carvalho","16,00 mill. €","Betis"
"Paul Akouokou","4,00 mill. €","Betis"
"Andrés Guardado","1,50 mill. €","Betis"
"Víctor Camarasa","1,00 mill. €","Betis"
"Antonio Marchena","100 mil €","Betis"
"Nabil Fekir","40,00 mill. €","Betis"
"Sergio Canales","20,00 mill. €","Betis"
"Yassin Fekir","300 mil €","Betis"
"Juanmi","15,00 mill. €","Betis"
"Cristian Tello","5,00 mill. €","Betis"
"Rodri Sánchez","4,00 mill. €","Betis"
"Aitor Ruibal","3,00 mill. €","Betis"
"Diego Lainez","2,50 mill. €","Betis"
"Rober González","2,00 mill. €","Betis"
"Joaquín","1,50 mill. €","Betis"
"Borja Iglesias","15,00 mill. €","Betis"
"Willian José","12,00 mill. €","Betis"
"Loren Morón","4,00 mill. €","Betis"
"Raúl García","500 mil €","Betis"
"Fernando Pacheco","5,00 mill. €","Alavés"
"Antonio Sivera","1,00 mill. €","Alavés"
"Jesús Owono","200 mil €","Alavés"
"Adrián Rodríguez","50 mil €","Alavés"
"Óscar Medina","-","Alavés"
"Iván Sanz","-","Alavés"
"Rubén Duarte","3,00 mill. €","Alavés"
"Matt Miazga","2,00 mill. €","Alavés"
"Víctor Laguardia","2,00 mill. €","Alavés"
"Florian Lejeune","2,00 mill. €","Alavés"
"Tachi","800 mil €","Alavés"
"Abdel Abqar","150 mil €","Alavés"
"Javi López","700 mil €","Alavés"
"Saúl García","600 mil €","Alavés"
"Nahuel Tenaglia","3,00 mill. €","Alavés"
"Martín Aguirregabiria","2,50 mill. €","Alavés"
"Ximo Navarro","1,20 mill. €","Alavés"
"Alexandru Țîrlea","100 mil €","Alavés"
"Mamadou Loum","4,00 mill. €","Alavés"
"Tomás Mendes","-","Alavés"
"Gonzalo Escalante","2,50 mill. €","Alavés"
"Pere Pons","2,50 mill. €","Alavés"
"Toni Moya","1,50 mill. €","Alavés"
"Iván Martín","800 mil €","Alavés"
"Tomás Pina","800 mil €","Alavés"
"Antonio Perera","400 mil €","Alavés"
"Álex Balboa","100 mil €","Alavés"
"Manu García","3,00 mill. €","Alavés"
"Luis Rioja","3,00 mill. €","Alavés"
"Facundo Pellistri","2,50 mill. €","Alavés"
"Jason Remeseiro","2,50 mill. €","Alavés"
"Unai Ropero","-","Alavés"
"Manu Vallejo","3,00 mill. €","Alavés"
"Joselu","5,00 mill. €","Alavés"
"Lucas Pérez","2,50 mill. €","Alavés"
"Miguel de la Fuente","1,50 mill. €","Alavés"
"Taichi Hara","1,30 mill. €","Alavés"
"Mamadou Sylla","1,20 mill. €","Alavés"
"Edgar Méndez","1,20 mill. €","Alavés"
"John Guidetti","1,00 mill. €","Alavés"
"Marc Tenas","500 mil €","Alavés"
"Giorgi Gagua","150 mil €","Alavés"
"Alan Godoy","100 mil €","Alavés"
"Aitor Fernández","2,50 mill. €","Levante"
"Dani Cárdenas","1,50 mill. €","Levante"
"Koke Vegas","300 mil €","Levante"
"Pablo Picón","150 mil €","Levante"
"Pablo Campos","150 mil €","Levante"
"Álex Primo","100 mil €","Levante"
"Rúben Vezo","4,00 mill. €","Levante"
"Shkodran Mustafi","2,00 mill. €","Levante"
"Róber Pier","1,50 mill. €","Levante"
"Martín Cáceres","900 mil €","Levante"
"Óscar Duarte","800 mil €","Levante"
"Marc Pubill","800 mil €","Levante"
"Sergio Postigo","700 mil €","Levante"
"José Manuel","150 mil €","Levante"
"Antonio Leal","100 mil €","Levante"
"Marcelo Saracchi","2,50 mill. €","Levante"
"Carlos Clerc","2,00 mill. €","Levante"
"Enric Franquesa","800 mil €","Levante"
"Son","1,00 mill. €","Levante"
"Coke","600 mil €","Levante"
"Carlos Giménez","100 mil €","Levante"
"Joseda Álvarez","50 mil €","Levante"
"Pepelu","3,00 mill. €","Levante"
"Mickaël Malsa","3,00 mill. €","Levante"
"Nemanja Radoja","2,00 mill. €","Levante"
"Nikola Vukcevic","1,00 mill. €","Levante"
"José Campaña","6,00 mill. €","Levante"
"Gonzalo Melero","4,00 mill. €","Levante"
"Pablo Martínez","1,50 mill. €","Levante"
"Álex Blesa","300 mil €","Levante"
"Giorgi Kochorashvili","200 mil €","Levante"
"Carlos Benítez","100 mil €","Levante"
"Jorge Miramón","1,80 mill. €","Levante"
"Enis Bardhi","8,00 mill. €","Levante"
"Álex Cantero","1,00 mill. €","Levante"
"Hernâni","700 mil €","Levante"
"Jorge de Frutos","10,00 mill. €","Levante"
"Roger Martí","5,00 mill. €","Levante"
"José Luis Morales","4,00 mill. €","Levante"
"Dani Gómez","2,50 mill. €","Levante"
"Roberto Soldado","1,00 mill. €","Levante"
"Omar Faraj","100 mil €","Levante"
"David Soria","8,00 mill. €","Getafe"
"Rubén Yáñez","1,50 mill. €","Getafe"
"Diego Conde","300 mil €","Getafe"
"Dakonam Djené","10,00 mill. €","Getafe"
"Jorge Cuenca","8,00 mill. €","Getafe"
"Erick Cabaco","1,80 mill. €","Getafe"
"Stefan Mitrovic","1,80 mill. €","Getafe"
"Ignasi Miquel","1,20 mill. €","Getafe"
"Chema Rodríguez","800 mil €","Getafe"
"Gastón Álvarez","500 mil €","Getafe"
"Álvaro López","-","Getafe"
"Chinchu","-","Getafe"
"Marc Cucurella","28,00 mill. €","Getafe"
"Mathías Olivera","15,00 mill. €","Getafe"
"Jonathan Silva","1,80 mill. €","Getafe"
"Emmanuel Koffi","200 mil €","Getafe"
"Juan Iglesias","1,50 mill. €","Getafe"
"Damián Suárez","1,50 mill. €","Getafe"
"Allan Nyom","1,00 mill. €","Getafe"
"Florentino","5,00 mill. €","Getafe"
"Okay Yokuşlu","3,00 mill. €","Getafe"
"Ángel Algobia","100 mil €","Getafe"
"Mauro Arambarri","15,00 mill. €","Getafe"
"Nemanja Maksimovic","14,00 mill. €","Getafe"
"Carles Aleñá","9,00 mill. €","Getafe"
"Gonzalo Villar","5,00 mill. €","Getafe"
"David Timor","1,00 mill. €","Getafe"
"John Patrick","1,00 mill. €","Getafe"
"Totti","-","Getafe"
"Jakub Jankto","4,00 mill. €","Getafe"
"Óscar Rodríguez","9,00 mill. €","Getafe"
"Santi García","50 mil €","Getafe"
"Diego López","-","Getafe"
"Vitolo","1,50 mill. €","Getafe"
"Pablo Montero","-","Getafe"
"Enes Ünal","25,00 mill. €","Getafe"
"Hugo Duro","10,00 mill. €","Getafe"
"Borja Mayoral","9,00 mill. €","Getafe"
"José Juan Macías","7,00 mill. €","Getafe"
"Sandro Ramírez","3,50 mill. €","Getafe"
"Jaime Mata","3,00 mill. €","Getafe"
"Darío Poveda","600 mil €","Getafe"
"Mamor Niang","25 mil €","Getafe"
"Sergio Herrera","8,00 mill. €","Osasuna"
"Juan Pérez","600 mil €","Osasuna"
"Darío Ramos","200 mil €","Osasuna"
"Yoel Ramírez","50 mil €","Osasuna"
"David García","20,00 mill. €","Osasuna"
"Unai García","1,50 mill. €","Osasuna"
"Aridane Hernández","1,50 mill. €","Osasuna"
"Jonás Ramalho","800 mil €","Osasuna"
"Unai Dufur","300 mil €","Osasuna"
"Manu Sánchez","10,00 mill. €","Osasuna"
"Juan Cruz","2,00 mill. €","Osasuna"
"Cote","1,50 mill. €","Osasuna"
"Nacho Vidal","5,00 mill. €","Osasuna"
"Jesús Areso","800 mil €","Osasuna"
"Lucas Torró","5,00 mill. €","Osasuna"
"Oier Sanjurjo","500 mil €","Osasuna"
"Jon Moncayola","12,00 mill. €","Osasuna"
"Darko Brasanac","2,00 mill. €","Osasuna"
"Jaume Grau","800 mil €","Osasuna"
"Iñigo Pérez","600 mil €","Osasuna"
"Roberto Torres","3,00 mill. €","Osasuna"
"Javi Martínez","2,50 mill. €","Osasuna"
"Javi Ontiveros","1,50 mill. €","Osasuna"
"Rubén García","8,00 mill. €","Osasuna"
"Kike Barja","3,00 mill. €","Osasuna"
"Rober Ibáñez","500 mil €","Osasuna"
"Iker Benito","300 mil €","Osasuna"
"Pau Martínez","200 mil €","Osasuna"
"Chimy Ávila","8,00 mill. €","Osasuna"
"Ante Budimir","6,00 mill. €","Osasuna"
"Kike García","1,80 mill. €","Osasuna"
"Iván Barbero","500 mil €","Osasuna"
"Luís Maximiano","12,00 mill. €","Granada"
"Aarón Escandell","1,00 mill. €","Granada"
"João Costa","200 mil €","Granada"
"Cheikh Sarr","100 mil €","Granada"
"Ángel Jiménez","100 mil €","Granada"
"Domingos Duarte","8,00 mill. €","Granada"
"Luis Abram","6,00 mill. €","Granada"
"Raúl Torrente","3,00 mill. €","Granada"
"Germán Sánchez","800 mil €","Granada"
"Pepe Sánchez","300 mil €","Granada"
"Sergio Barcia","250 mil €","Granada"
"Neyder Lozano","200 mil €","Granada"
"Carlos Neva","4,00 mill. €","Granada"
"Sergio Escudero","1,80 mill. €","Granada"
"Miguel Ángel Brau","100 mil €","Granada"
"Dimitri Foulquier","4,00 mill. €","Granada"
"Santiago Arias","4,00 mill. €","Granada"
"Víctor Díaz","700 mil €","Granada"
"Quini","400 mil €","Granada"
"Njegos Petrovic","2,50 mill. €","Granada"
"Maxime Gonalons","1,80 mill. €","Granada"
"Yan Eteki","1,50 mill. €","Granada"
"Luis Milla","5,00 mill. €","Granada"
"Monchu","3,00 mill. €","Granada"
"Ángel Montoro","1,00 mill. €","Granada"
"Isma Ruiz","600 mil €","Granada"
"Álex Collado","4,00 mill. €","Granada"
"Darwin Machís","6,00 mill. €","Granada"
"Myrto Uzuni","3,00 mill. €","Granada"
"Bryan Zaragoza","200 mil €","Granada"
"Antonio Puertas","4,50 mill. €","Granada"
