"name","market_value","team"
"Jacobo Ynclán","-","Atlético"
"Luciano Galletti","5,00 mill. €","Atlético"
"Fernando Marqués","500 mil €","Atlético"
"Miguel de las Cuevas","-","Atlético"
"Fernando Torres","30,00 mill. €","Atlético"
"Sergio Agüero","20,00 mill. €","Atlético"
"Mista","6,50 mill. €","Atlético"
"Rufino Segovia","150 mil €","Atlético"
"Roberto Batres","-","Atlético"
"Víctor Valdés","13,50 mill. €","Barcelona"
"Albert Jorquera","1,10 mill. €","Barcelona"
"Rubén Martínez","250 mil €","Barcelona"
"Carles Puyol","30,00 mill. €","Barcelona"
"Rafa Márquez","16,00 mill. €","Barcelona"
"Lilian Thuram","4,90 mill. €","Barcelona"
"Oleguer","3,75 mill. €","Barcelona"
"Jesús Olmo","50 mil €","Barcelona"
"Marc Valiente","-","Barcelona"
"Giovanni van Bronckhorst","5,20 mill. €","Barcelona"
"Sylvinho","2,90 mill. €","Barcelona"
"Gianluca Zambrotta","26,00 mill. €","Barcelona"
"Juliano Belletti","4,50 mill. €","Barcelona"
"Thiago Motta","7,50 mill. €","Barcelona"
"Edmílson","6,60 mill. €","Barcelona"
"Marc Crosas","-","Barcelona"
"Xavi","31,00 mill. €","Barcelona"
"Andrés Iniesta","22,00 mill. €","Barcelona"
"Mark van Bommel","15,00 mill. €","Barcelona"
"Jordi Gómez","50 mil €","Barcelona"
"Lluis Sastre","50 mil €","Barcelona"
"Deco","25,00 mill. €","Barcelona"
"Víctor Vázquez","-","Barcelona"
"Ronaldinho","70,00 mill. €","Barcelona"
"Lionel Messi","15,00 mill. €","Barcelona"
"Ludovic Giuly","7,00 mill. €","Barcelona"
"Jeffrén","-","Barcelona"
"Javier Saviola","8,65 mill. €","Barcelona"
"Giovani dos Santos","1,00 mill. €","Barcelona"
"Samuel Eto'o","38,00 mill. €","Barcelona"
"Eidur Gudjohnsen","8,50 mill. €","Barcelona"
"Santiago Ezquerro","3,00 mill. €","Barcelona"
"Toni Doblas","3,00 mill. €","Betis"
"Pedro Contreras","2,00 mill. €","Betis"
"Casto","125 mil €","Betis"
"Juanito","7,00 mill. €","Betis"
"Melli","6,00 mill. €","Betis"
"Branko Ilic","2,00 mill. €","Betis"
"Nano Rivas","1,50 mill. €","Betis"
"Alejandro Lembo","1,25 mill. €","Betis"
"Arzu","1,00 mill. €","Betis"
"David Rivas","800 mil €","Betis"
"Enrique Romero","750 mil €","Betis"
"Fernando Vega","750 mil €","Betis"
"Damià Abella","3,00 mill. €","Betis"
"Óscar López","1,25 mill. €","Betis"
"Isidoro","-","Betis"
"Johann Vogel","2,75 mill. €","Betis"
"Miguel Ángel","2,00 mill. €","Betis"
"Juande Prados","1,50 mill. €","Betis"
"José Manuel Cañamero","-","Betis"
"Marcos Assunção","5,00 mill. €","Betis"
"Alberto Rivera","2,50 mill. €","Betis"
"Benjamín","1,25 mill. €","Betis"
"Juan Pablo Caffa","750 mil €","Betis"
"Capi","3,00 mill. €","Betis"
"Fernando","1,50 mill. €","Betis"
"Francisco Maldonado","500 mil €","Betis"
"Jorge Wagner","1,00 mill. €","Betis"
"David Odonkor","2,50 mill. €","Betis"
"Fabrice Pancrate","2,00 mill. €","Betis"
"Xisco Muñoz","3,75 mill. €","Betis"
"Edú","3,50 mill. €","Betis"
"Rafael Sóbis","10,00 mill. €","Betis"
"Robert","4,00 mill. €","Betis"
"Dani","1,00 mill. €","Betis"
"Esteban","2,50 mill. €","Celta"
"José Manuel Pinto","1,50 mill. €","Celta"
"Dani","-","Celta"
"Pablo Contreras","3,00 mill. €","Celta"
"Matías Lequi","2,00 mill. €","Celta"
"Gabriel Tamaș","1,75 mill. €","Celta"
"Yago Yao","300 mil €","Celta"
"Dani Martino","-","Celta"
"Richy","-","Celta"
"Diego Placente","4,50 mill. €","Celta"
"Areias","500 mil €","Celta"
"Roberto Lago","200 mil €","Celta"
"Ángel López","1,50 mill. €","Celta"
"George Lucas","450 mil €","Celta"
"Pablo García","4,50 mill. €","Celta"
"Borja Oubiña","3,00 mill. €","Celta"
"Roberto Sousa","800 mil €","Celta"
"Jorge Larena","3,00 mill. €","Celta"
"Iriney","2,00 mill. €","Celta"
"Jonathan Aspas","1,20 mill. €","Celta"
"Jonathan Vila","75 mil €","Celta"
"Nenê","4,00 mill. €","Celta"
"Fabián Canobbio","1,50 mill. €","Celta"
"Gustavo López","7,50 mill. €","Celta"
"Daniël de Ridder","1,25 mill. €","Celta"
"Antonio Núñez","1,30 mill. €","Celta"
"Antonio Guayre","400 mil €","Celta"
"Dani Abalo","-","Celta"
"Habib Bamogo","2,80 mill. €","Celta"
"Fernando Baiano","3,00 mill. €","Celta"
"Jesús Perera","350 mil €","Celta"
"Iago Aspas","-","Celta"
"Dudu Aouate","3,50 mill. €","RC Deportivo"
"Gustavo Munúa","1,00 mill. €","RC Deportivo"
"Fabri","100 mil €","RC Deportivo"
"Alberto Domínguez","-","RC Deportivo"
"Jorge Andrade","12,50 mill. €","RC Deportivo"
"Fabricio Coloccini","8,00 mill. €","RC Deportivo"
"Juanma Delgado","1,80 mill. €","RC Deportivo"
"Rodri","1,50 mill. €","RC Deportivo"
"Alberto Lopo","1,50 mill. €","RC Deportivo"
"Adrián López","-","RC Deportivo"
"Joan Capdevila","7,50 mill. €","RC Deportivo"
"Filipe Luís","650 mil €","RC Deportivo"
"Manuel Pablo","6,00 mill. €","RC Deportivo"
"Álvaro Arbeloa","3,80 mill. €","RC Deportivo"
"Antonio Barragán","250 mil €","RC Deportivo"
"Aldo Duscher","7,50 mill. €","RC Deportivo"
"Julian de Guzmán","3,00 mill. €","RC Deportivo"
"Juan Rodríguez","800 mil €","RC Deportivo"
"Sergio González","8,00 mill. €","RC Deportivo"
"Fabián Estoyanoff","1,75 mill. €","RC Deportivo"
"Juan Carlos Valerón","14,00 mill. €","RC Deportivo"
"Joan Verdú","1,00 mill. €","RC Deportivo"
"Iago Iglesias","250 mil €","RC Deportivo"
"Iván Pérez","-","RC Deportivo"
"Cristian Hidalgo","50 mil €","RC Deportivo"
"Pablo Álvarez","-","RC Deportivo"
"Riki","6,00 mill. €","RC Deportivo"
"Javier Arizmendi","4,00 mill. €","RC Deportivo"
"Sebastián Taborda","2,25 mill. €","RC Deportivo"
"Rodolfo Bodipo","2,00 mill. €","RC Deportivo"
"Dani Bea","100 mil €","RC Deportivo"
"Adrián López","50 mil €","RC Deportivo"
"Rubén Rivera","-","RC Deportivo"
"Carlos Kameni","4,00 mill. €","Espanyol"
"Biel Ribas","300 mil €","Espanyol"
"Gorka Iraizoz","50 mil €","Espanyol"
"Isaac Becerra","-","Espanyol"
"Juan Velasco","3,50 mill. €","Espanyol"
"Sergio Sánchez","300 mil €","Espanyol"
"Dani Jarque","300 mil €","Espanyol"
"Marc Torrejón","100 mil €","Espanyol"
"Albert Serrán","-","Espanyol"
"David García","400 mil €","Espanyol"
"Pablo Zabaleta","4,00 mill. €","Espanyol"
"Armando Sá","1,00 mill. €","Espanyol"
"Mari Lacruz","600 mil €","Espanyol"
"Javi Chica","50 mil €","Espanyol"
"Eduardo Costa","3,00 mill. €","Espanyol"
"Frédson","900 mil €","Espanyol"
"Moisés Hurtado","800 mil €","Espanyol"
"Luis García","3,00 mill. €","Espanyol"
"Jônatas","1,50 mill. €","Espanyol"
"Ito","1,00 mill. €","Espanyol"
"Ángel Martínez","-","Espanyol"
"Marc Pedraza","-","Espanyol"
"Javi Márquez","-","Espanyol"
"Albert Riera","5,00 mill. €","Espanyol"
"Iván de la Peña","5,25 mill. €","Espanyol"
"Moha","700 mil €","Espanyol"
"Julián López de Lerma","-","Espanyol"
"Miguel Palanca","-","Espanyol"
"César Peixoto","2,50 mill. €","Espanyol"
"Francisco Rufete","7,50 mill. €","Espanyol"
"Raúl Tamudo","8,00 mill. €","Espanyol"
"Walter Pandiani","7,50 mill. €","Espanyol"
"Jonathan Soriano","500 mil €","Espanyol"
"Ferrán Corominas","400 mil €","Espanyol"
"Roberto Abbondanzieri","3,50 mill. €","Getafe"
"Luis García","1,00 mill. €","Getafe"
"Manel Arroyo","-","Getafe"
"Alexis Ruano","10,00 mill. €","Getafe"
"David Belenguer","1,75 mill. €","Getafe"
"Rubén Pulido","800 mil €","Getafe"
"Manuel Tena","500 mil €","Getafe"
"Alberto Aguilar","500 mil €","Getafe"
"Javier Paredes","1,40 mill. €","Getafe"
"Nacho","1,35 mill. €","Getafe"
"Lucas Licht","500 mil €","Getafe"
"David Cortés","3,00 mill. €","Getafe"
"Cosmin Contra","1,00 mill. €","Getafe"
"Fabio Celestini","1,50 mill. €","Getafe"
"Javi Casquero","1,50 mill. €","Getafe"
"Mario Cotelo","1,20 mill. €","Getafe"
"Pablo Redondo","1,00 mill. €","Getafe"
"Ángel Vivar Dorado","500 mil €","Getafe"
"David Sousa","400 mil €","Getafe"
"Juan Albín","250 mil €","Getafe"
"Maris Verpakovskis","3,00 mill. €","Getafe"
"Dani Güiza","2,00 mill. €","Getafe"
"Veljko Paunovic","1,20 mill. €","Getafe"
"Sergio Pachón","1,20 mill. €","Getafe"
"Manu del Moral","1,00 mill. €","Getafe"
"Albano Bizzarri","2,75 mill. €","Gimnástic Tarragona"
"Álvaro Iglesias","-","Gimnástic Tarragona"
"Rubén Pérez","-","Gimnástic Tarragona"
"Aníbal Matellán","1,80 mill. €","Gimnástic Tarragona"
"Julio Cáceres","1,75 mill. €","Gimnástic Tarragona"
"César Navas","800 mil €","Gimnástic Tarragona"
"Miguel Llera","450 mil €","Gimnástic Tarragona"
"Manolo Martínez","300 mil €","Gimnástic Tarragona"
"Óscar Álvarez","-","Gimnástic Tarragona"
"David García","-","Gimnástic Tarragona"
"Mingo","450 mil €","Gimnástic Tarragona"
"Marco Ortega","-","Gimnástic Tarragona"
"Óscar López","1,25 mill. €","Gimnástic Tarragona"
"Manuel Ruz","400 mil €","Gimnástic Tarragona"
"José Calvo","-","Gimnástic Tarragona"
"Constantin Gâlcă","1,25 mill. €","Gimnástic Tarragona"
"Abel Buades","500 mil €","Gimnástic Tarragona"
"Sebastien Chabaud","500 mil €","Gimnástic Tarragona"
"Àngel Morales","300 mil €","Gimnástic Tarragona"
"Jesús Serrano","-","Gimnástic Tarragona"
"Tobias Grahn","1,00 mill. €","Gimnástic Tarragona"
"David Generelo","600 mil €","Gimnástic Tarragona"
"Juan Díaz","500 mil €","Gimnástic Tarragona"
"David Cuéllar","600 mil €","Gimnástic Tarragona"
"Alejandro Campano","450 mil €","Gimnástic Tarragona"
"Carlos Merino","300 mil €","Gimnástic Tarragona"
"Antonio Pinilla","800 mil €","Gimnástic Tarragona"
"David Limones","250 mil €","Gimnástic Tarragona"
"Valeriy Podolyak","-","Gimnástic Tarragona"
"Ariza Makukula","4,25 mill. €","Gimnástic Tarragona"
"Javier Portillo","3,50 mill. €","Gimnástic Tarragona"
"Rubén Castro","1,50 mill. €","Gimnástic Tarragona"
"Gil","1,25 mill. €","Gimnástic Tarragona"
"Irurzun","750 mil €","Gimnástic Tarragona"
"Miguel Ángel Moyá","2,50 mill. €","Mallorca"
"Toni Prats","1,25 mill. €","Mallorca"
"Juanjo","-","Mallorca"
"Iván Ramis","1,50 mill. €","Mallorca"
"José Nunes","1,50 mill. €","Mallorca"
"Sergio Ballesteros","1,50 mill. €","Mallorca"
"Fernando Navarro","2,50 mill. €","Mallorca"
"Javier Dorado","-","Mallorca"
"Héctor Berenguel","4,50 mill. €","Mallorca"
"Fernando Varela","500 mil €","Mallorca"
"Angelos Basinas","4,00 mill. €","Mallorca"
"Guillermo Pereyra","3,50 mill. €","Mallorca"
"Jordi López","500 mil €","Mallorca"
"Juan Arango","1,50 mill. €","Mallorca"
"Jonás Gutiérrez","1,00 mill. €","Mallorca"
"Ariel Ibagaza","7,50 mill. €","Mallorca"
"Leonardo Pisculichi","1,75 mill. €","Mallorca"
"Óscar Trejo","-","Mallorca"
"Boško Janković","5,00 mill. €","Mallorca"
"Daniel Komé","1,00 mill. €","Mallorca"
"Tuni","500 mil €","Mallorca"
"Diego Tristán","7,00 mill. €","Mallorca"
"Maxi López","5,50 mill. €","Mallorca"
"Víctor Casadesús","800 mil €","Mallorca"
"José Francisco Molina","3,85 mill. €","Levante"
"Pablo Cavallero","1,75 mill. €","Levante"
"Ignacio Aizpurúa","-","Levante"
"Juan Tejera","-","Levante"
"Álvaro","2,25 mill. €","Levante"
"Frédéric Déhu","2,00 mill. €","Levante"
"César Martín","1,75 mill. €","Levante"
"José Serrano","-","Levante"
"Ian Harte","3,50 mill. €","Levante"
"Alexis","600 mil €","Levante"
"Luis Rubiales","300 mil €","Levante"
"Zé Maria","1,00 mill. €","Levante"
"Iñaki Descarga","700 mil €","Levante"
"Manolo Gaspar","200 mil €","Levante"
"Mathieu Berson","3,50 mill. €","Levante"
"Sylvain N'Diaye","1,50 mill. €","Levante"
"Diego Camacho","700 mil €","Levante"
"Damiano Tommasi","750 mil €","Levante"
"Laurent Courtois","850 mil €","Levante"
"Olivier Kapo","4,00 mill. €","Levante"
"Carmelo","250 mil €","Levante"
"Laurent Robert","6,60 mill. €","Levante"
"Riga Mustapha","1,00 mill. €","Levante"
"Félix Ettien","400 mil €","Levante"
"Salva Ballesta","6,00 mill. €","Levante"
"Péguy Luyindula","4,00 mill. €","Levante"
"Albert Meyong","4,00 mill. €","Levante"
"Vladimir Manchev","1,75 mill. €","Levante"
"Nino","300 mil €","Levante"
"Gustavo Reggi","250 mil €","Levante"
"Ricardo","2,80 mill. €","Osasuna"
"Juantxo Elía","300 mil €","Osasuna"
"Roberto Santamaría","100 mil €","Osasuna"
"Jaime Penedo","100 mil €","Osasuna"
"Miguel Flaño","4,00 mill. €","Osasuna"
"César Cruchaga","1,00 mill. €","Osasuna"
"Carlos Cuéllar","750 mil €","Osasuna"
"Josetxo","500 mil €","Osasuna"
"Jon Echaide","-","Osasuna"
"Iñaki Astiz","-","Osasuna"
"César Azpilicueta","-","Osasuna"
"Enrique Corrales","4,00 mill. €","Osasuna"
"Nacho Monreal","1,50 mill. €","Osasuna"
"Javier Flaño","7,00 mill. €","Osasuna"
"Juanfran Torres","6,00 mill. €","Osasuna"
"José Izquierdo","1,00 mill. €","Osasuna"
"Javad Nekounam","3,50 mill. €","Osasuna"
"Patxi Puñal","2,00 mill. €","Osasuna"
"Iñaki Muñoz","1,00 mill. €","Osasuna"
"Oier Sanjurjo","-","Osasuna"
"David López","1,50 mill. €","Osasuna"
"Héctor Font","750 mil €","Osasuna"
"Jon Erice","-","Osasuna"
"Juanlu","350 mil €","Osasuna"
"Raúl García","12,00 mill. €","Osasuna"
"Óscar Vega","-","Osasuna"
"Ludovic Delporte","1,20 mill. €","Osasuna"
"Valdo","5,00 mill. €","Osasuna"
"Jokin Esparza","-","Osasuna"
"Roberto Soldado","7,50 mill. €","Osasuna"
"Savo Milosevic","3,00 mill. €","Osasuna"
"Pierre Webó","3,00 mill. €","Osasuna"
"Bernardo Romeo","1,50 mill. €","Osasuna"
"Kike Sola","-","Osasuna"
"Toño","1,80 mill. €","Racing"
"Juan Calatayud","1,20 mill. €","Racing"
"Ezequiel Garay","3,50 mill. €","Racing"
"Rubén González","2,20 mill. €","Racing"
"Oriol Lozano","1,00 mill. €","Racing"
"Pablo Alfaro","800 mil €","Racing"
"José Moratón","600 mil €","Racing"
"Iván Marcano","-","Racing"
"Fernando Abreu","-","Racing"
"Luis Fernández","500 mil €","Racing"
"Neru","350 mil €","Racing"
"Bolaño","-","Racing"
"Lionel Scaloni","3,80 mill. €","Racing"
"Pablo Pinillos","1,80 mill. €","Racing"
"Cristian Álvarez","750 mil €","Racing"
"Aitor Fernández","-","Racing"
"Gonzalo Colsa","2,50 mill. €","Racing"
"Felipe Melo","900 mil €","Racing"
"Sergio Matabuena","500 mil €","Racing"
"Vitolo","1,25 mill. €","Racing"
"Antonio Tomás","500 mil €","Racing"
"Cristian Portilla","200 mil €","Racing"
"Chema Mato","-","Racing"
"Raúl Martín","500 mil €","Racing"
"Óscar Serrano","800 mil €","Racing"
"Jonathan Valle","1,25 mill. €","Racing"
"Momo","500 mil €","Racing"
"Javier Balboa","2,50 mill. €","Racing"
"Pedro Munitis","5,50 mill. €","Racing"
"Nikola Zigic","10,00 mill. €","Racing"
"David Aganzo","1,80 mill. €","Racing"
"Rubén Castro","1,50 mill. €","Racing"
"Juanjo Expósito","800 mil €","Racing"
"Roberto Platero","-","Racing"
"Iker Casillas","25,00 mill. €","Real Madrid"
"Diego López","2,75 mill. €","Real Madrid"
"Kiko Casilla","450 mil €","Real Madrid"
"Sergio Ramos","17,50 mill. €","Real Madrid"
"Fabio Cannavaro","14,00 mill. €","Real Madrid"
"Jonathan Woodgate","11,00 mill. €","Real Madrid"
"Iván Helguera","5,30 mill. €","Real Madrid"
"Raúl Bravo","3,60 mill. €","Real Madrid"
"Francisco Pavón","2,20 mill. €","Real Madrid"
"Álvaro Mejía","1,75 mill. €","Real Madrid"
"Sergio Alejandro","100 mil €","Real Madrid"
"Roberto Carlos","6,50 mill. €","Real Madrid"
"Marcelo","5,50 mill. €","Real Madrid"
"Cicinho","12,50 mill. €","Real Madrid"
"Miguel Torres","5,50 mill. €","Real Madrid"
"Míchel Salgado","3,50 mill. €","Real Madrid"
"Óscar Miñambres","1,00 mill. €","Real Madrid"
"Mahamadou Diarra","26,00 mill. €","Real Madrid"
"Fernando Gago","16,50 mill. €","Real Madrid"
"Emerson","16,00 mill. €","Real Madrid"
"Javi García","2,00 mill. €","Real Madrid"
"Marcos Tébar","500 mil €","Real Madrid"
"Guti","17,80 mill. €","Real Madrid"
"Rubén de la Red","3,50 mill. €","Real Madrid"
"Pedro Mosquera","500 mil €","Real Madrid"
"Borja Valero","300 mil €","Real Madrid"
"Adrián González","50 mil €","Real Madrid"
"David Beckham","19,80 mill. €","Real Madrid"
"Júlio Baptista","11,50 mill. €","Real Madrid"
"Juan Mata","1,10 mill. €","Real Madrid"
"Robinho","25,00 mill. €","Real Madrid"
"Miguel Ángel Nieto","-","Real Madrid"
"José Antonio Reyes","16,70 mill. €","Real Madrid"
"Raúl","18,00 mill. €","Real Madrid"
"Antonio Cassano","8,50 mill. €","Real Madrid"
"Ruud van Nistelrooy","32,00 mill. €","Real Madrid"
"Ronaldo","23,00 mill. €","Real Madrid"
"Gonzalo Higuaín","14,30 mill. €","Real Madrid"
"Álvaro Negredo","1,00 mill. €","Real Madrid"
"Asier Riesgo","2,20 mill. €","R. Sociedad"
"Claudio Bravo","1,50 mill. €","R. Sociedad"
"Ximun Duhour","-","R. Sociedad"
"Mikel González","2,20 mill. €","R. Sociedad"
"Igor Jauregi","750 mil €","R. Sociedad"
"Ion Ansotegi","450 mil €","R. Sociedad"
"Daniel Cifuentes","400 mil €","R. Sociedad"
"Mikel Labaka","400 mil €","R. Sociedad"
"Víctor López","150 mil €","R. Sociedad"
"Javier Garrido","4,00 mill. €","R. Sociedad"
"Rossato","1,25 mill. €","R. Sociedad"
"Aitor López Rekarte","2,80 mill. €","R. Sociedad"
"Gerardo García","600 mil €","R. Sociedad"
"Dani Estrada","50 mil €","R. Sociedad"
"Juanito","1,00 mill. €","R. Sociedad"
"Gaizka Garitano","900 mil €","R. Sociedad"
"Gorka Elustondo","50 mil €","R. Sociedad"
"Mikel Alonso","3,20 mill. €","R. Sociedad"
"Mikel Aranburu","2,20 mill. €","R. Sociedad"
"Diego Rivas","1,50 mill. €","R. Sociedad"
"Dalibor Stevanovic","1,20 mill. €","R. Sociedad"
"Álvaro Novo","2,20 mill. €","R. Sociedad"
"Jesuli","2,50 mill. €","R. Sociedad"
"Xabi Prieto","2,20 mill. €","R. Sociedad"
"Gari Uranga","400 mil €","R. Sociedad"
"Sávio","2,00 mill. €","R. Sociedad"
"Fábio Felício","750 mil €","R. Sociedad"
"Darko Kovacevic","5,50 mill. €","R. Sociedad"
"Morten Skoubo","2,20 mill. €","R. Sociedad"
"Germán Herrera","350 mil €","R. Sociedad"
"Imanol Agirretxe","200 mil €","R. Sociedad"
"Iñigo Díaz de Cerio","100 mil €","R. Sociedad"
"Javier López Vallejo","3,00 mill. €","Recreativo"
"Bertrand Laquait","1,00 mill. €","Recreativo"
"José Ramón","100 mil €","Recreativo"
"Mario Abrante","3,00 mill. €","Recreativo"
"Beto","2,80 mill. €","Recreativo"
"César Arzo","1,50 mill. €","Recreativo"
"Pablo Amo","1,20 mill. €","Recreativo"
"Iago Bouzón","800 mil €","Recreativo"
"Juan Merino","-","Recreativo"
"Dani Bautista","2,20 mill. €","Recreativo"
"Aitor Tornavaca","1,50 mill. €","Recreativo"
"Poli","500 mil €","Recreativo"
"Edu Moya","1,70 mill. €","Recreativo"
"Pablo Oliveira","-","Recreativo"
"Santi Cazorla","3,50 mill. €","Recreativo"
"Jesús Vázquez","2,20 mill. €","Recreativo"
"Emilio Viqueira","2,20 mill. €","Recreativo"
"Rafa Barber","600 mil €","Recreativo"
"Juvenal Edjogo","400 mil €","Recreativo"
"Fernando Vaz","-","Recreativo"
"Joselito","-","Recreativo"
"Laurenţiu Roşu","700 mil €","Recreativo"
"Juanma","1,00 mill. €","Recreativo"
"Cheli González","500 mil €","Recreativo"
"Florent Sinama-Pongolle","4,50 mill. €","Recreativo"
"Ikechukwu Uche","3,50 mill. €","Recreativo"
"Javi Guerrero","2,50 mill. €","Recreativo"
"Antonio Calle","1,00 mill. €","Recreativo"
"Andrés Palop","4,50 mill. €","Sevilla"
"David Cobeño","500 mil €","Sevilla"
"Javi Varas","-","Sevilla"
"Julien Escudé","5,50 mill. €","Sevilla"
"Javi Navarro","4,00 mill. €","Sevilla"
"Ivica Dragutinovic","3,50 mill. €","Sevilla"
"Aitor Ocio","1,10 mill. €","Sevilla"
"Federico Fazio","800 mil €","Sevilla"
"Adriano","15,00 mill. €","Sevilla"
"Antonio Puerta","6,00 mill. €","Sevilla"
"David Castedo","800 mil €","Sevilla"
"Dani Alves","22,00 mill. €","Sevilla"
"Andreas Hinkel","1,90 mill. €","Sevilla"
"Christian Poulsen","8,60 mill. €","Sevilla"
"Josep Lluís Martí","3,00 mill. €","Sevilla"
"Lolo","-","Sevilla"
"Renato","7,00 mill. €","Sevilla"
"Enzo Maresca","3,60 mill. €","Sevilla"
"Bruno Herrero","100 mil €","Sevilla"
"Jesús Navas","7,00 mill. €","Sevilla"
"Jesuli","2,50 mill. €","Sevilla"
"Duda","1,60 mill. €","Sevilla"
"Alejandro Alfaro","1,50 mill. €","Sevilla"
"Diego Capel","500 mil €","Sevilla"
"Fernando Sales","600 mil €","Sevilla"
"Frédéric Kanouté","11,50 mill. €","Sevilla"
"Luís Fabiano","8,90 mill. €","Sevilla"
"Aleksandr Kerzhakov","7,80 mill. €","Sevilla"
"Javier Chevantón","5,50 mill. €","Sevilla"
"Kepa Blanco","4,50 mill. €","Sevilla"
"Santiago Cañizares","3,50 mill. €","Valencia"
"Ludovic Butelle","1,00 mill. €","Valencia"
"Juan Luis Mora","800 mil €","Valencia"
"Carlos Marchena","10,00 mill. €","Valencia"
"Raúl Albiol","10,00 mill. €","Valencia"
"Roberto Ayala","8,75 mill. €","Valencia"
"Emiliano Moretti","5,50 mill. €","Valencia"
"David Navarro","1,80 mill. €","Valencia"
"Cristian Castells","-","Valencia"
"Asier del Horno","9,00 mill. €","Valencia"
"Miguel","13,00 mill. €","Valencia"
"Curro Torres","1,50 mill. €","Valencia"
"David Cerra","500 mil €","Valencia"
"David Córcoles","-","Valencia"
"David Albelda","14,00 mill. €","Valencia"
"Vicente Romero","-","Valencia"
"Rubén Baraja","11,00 mill. €","Valencia"
"Hugo Viana","6,00 mill. €","Valencia"
"Edú Gaspar","5,00 mill. €","Valencia"
"Miguel Pallardó","600 mil €","Valencia"
"Natxo Insa","-","Valencia"
"David Silva","15,00 mill. €","Valencia"
"Vicente","20,00 mill. €","Valencia"
"Jaime Gavilán","4,00 mill. €","Valencia"
"Mario Regueiro","3,00 mill. €","Valencia"
"Joaquín","25,00 mill. €","Valencia"
"Jorge López","1,50 mill. €","Valencia"
"Aarón Ñíguez","-","Valencia"
"Miguel Ángel Angulo","9,00 mill. €","Valencia"
"David Villa","35,00 mill. €","Valencia"
"Fernando Morientes","12,00 mill. €","Valencia"
"Francesco Tavano","5,75 mill. €","Valencia"
"Javi Guerra","500 mil €","Valencia"
"Sebastián Viera","2,25 mill. €","Villarreal"
"Mariano Barbosa","2,25 mill. €","Villarreal"
"Juan Carlos","50 mil €","Villarreal"
"Gonzalo Rodríguez","4,00 mill. €","Villarreal"
"Josemi","2,75 mill. €","Villarreal"
"Juan Manuel Peña","1,50 mill. €","Villarreal"
"Pascal Cygan","1,40 mill. €","Villarreal"
"Quique Álvarez","900 mil €","Villarreal"
"Fabricio Fuentes","500 mil €","Villarreal"
"Oscar López","100 mil €","Villarreal"
"Edu Caballer","-","Villarreal"
"Nino","-","Villarreal"
"Rodolfo Arruabarrena","2,25 mill. €","Villarreal"
"José Enrique","800 mil €","Villarreal"
"Carlos Alcántara","150 mil €","Villarreal"
"Alberto de la Bella","-","Villarreal"
"Javi Venta","2,25 mill. €","Villarreal"
"Alessio Tacchinardi","5,00 mill. €","Villarreal"
"Leandro Somoza","4,25 mill. €","Villarreal"
