"name","market_value","team"
"Philtzgerald Mbaka","-","Getafe"
"Pablo Sarabia","4,00 mill. €","Getafe"
"Sammir","2,50 mill. €","Getafe"
"Ivi López","-","Getafe"
"Pedro Astray","-","Getafe"
"Emiliano Buendía","-","Getafe"
"Ángel Lafita","3,00 mill. €","Getafe"
"Diego Castro","2,00 mill. €","Getafe"
"Fredy Hinestroza","1,50 mill. €","Getafe"
"Pere Milla","-","Getafe"
"Pedro León","6,00 mill. €","Getafe"
"Karim Yoda","2,50 mill. €","Getafe"
"Álvaro Vázquez","2,50 mill. €","Getafe"
"Baba","1,00 mill. €","Getafe"
"Iker Casillas","8,00 mill. €","Real Madrid"
"Keylor Navas","8,00 mill. €","Real Madrid"
"Fernando Pacheco","800 mil €","Real Madrid"
"Rubén Yáñez","-","Real Madrid"
"Sergio Ramos","45,00 mill. €","Real Madrid"
"Raphaël Varane","25,00 mill. €","Real Madrid"
"Pepe","15,00 mill. €","Real Madrid"
"Nacho Fernández","6,00 mill. €","Real Madrid"
"Jaime Sánchez","-","Real Madrid"
"Diego Llorente","-","Real Madrid"
"Derik Osede","-","Real Madrid"
"Marcelo","25,00 mill. €","Real Madrid"
"Fábio Coentrão","18,00 mill. €","Real Madrid"
"Felipe Abner","-","Real Madrid"
"Javi Noblejas","-","Real Madrid"
"Daniel Carvajal","22,00 mill. €","Real Madrid"
"Álvaro Arbeloa","5,00 mill. €","Real Madrid"
"Guillermo Varela","-","Real Madrid"
"Marcos Llorente","-","Real Madrid"
"Asier Illarramendi","15,00 mill. €","Real Madrid"
"Lucas Silva","13,00 mill. €","Real Madrid"
"Xabi Alonso","8,00 mill. €","Real Madrid"
"Lucas Torró","-","Real Madrid"
"Luka Modrić","55,00 mill. €","Real Madrid"
"Toni Kroos","50,00 mill. €","Real Madrid"
"Sami Khedira","20,00 mill. €","Real Madrid"
"Álvaro Medrán","-","Real Madrid"
"Sergio Aguza","-","Real Madrid"
"Javi Muñoz","-","Real Madrid"
"James Rodríguez","60,00 mill. €","Real Madrid"
"Isco","45,00 mill. €","Real Madrid"
"Martin Ødegaard","4,00 mill. €","Real Madrid"
"Jesé","15,00 mill. €","Real Madrid"
"Gareth Bale","80,00 mill. €","Real Madrid"
"Ángel Di María","65,00 mill. €","Real Madrid"
"Cristiano Ronaldo","120,00 mill. €","Real Madrid"
"Karim Benzema","50,00 mill. €","Real Madrid"
"Chicharito","10,00 mill. €","Real Madrid"
"Raúl de Tomás","-","Real Madrid"
"Eero Markkanen","-","Real Madrid"
"Borja Mayoral","-","Real Madrid"
"Beto","4,00 mill. €","Sevilla"
"Sergio Rico","2,50 mill. €","Sevilla"
"Mariano Barbosa","800 mil €","Sevilla"
"Juan Soriano","-","Sevilla"
"David Soria","-","Sevilla"
"Federico Fazio","8,00 mill. €","Sevilla"
"Daniel Carriço","8,00 mill. €","Sevilla"
"Nicolás Pareja","4,00 mill. €","Sevilla"
"Timothée Kolodziejczak","3,00 mill. €","Sevilla"
"Alejandro Arribas","2,50 mill. €","Sevilla"
"Benoît Trémoulinas","6,00 mill. €","Sevilla"
"Fernando Navarro","1,50 mill. €","Sevilla"
"Coke","3,50 mill. €","Sevilla"
"Diogo Figueiras","3,00 mill. €","Sevilla"
"Modesto","200 mil €","Sevilla"
"Grzegorz Krychowiak","12,00 mill. €","Sevilla"
"Stéphane Mbia","10,00 mill. €","Sevilla"
"Vicente Iborra","7,50 mill. €","Sevilla"
"Luismi Sánchez","-","Sevilla"
"Éver Banega","7,50 mill. €","Sevilla"
"Sebastián Cristóforo","1,00 mill. €","Sevilla"
"Antonio Cotán","-","Sevilla"
"Fran Tena","-","Sevilla"
"Denis Suárez","12,00 mill. €","Sevilla"
"Vitolo","10,00 mill. €","Sevilla"
"Aleix Vidal","6,00 mill. €","Sevilla"
"José Antonio Reyes","3,00 mill. €","Sevilla"
"Jairo Samperio","2,75 mill. €","Sevilla"
"Carlos Bacca","20,00 mill. €","Sevilla"
"Kévin Gameiro","12,00 mill. €","Sevilla"
"Gerard Deulofeu","12,00 mill. €","Sevilla"
"Iago Aspas","4,00 mill. €","Sevilla"
"Carlos Fernández","-","Sevilla"
"Juan Muñoz","-","Sevilla"
"Diego Alves","8,00 mill. €","Valencia"
"Yoel Rodríguez","2,50 mill. €","Valencia"
"Jaume Doménech","-","Valencia"
"Nicolás Otamendi","18,00 mill. €","Valencia"
"Shkodran Mustafi","15,00 mill. €","Valencia"
"Lucas Orbán","5,00 mill. €","Valencia"
"Rúben Vezo","2,50 mill. €","Valencia"
"José Gayà","15,00 mill. €","Valencia"
"Salva Ruiz","-","Valencia"
"Antonio Barragán","3,00 mill. €","Valencia"
"João Cancelo","2,00 mill. €","Valencia"
"Enzo Pérez","25,00 mill. €","Valencia"
"Javi Fuego","6,00 mill. €","Valencia"
"Filipe Augusto","2,00 mill. €","Valencia"
"Bruno Zuculini","2,00 mill. €","Valencia"
"Dani Parejo","15,00 mill. €","Valencia"
"André Gomes","15,00 mill. €","Valencia"
"Rodrigo De Paul","4,00 mill. €","Valencia"
"Tropi","-","Valencia"
"Sofiane Feghouli","15,00 mill. €","Valencia"
"Pablo Piatti","6,00 mill. €","Valencia"
"Carles Gil","5,00 mill. €","Valencia"
"Rober Ibáñez","2,00 mill. €","Valencia"
"Álvaro Negredo","22,00 mill. €","Valencia"
"Paco Alcácer","20,00 mill. €","Valencia"
"Rodrigo","20,00 mill. €","Valencia"
"Guillermo Ochoa","6,00 mill. €","Málaga"
"Carlos Kameni","2,50 mill. €","Málaga"
"Agustín Cousillas","-","Málaga"
"Sergio Sánchez","3,00 mill. €","Málaga"
"Egor Filipenko","2,00 mill. €","Málaga"
"Weligton","1,00 mill. €","Málaga"
"Flávio Ferreira","1,00 mill. €","Málaga"
"Roberto Chen","600 mil €","Málaga"
"Antunes","6,00 mill. €","Málaga"
"Arthur Boka","1,50 mill. €","Málaga"
"José Manuel Casado","700 mil €","Málaga"
"Roberto Rosales","4,00 mill. €","Málaga"
"Marcos Angeleri","1,00 mill. €","Málaga"
"Miguel Torres","1,00 mill. €","Málaga"
"Ignacio Camacho","10,00 mill. €","Málaga"
"Fernando Tissone","1,00 mill. €","Málaga"
"Sergi Darder","4,00 mill. €","Málaga"
"Recio","3,00 mill. €","Málaga"
"Luis Alberto","3,50 mill. €","Málaga"
"Francisco Portillo","1,50 mill. €","Málaga"
"Juanpi","1,00 mill. €","Málaga"
"Juanmi","6,00 mill. €","Málaga"
"Ricardo Horta","2,50 mill. €","Málaga"
"Duda","1,50 mill. €","Málaga"
"Nordin Amrabat","6,00 mill. €","Málaga"
"Samu García","4,00 mill. €","Málaga"
"Samu Castillejo","3,00 mill. €","Málaga"
"Javi Guerra","2,50 mill. €","Málaga"
"Roque Santa Cruz","2,00 mill. €","Málaga"
"Ezequiel Rescaldani","1,00 mill. €","Málaga"
"Gerónimo Rulli","3,50 mill. €","R. Sociedad"
"Eñaut Zubikarai","1,50 mill. €","R. Sociedad"
"Ander Bardají","-","R. Sociedad"
"Iñigo Martínez","12,00 mill. €","R. Sociedad"
"Mikel González","2,50 mill. €","R. Sociedad"
"Ion Ansotegi","2,00 mill. €","R. Sociedad"
"Alexander Callens","-","R. Sociedad"
"Aritz Elustondo","-","R. Sociedad"
"Alberto de la Bella","3,50 mill. €","R. Sociedad"
"Yuri Berchiche","2,50 mill. €","R. Sociedad"
"Carlos Martínez","3,00 mill. €","R. Sociedad"
"Joseba Zaldua","2,00 mill. €","R. Sociedad"
"Dani Estrada","1,00 mill. €","R. Sociedad"
"Markel Bergara","3,50 mill. €","R. Sociedad"
"Gorka Elustondo","2,00 mill. €","R. Sociedad"
"Esteban Granero","5,00 mill. €","R. Sociedad"
"Rubén Pardo","5,00 mill. €","R. Sociedad"
"David Zurutuza","3,00 mill. €","R. Sociedad"
"Jon Gaztañaga","1,00 mill. €","R. Sociedad"
"Alejandro Sanz","-","R. Sociedad"
"Xabi Prieto","7,00 mill. €","R. Sociedad"
"Sergio Canales","5,00 mill. €","R. Sociedad"
"Alain Oyarzun","-","R. Sociedad"
"Eneko Capilla","-","R. Sociedad"
"Chory Castro","5,00 mill. €","R. Sociedad"
"Carlos Vela","18,00 mill. €","R. Sociedad"
"Pablo Hervías","300 mil €","R. Sociedad"
"Alfred Finnbogason","5,00 mill. €","R. Sociedad"
"Imanol Agirretxe","3,50 mill. €","R. Sociedad"
"Iker Hernández","-","R. Sociedad"
"Diego Mariño","2,50 mill. €","Levante"
"Jesús Fernández","1,00 mill. €","Levante"
"Iván Ramis","2,50 mill. €","Levante"
"Héctor Rodas","600 mil €","Levante"
"Loukas Vyntra","500 mil €","Levante"
"David Navarro","400 mil €","Levante"
"Jordi César","-","Levante"
"Nikolaos Karabelas","500 mil €","Levante"
"Toño García","200 mil €","Levante"
"Juanfran","100 mil €","Levante"
"Pedro López","1,50 mill. €","Levante"
"Iván López","1,00 mill. €","Levante"
"Pape Diop","3,50 mill. €","Levante"
"Mohamed Sissoko","2,00 mill. €","Levante"
"Simão","2,00 mill. €","Levante"
"Issam El Adoua","600 mil €","Levante"
"José Mari","600 mil €","Levante"
"Víctor Camarasa","2,50 mill. €","Levante"
"Víctor Pérez","1,00 mill. €","Levante"
"Andreas Ivanschitz","3,00 mill. €","Levante"
"Jaime Gavilán","750 mil €","Levante"
"Rubén García","3,00 mill. €","Levante"
"Nabil El Zhar","2,00 mill. €","Levante"
"Jordi Xumetra","2,00 mill. €","Levante"
"Jason Remeseiro","-","Levante"
"Kalu Uche","3,00 mill. €","Levante"
"Víctor Casadesús","2,50 mill. €","Levante"
"Rafael Martins","1,50 mill. €","Levante"
"José Luis Morales","1,50 mill. €","Levante"
"David Barral","1,20 mill. €","Levante"
"Juan Delgado","-","Levante"
"Joel Robles","2,00 mill. €","Rayo Vallecano"
"David Cobeño","1,50 mill. €","Rayo Vallecano"
"Dani Giménez","1,00 mill. €","Rayo Vallecano"
"Isma Gil","-","Rayo Vallecano"
"Jordi Figueras","2,50 mill. €","Rayo Vallecano"
"Alejandro Arribas","2,00 mill. €","Rayo Vallecano"
"Pedro Botelho","1,50 mill. €","Rayo Vallecano"
"Mikel Labaka","1,40 mill. €","Rayo Vallecano"
"Raúl Bravo","1,00 mill. €","Rayo Vallecano"
"Jorge Pulido","500 mil €","Rayo Vallecano"
"José Alcañiz","-","Rayo Vallecano"
"José Manuel Casado","2,00 mill. €","Rayo Vallecano"
"Tito","1,50 mill. €","Rayo Vallecano"
"Sueliton","100 mil €","Rayo Vallecano"
"Aitor Núñez","-","Rayo Vallecano"
"Rober Correa","-","Rayo Vallecano"
"Javi Fuego","2,00 mill. €","Rayo Vallecano"
"José María Movilla","700 mil €","Rayo Vallecano"
"Dani Pacheco","600 mil €","Rayo Vallecano"
"Nono","-","Rayo Vallecano"
"Roberto Trashorras","1,80 mill. €","Rayo Vallecano"
"Rafa García","400 mil €","Rayo Vallecano"
"Diego Benito","-","Rayo Vallecano"
"Pape Maly Diamanka","-","Rayo Vallecano"
"Piti","2,50 mill. €","Rayo Vallecano"
"Míchel","200 mil €","Rayo Vallecano"
"Jorge Sáez","-","Rayo Vallecano"
"Emiliano Armenteros","2,80 mill. €","Rayo Vallecano"
"Alberto Perea","300 mil €","Rayo Vallecano"
"Lass Bangoura","2,50 mill. €","Rayo Vallecano"
"Néstor Susaeta","300 mil €","Rayo Vallecano"
"Rayco García","-","Rayo Vallecano"
"Michu","6,00 mill. €","Rayo Vallecano"
"Diego Costa","6,50 mill. €","Rayo Vallecano"
"Raúl Tamudo","1,50 mill. €","Rayo Vallecano"
"Andrija Delibasic","1,20 mill. €","Rayo Vallecano"
"Koke","1,00 mill. €","Rayo Vallecano"
"Roberto Fernández","1,50 mill. €","Granada"
"Júlio César","1,00 mill. €","Granada"
"José Juan Figueras","300 mil €","Granada"
"Hugo Cantero","-","Granada"
"Pape Diakhaté","4,50 mill. €","Granada"
"Noé Pamarot","1,50 mill. €","Granada"
"Iñigo López","1,50 mill. €","Granada"
"Borja Gómez","1,50 mill. €","Granada"
"Diego Maínz","1,00 mill. €","Granada"
"Manuel Lucena","700 mil €","Granada"
"Guilherme Siqueira","5,00 mill. €","Granada"
"Jorge Ribeiro","800 mil €","Granada"
"Allan Nyom","4,00 mill. €","Granada"
"David Cortés","1,50 mill. €","Granada"
"Samuel Marfil","-","Granada"
"Moisés Hurtado","1,50 mill. €","Granada"
"Hassan Yebda","3,50 mill. €","Granada"
"Mikel Rico","2,50 mill. €","Granada"
"Abel Gómez","2,00 mill. €","Granada"
"Fran Rico","1,00 mill. €","Granada"
"Richard Boateng","-","Granada"
"Cristian Baena","-","Granada"
"Carlos Martins","5,00 mill. €","Granada"
"Dani Benítez","2,50 mill. €","Granada"
"Miguel García","-","Granada"
"Yohan Mollo","3,00 mill. €","Granada"
"Jaime Romero","800 mil €","Granada"
"Franco Jara","5,00 mill. €","Granada"
"Ikechukwu Uche","3,50 mill. €","Granada"
"Odion Ighalo","2,00 mill. €","Granada"
"Álex Geijo","2,00 mill. €","Granada"
"Henrique Almeida","1,50 mill. €","Granada"
"Sergio Álvarez","3,00 mill. €","Celta"
"Rubén Blanco","500 mil €","Celta"
"Andreu Fontàs","3,50 mill. €","Celta"
"Sergi Gómez","2,50 mill. €","Celta"
"Gustavo Cabral","2,50 mill. €","Celta"
"David Costas","1,00 mill. €","Celta"
"Diego Alende","-","Celta"
"Carles Planas","2,50 mill. €","Celta"
"Samu Araújo","-","Celta"
"Hugo Mallo","3,50 mill. €","Celta"
"Jonny Otto","3,50 mill. €","Celta"
"Kevin Vázquez","-","Celta"
"Nemanja Radoja","3,50 mill. €","Celta"
"Borja Oubiña","1,50 mill. €","Celta"
"Augusto Fernández","5,00 mill. €","Celta"
"Álex López","3,00 mill. €","Celta"
"Michael Krohn-Dehli","3,00 mill. €","Celta"
"Pablo Hernández","1,50 mill. €","Celta"
"Borja Fernández","400 mil €","Celta"
"Pape Cheikh","-","Celta"
"Levy Madinda","1,00 mill. €","Celta"
"Nolito","6,00 mill. €","Celta"
"Fabián Orellana","3,00 mill. €","Celta"
"Théo Bongonda","1,50 mill. €","Celta"
"Joaquín Larrivey","4,00 mill. €","Celta"
"Santi Mina","2,50 mill. €","Celta"
"Charles","2,00 mill. €","Celta"
"Borja Iglesias","-","Celta"
"Przemyslaw Tyton","2,50 mill. €","Elche"
"Manu Herrera","1,00 mill. €","Elche"
"Pol Freixanet","-","Elche"
"José Carlos Álvarez","-","Elche"
"David Lombán","2,50 mill. €","Elche"
"Enzo Roco","2,00 mill. €","Elche"
"José Ángel","400 mil €","Elche"
"Sergio Pelegrín","300 mil €","Elche"
"Rafa Gálvez","-","Elche"
"Nacho Porcar","-","Elche"
"Domingo Cisma","1,00 mill. €","Elche"
"Edu Albacar","1,00 mill. €","Elche"
"Damián Suárez","3,00 mill. €","Elche"
"Mario Pašalić","3,00 mill. €","Elche"
"Fayçal Fajr","2,50 mill. €","Elche"
"Pedro Mosquera","2,00 mill. €","Elche"
"Adrián González","2,00 mill. €","Elche"
"Mario Arqués","-","Elche"
"Víctor Rodríguez","2,50 mill. €","Elche"
"Franco Fragapane","-","Elche"
"Garry Rodrigues","2,00 mill. €","Elche"
"Aarón Ñíguez","1,00 mill. €","Elche"
"Samu Martínez","-","Elche"
"Jose Antonio Peral","-","Elche"
"Moha Traoré","-","Elche"
"Jonathas","6,00 mill. €","Elche"
"Ferrán Corominas","1,80 mill. €","Elche"
"Cristian Herrera","1,50 mill. €","Elche"
"Álvaro Giménez","600 mil €","Elche"
"Sergio Asenjo","7,00 mill. €","Villarreal"
"Juan Carlos","1,00 mill. €","Villarreal"
"Aitor Fernández","-","Villarreal"
"Miguel Bañuz","-","Villarreal"
"Gabriel Paulista","12,00 mill. €","Villarreal"
"Mateo Musacchio","9,00 mill. €","Villarreal"
"Mario Gaspar","5,00 mill. €","Villarreal"
"Víctor Ruiz","4,00 mill. €","Villarreal"
"Eric Bailly","3,00 mill. €","Villarreal"
"Chechu Dorado","800 mil €","Villarreal"
"Israel Puerto","400 mil €","Villarreal"
"Jaume Costa","4,00 mill. €","Villarreal"
"Adrián Marín","1,00 mill. €","Villarreal"
"Bojan Jokic","700 mil €","Villarreal"
"Alfonso Pedraza","-","Villarreal"
"Javi Jiménez","-","Villarreal"
"Antonio Rukavina","2,00 mill. €","Villarreal"
"Pipe","-","Villarreal"
"Bruno Soriano","8,00 mill. €","Villarreal"
"Jonathan dos Santos","6,00 mill. €","Villarreal"
"Anton Shvets","-","Villarreal"
"Manu Trigueros","6,00 mill. €","Villarreal"
"Tomás Pina","3,00 mill. €","Villarreal"
"Javier Espinosa","3,00 mill. €","Villarreal"
"Sergio Marcos","300 mil €","Villarreal"
"Aleix García","-","Villarreal"
"Moi Gómez","5,00 mill. €","Villarreal"
"Denis Cheryshev","10,00 mill. €","Villarreal"
"Cani","1,50 mill. €","Villarreal"
"Matías Nahuel","-","Villarreal"
"José Naranjo","-","Villarreal"
"Giovani dos Santos","12,00 mill. €","Villarreal"
"Joel Campbell","6,00 mill. €","Villarreal"
"Luciano Vietto","15,00 mill. €","Villarreal"
"Ikechukwu Uche","4,00 mill. €","Villarreal"
"Gerard Moreno","3,00 mill. €","Villarreal"
"Fran Sol","-","Villarreal"
"Rubén Martínez","1,50 mill. €","Almería"
"Julián Cuesta","1,00 mill. €","Almería"
"Yeray Gómez","-","Almería"
"Ángel Trujillo","2,50 mill. €","Almería"
"Mauro dos Santos","2,00 mill. €","Almería"
"Fran Vélez","1,00 mill. €","Almería"
"Charlie Took","-","Almería"
"Sebastián Dubarbier","2,00 mill. €","Almería"
"José Manuel Casado","700 mil €","Almería"
"Mané","500 mil €","Almería"
"Ximo Navarro","2,00 mill. €","Almería"
"Michel Macedo","500 mil €","Almería"
"Antonio Marín","-","Almería"
"Thomas Partey","2,50 mill. €","Almería"
"Verza","3,50 mill. €","Almería"
"Javier Espinosa","3,00 mill. €","Almería"
"Ramon Azeez","2,50 mill. €","Almería"
"Miguel Ángel Corona","1,00 mill. €","Almería"
"José Ángel Jurado","-","Almería"
"Carlos Selfa","-","Almería"
"Fernando Soriano","400 mil €","Almería"
"Thievy Bifouma","2,00 mill. €","Almería"
"Gaspar Panadero","-","Almería"
"Wellington Silva","1,50 mill. €","Almería"
"Jonathan Zongo","1,50 mill. €","Almería"
"Iván Sánchez","-","Almería"
"Tomer Hemed","3,00 mill. €","Almería"
"Edgar Méndez","2,50 mill. €","Almería"
"Teerasil Dangda","1,00 mill. €","Almería"
"Quique González","200 mil €","Almería"
"Dani Romera","-","Almería"
"Xabi Irureta","2,00 mill. €","Eibar"
"Jaime Jiménez","300 mil €","Eibar"
"Jon Irazusta","100 mil €","Eibar"
"Raúl Navas","2,00 mill. €","Eibar"
"Raúl Albentosa","1,50 mill. €","Eibar"
"Borja Ekiza","800 mil €","Eibar"
"Rafa Páez","600 mil €","Eibar"
"Txema Añibarro","100 mil €","Eibar"
"Abraham Minero","1,50 mill. €","Eibar"
"Dídac Vilà","1,00 mill. €","Eibar"
"Ander Capa","2,00 mill. €","Eibar"
"Eneko Bóveda","1,50 mill. €","Eibar"
"Lillo Castellano","1,50 mill. €","Eibar"
"Dani García","1,50 mill. €","Eibar"
"Borja Fernández","800 mil €","Eibar"
"Derek Boateng","800 mil €","Eibar"
"Jon Errasti","1,50 mill. €","Eibar"
"Javi Lara","1,00 mill. €","Eibar"
"Saúl Berjón","2,50 mill. €","Eibar"
"Dani Nieto","800 mil €","Eibar"
"Mikel Arruabarrena","1,00 mill. €","Eibar"
"Federico Piovaccari","1,50 mill. €","Eibar"
"Manu del Moral","1,50 mill. €","Eibar"
"Ángel Rodríguez","800 mil €","Eibar"
"Dejan Lekic","800 mil €","Eibar"
"Germán Lux","1,00 mill. €","RC Deportivo"
"Fabri","1,00 mill. €","RC Deportivo"
"David Gómez","200 mil €","RC Deportivo"
"Pablo Insua","4,00 mill. €","RC Deportivo"
"Sidnei","2,00 mill. €","RC Deportivo"
"Modibo Diakité","1,00 mill. €","RC Deportivo"
"Borja López","1,00 mill. €","RC Deportivo"
"Alberto Lopo","400 mil €","RC Deportivo"
"Iago López","-","RC Deportivo"
"Luisinho","2,50 mill. €","RC Deportivo"
"Roberto Canella","2,00 mill. €","RC Deportivo"
"Juanfran Moreno","2,50 mill. €","RC Deportivo"
"Laure","2,00 mill. €","RC Deportivo"
"Diego Seoane","600 mil €","RC Deportivo"
"Manuel Pablo","100 mil €","RC Deportivo"
"Álex Bergantiños","2,50 mill. €","RC Deportivo"
"Cezary Wilk","1,00 mill. €","RC Deportivo"
"José Rodríguez","3,00 mill. €","RC Deportivo"
"Haris Medunjanin","3,00 mill. €","RC Deportivo"
"Juan Domínguez","3,00 mill. €","RC Deportivo"
"Celso Borges","1,50 mill. €","RC Deportivo"
"Dani Iglesias","200 mil €","RC Deportivo"
"Luis Fariña","2,00 mill. €","RC Deportivo"
"Juan Carlos Real","600 mil €","RC Deportivo"
"Marcos Remeseiro","-","RC Deportivo"
